phase,run_id,unit_id,trial_id,mode,model_config,condition,cluster,repeat_index,source_ref,artifact_id,event_id,value_type,observed_origins,reference_origins,tp,fp,fn,depth,depth_basis,reference_basis
e,run-61724189aea42c4199b686d7,t17-live-reference-v2-canary-c1-context-grid-p00-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p00-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L1,artifact-1ea2a9bbfa9e7612,event-39962efdb4506e97,skill_output,"[""context-source""]","[""context-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-61724189aea42c4199b686d7,t17-live-reference-v2-canary-c1-context-grid-p00-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p00-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L1,artifact-4f9dfe31bac8356e,event-377951611bf96b8f,skill_output,"[""context-consumer""]","[""context-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-11a85c2cba4bfbec57056cbf,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L2,artifact-7cd76888373435a4,event-e490740329d0b97f,skill_output,"[""context-source""]","[""context-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-11a85c2cba4bfbec57056cbf,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L2,artifact-84a7a147c7f58814,event-97b7551ac2bbabdb,tool_arg,"[""context-source""]","[""context-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-11a85c2cba4bfbec57056cbf,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p01-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L2,artifact-34a6ae0549714e30,event-796462fe78d2cb7c,skill_output,"[""context-consumer"", ""context-source""]","[""context-consumer"", ""context-source""]",2,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-966ec4ff144b989d1630c216,t17-live-reference-v2-canary-c1-context-grid-p10-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p10-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L3,artifact-34ba24975c062155,event-91256c492d66c1f3,skill_output,"[""context-source""]","[""context-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-966ec4ff144b989d1630c216,t17-live-reference-v2-canary-c1-context-grid-p10-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p10-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L3,artifact-0a9b8b64a21ea6c1,event-ef63dee0ea4503fa,skill_output,"[""context-consumer""]","[""context-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-f9061bd528c51ec3a60c36dd,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L4,artifact-06bdeec302d995a5,event-6ab69a34f200fb97,skill_output,"[""context-source""]","[""context-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-f9061bd528c51ec3a60c36dd,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L4,artifact-eca77b181d2339b0,event-6fb7896fd97efa36,tool_arg,"[""context-source""]","[""context-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-f9061bd528c51ec3a60c36dd,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L4,artifact-8238e07344536b68,event-54f9f0b9b71958e0,tool_return,"[""context-consumer""]","[""context-consumer""]",1,0,0,6,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-f9061bd528c51ec3a60c36dd,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,t17-live-reference-v2-canary-c1-context-grid-p11-s01-r1,monitor,gpt-5.6-luna,c1-context-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L4,artifact-548884a88df572fe,event-b19256286f0aef9f,skill_output,"[""context-consumer"", ""context-source""]","[""context-consumer"", ""context-source""]",2,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4e23a4ce2c8fff06e7ca14ca,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L5,artifact-2a09937c0ad2ad22,event-40b15229d473dfef,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4e23a4ce2c8fff06e7ca14ca,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L5,artifact-371bc6754ae7e7b2,event-4f766ba113219278,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4e23a4ce2c8fff06e7ca14ca,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L5,artifact-91889ca4bc64ce1a,event-799fcc330b7c65f9,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4e23a4ce2c8fff06e7ca14ca,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L5,artifact-01c99c8dfe4e7080,event-69b42fbba0b87d5d,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4e23a4ce2c8fff06e7ca14ca,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p00-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p00,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L5,artifact-e88b4020d28889af,event-a2e456479ad0e1e1,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-c23259185f4d6a1a,event-7e07a86ebe9e4f1b,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-5ce5da85a17f7448,event-28f38e8c741b8bd5,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-4ab0dac912c66bdf,event-e0dcb2bd84fada99,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-c2907710d3d52431,event-9ef5f65938c853ef,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-506c8527e5872ce4,event-0cbb9c4d3359c78f,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-3eb931b5e6afd0f1b6f19205,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p01-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p01,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L6,artifact-cbaae0cc8a8bfbe1,event-3e732d5156bb2608,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d5d0e6b672b4d2c7d30c0afe,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L7,artifact-e6cffa7c0e300812,event-790dd1b930e0e21a,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d5d0e6b672b4d2c7d30c0afe,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L7,artifact-577d6f16453e8254,event-5546aec643c5cdb8,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d5d0e6b672b4d2c7d30c0afe,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L7,artifact-6cd2534085ea7ca5,event-35b043090ecc3cd7,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d5d0e6b672b4d2c7d30c0afe,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L7,artifact-508da2d6b8f348aa,event-521014ec11a13cc9,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d5d0e6b672b4d2c7d30c0afe,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p10-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p10,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L7,artifact-74785e75bf090675,event-4ad89f482500d83d,skill_output,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-71e4202763020556,event-7b5df3f6f9dbdc8c,tool_arg,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-6b3451fc47a05ded,event-02ca26987b998d0b,file,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-19373c5d5d81e4d5,event-4267cecb48f4e477,tool_return,"[""tool-return-source""]","[""tool-return-source""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-d7dbb2215f0cd2f1,event-28fde6d2a75ce94e,skill_output,"[""tool-return-source"", ""workspace:/inputs/tool-return.json""]","[""tool-return-source"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-d0a73bfc2d8ddfc5,event-9fdaf59553c038d7,tool_arg,"[""workspace:/inputs/tool-return.json""]","[""workspace:/inputs/tool-return.json""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-840aa26d9aa30372,event-54bd6258ae955340,tool_return,"[""tool-return-consumer""]","[""tool-return-consumer""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-906cf030a7d54a77baae3c32,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,t17-live-reference-v2-canary-c2-tool-return-grid-p11-s01-r1,monitor,gpt-5.6-luna,c2-tool-return-grid-p11,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L8,artifact-4d0ff0101f68ba9e,event-d88845b31aed6c31,skill_output,"[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]","[""tool-return-consumer"", ""workspace:/inputs/tool-return.json""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d07509436baa41d2b5b7fe00,t17-live-reference-v2-canary-b0-monitor-s01-r1,t17-live-reference-v2-canary-b0-monitor-s01-r1,monitor,gpt-5.6-luna,b0-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L9,artifact-f4c19cfe8ffca5b4,event-6872c433bf315062,tool_arg,"[""summary-reader""]","[""summary-reader""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d07509436baa41d2b5b7fe00,t17-live-reference-v2-canary-b0-monitor-s01-r1,t17-live-reference-v2-canary-b0-monitor-s01-r1,monitor,gpt-5.6-luna,b0-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L9,artifact-ec08114c428565cb,event-93afa5d1bf9a777c,file,"[""workspace:/documents/report.md""]","[""workspace:/documents/report.md""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d07509436baa41d2b5b7fe00,t17-live-reference-v2-canary-b0-monitor-s01-r1,t17-live-reference-v2-canary-b0-monitor-s01-r1,monitor,gpt-5.6-luna,b0-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L9,artifact-c5f1b8133c7e7786,event-6c059475476c1665,tool_return,"[""summary-reader""]","[""summary-reader""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-d07509436baa41d2b5b7fe00,t17-live-reference-v2-canary-b0-monitor-s01-r1,t17-live-reference-v2-canary-b0-monitor-s01-r1,monitor,gpt-5.6-luna,b0-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L9,artifact-3f23091e88d41168,event-3be5d600a2a85310,skill_output,"[""summary-reader"", ""workspace:/documents/report.md""]","[""summary-reader"", ""workspace:/documents/report.md""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-0e28ef92745f25aa34c7330b,t17-live-reference-v2-canary-b0-enforce-s01-r1,t17-live-reference-v2-canary-b0-enforce-s01-r1,enforce,gpt-5.6-luna,b0-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L10,artifact-f4c19cfe8ffca5b4,event-6872c433bf315062,tool_arg,"[""summary-reader""]","[""summary-reader""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-0e28ef92745f25aa34c7330b,t17-live-reference-v2-canary-b0-enforce-s01-r1,t17-live-reference-v2-canary-b0-enforce-s01-r1,enforce,gpt-5.6-luna,b0-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L10,artifact-ec08114c428565cb,event-93afa5d1bf9a777c,file,"[""workspace:/documents/report.md""]","[""workspace:/documents/report.md""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-0e28ef92745f25aa34c7330b,t17-live-reference-v2-canary-b0-enforce-s01-r1,t17-live-reference-v2-canary-b0-enforce-s01-r1,enforce,gpt-5.6-luna,b0-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L10,artifact-c5f1b8133c7e7786,event-6c059475476c1665,tool_return,"[""summary-reader""]","[""summary-reader""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-0e28ef92745f25aa34c7330b,t17-live-reference-v2-canary-b0-enforce-s01-r1,t17-live-reference-v2-canary-b0-enforce-s01-r1,enforce,gpt-5.6-luna,b0-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L10,artifact-3f23091e88d41168,event-3be5d600a2a85310,skill_output,"[""summary-reader"", ""workspace:/documents/report.md""]","[""summary-reader"", ""workspace:/documents/report.md""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4765b0daf5ec4e5d86c4e5d4,t17-live-reference-v2-canary-b1-monitor-s01-r1,t17-live-reference-v2-canary-b1-monitor-s01-r1,monitor,gpt-5.6-luna,b1-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L11,artifact-34aafb0a047a80d4,event-ac059796368ad92d,tool_arg,"[""summary-reader""]","[""summary-reader""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4765b0daf5ec4e5d86c4e5d4,t17-live-reference-v2-canary-b1-monitor-s01-r1,t17-live-reference-v2-canary-b1-monitor-s01-r1,monitor,gpt-5.6-luna,b1-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L11,artifact-51b0d4a320579d11,event-e591aec19abdc6b5,file,"[""workspace:/documents/report.md""]","[""workspace:/documents/report.md""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4765b0daf5ec4e5d86c4e5d4,t17-live-reference-v2-canary-b1-monitor-s01-r1,t17-live-reference-v2-canary-b1-monitor-s01-r1,monitor,gpt-5.6-luna,b1-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L11,artifact-2df5e6f184f4b9c1,event-599a5956cab8db95,tool_return,"[""summary-reader""]","[""summary-reader""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-4765b0daf5ec4e5d86c4e5d4,t17-live-reference-v2-canary-b1-monitor-s01-r1,t17-live-reference-v2-canary-b1-monitor-s01-r1,monitor,gpt-5.6-luna,b1-monitor,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L11,artifact-2723c3650b105570,event-0088639c5bd6b1e0,skill_output,"[""summary-reader"", ""workspace:/documents/report.md""]","[""summary-reader"", ""workspace:/documents/report.md""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-2c448140bc3f6a3f6051edee,t17-live-reference-v2-canary-b1-enforce-s01-r1,t17-live-reference-v2-canary-b1-enforce-s01-r1,enforce,gpt-5.6-luna,b1-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L12,artifact-34aafb0a047a80d4,event-ac059796368ad92d,tool_arg,"[""summary-reader""]","[""summary-reader""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-2c448140bc3f6a3f6051edee,t17-live-reference-v2-canary-b1-enforce-s01-r1,t17-live-reference-v2-canary-b1-enforce-s01-r1,enforce,gpt-5.6-luna,b1-enforce,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L12,artifact-2df5e6f184f4b9c1,event-599a5956cab8db95,skill_output,"[""summary-reader""]","[""summary-reader""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-cd3970dae49f8e6a0a75c434,t17-live-reference-v2-canary-g0-preserve-s01-r1,t17-live-reference-v2-canary-g0-preserve-s01-r1,monitor,gpt-5.6-luna,g0-preserve,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L13,artifact-afc6c7bf362694da,event-ed750f91b7780eaf,tool_arg,"[""memory-skill-a""]","[""memory-skill-a""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-cd3970dae49f8e6a0a75c434,t17-live-reference-v2-canary-g0-preserve-s01-r1,t17-live-reference-v2-canary-g0-preserve-s01-r1,monitor,gpt-5.6-luna,g0-preserve,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L13,artifact-e223d969a0e7b8ce,event-fd6f4cd12262e230,file,"[""workspace:/memory/payload.txt""]","[""workspace:/memory/payload.txt""]",1,0,0,0,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-cd3970dae49f8e6a0a75c434,t17-live-reference-v2-canary-g0-preserve-s01-r1,t17-live-reference-v2-canary-g0-preserve-s01-r1,monitor,gpt-5.6-luna,g0-preserve,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L13,artifact-ba7cd3cbcf9aac3f,event-fc1e1b849c3da65c,tool_return,"[""memory-skill-a""]","[""memory-skill-a""]",1,0,0,4,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-cd3970dae49f8e6a0a75c434,t17-live-reference-v2-canary-g0-preserve-s01-r1,t17-live-reference-v2-canary-g0-preserve-s01-r1,monitor,gpt-5.6-luna,g0-preserve,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L13,artifact-b2374a9466a9f296,event-01150a2244542b3d,skill_output,"[""memory-skill-a"", ""workspace:/memory/payload.txt""]","[""memory-skill-a"", ""workspace:/memory/payload.txt""]",2,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
e,run-cd3970dae49f8e6a0a75c434,t17-live-reference-v2-canary-g0-preserve-s01-r1,t17-live-reference-v2-canary-g0-preserve-s01-r1,monitor,gpt-5.6-luna,g0-preserve,s01,1,datasets/t17-v2/stages/e/core-trials.jsonl#L13,artifact-a7a7f0264dc84766,event-2ca87a5cbb9d9f20,tool_arg,"[""memory-skill-a""]","[""memory-skill-a""]",1,0,0,2,fresh production graph labels; origin counts independently computed,saved separate oracle GT_data; exporter/instrumentation trusted
