phase,design,policy,cell,exact_run_set_matches,denominator,run_ids,raw_source_refs
h,c1-context-grid,scheduled,p11,True,15,"[""run-076b80ca34d68bf3ad590dd8"",""run-21e50569a2ed0c78f91f14f2"",""run-2c5c6f54fe02a8191d7724b2"",""run-2eb90189bb70d2d9b10277ab"",""run-39421040531c62617fcaf2ec"",""run-509e990685814476785a2a9e"",""run-58141c0220fe6849d9589e94"",""run-5d8e1321cbbd19b206697d2a"",""run-741817ced1a11eb9771a8a0f"",""run-787fe9d56f9d4e11181cee1f"",""run-7998405a599932a9dc11505a"",""run-80a58d16869644e5a130ab94"",""run-878879a22d9d1c1bc4a18753"",""run-9836afd025da75e0834348fd"",""run-eee2368f4382c1e0d4e06be8""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L46"",""datasets/t17-v2/stages/h/core-trials.jsonl#L47"",""datasets/t17-v2/stages/h/core-trials.jsonl#L48"",""datasets/t17-v2/stages/h/core-trials.jsonl#L49"",""datasets/t17-v2/stages/h/core-trials.jsonl#L50"",""datasets/t17-v2/stages/h/core-trials.jsonl#L51"",""datasets/t17-v2/stages/h/core-trials.jsonl#L52"",""datasets/t17-v2/stages/h/core-trials.jsonl#L53"",""datasets/t17-v2/stages/h/core-trials.jsonl#L54"",""datasets/t17-v2/stages/h/core-trials.jsonl#L55"",""datasets/t17-v2/stages/h/core-trials.jsonl#L56"",""datasets/t17-v2/stages/h/core-trials.jsonl#L57"",""datasets/t17-v2/stages/h/core-trials.jsonl#L58"",""datasets/t17-v2/stages/h/core-trials.jsonl#L59"",""datasets/t17-v2/stages/h/core-trials.jsonl#L60""]"
h,c1-context-grid,valid_only,p00,True,15,"[""run-3f8274acd2e68e807fd84049"",""run-4de2ea06069a6e6f01633c9b"",""run-58020a734bdbec3bef1f29d1"",""run-6005f54dfb2a6c11f10b9b37"",""run-70dcf32524213a52b6682870"",""run-9667b43d23147d2c3141c384"",""run-9e8ff405ee9e069a97f57f5e"",""run-c0602b48013ab8bcc0279dfe"",""run-c7edbf083a338feee9eff32f"",""run-c8880c93390da4336e36bf5f"",""run-cba2bafad314c68de4217f95"",""run-e19dd7225d70a22c027f5db3"",""run-f25d400072dd342ec0bd7ffb"",""run-f43c2fb1768855335bdc789b"",""run-fbad8a39b7cc31a550568816""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L1"",""datasets/t17-v2/stages/h/core-trials.jsonl#L2"",""datasets/t17-v2/stages/h/core-trials.jsonl#L3"",""datasets/t17-v2/stages/h/core-trials.jsonl#L4"",""datasets/t17-v2/stages/h/core-trials.jsonl#L5"",""datasets/t17-v2/stages/h/core-trials.jsonl#L6"",""datasets/t17-v2/stages/h/core-trials.jsonl#L7"",""datasets/t17-v2/stages/h/core-trials.jsonl#L8"",""datasets/t17-v2/stages/h/core-trials.jsonl#L9"",""datasets/t17-v2/stages/h/core-trials.jsonl#L10"",""datasets/t17-v2/stages/h/core-trials.jsonl#L11"",""datasets/t17-v2/stages/h/core-trials.jsonl#L12"",""datasets/t17-v2/stages/h/core-trials.jsonl#L13"",""datasets/t17-v2/stages/h/core-trials.jsonl#L14"",""datasets/t17-v2/stages/h/core-trials.jsonl#L15""]"
h,c1-context-grid,valid_only,p01,True,15,"[""run-1b4d91259d9392c1df543866"",""run-3e7b69095aeacf53dfe67162"",""run-43212ed86ceb2d00a4c0e687"",""run-5be4d7e7e25ec6c46661b3c9"",""run-6ebc81de63dd3fa1ea40c57c"",""run-72deb6c9ee612d8b7986b5a5"",""run-77cef125a62ce13b9e73d708"",""run-8c381aa1e1d84770499897f9"",""run-a1f1331a81a5f7ed58700144"",""run-a2952d6710cb7828e97a6b49"",""run-b94a3f9514db9ebab86ff4f1"",""run-c01e05cbbe24d4a9ac6919cf"",""run-ebcc32652e6f9ef57fa66f8c"",""run-ee55b71badbf0dd68404e94a"",""run-f4e520588e77a996851d27cc""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L16"",""datasets/t17-v2/stages/h/core-trials.jsonl#L17"",""datasets/t17-v2/stages/h/core-trials.jsonl#L18"",""datasets/t17-v2/stages/h/core-trials.jsonl#L19"",""datasets/t17-v2/stages/h/core-trials.jsonl#L20"",""datasets/t17-v2/stages/h/core-trials.jsonl#L21"",""datasets/t17-v2/stages/h/core-trials.jsonl#L22"",""datasets/t17-v2/stages/h/core-trials.jsonl#L23"",""datasets/t17-v2/stages/h/core-trials.jsonl#L24"",""datasets/t17-v2/stages/h/core-trials.jsonl#L25"",""datasets/t17-v2/stages/h/core-trials.jsonl#L26"",""datasets/t17-v2/stages/h/core-trials.jsonl#L27"",""datasets/t17-v2/stages/h/core-trials.jsonl#L28"",""datasets/t17-v2/stages/h/core-trials.jsonl#L29"",""datasets/t17-v2/stages/h/core-trials.jsonl#L30""]"
h,c1-context-grid,valid_only,p10,True,15,"[""run-08fb2a735b738ec5c94d134a"",""run-15b2d49be877d9868b97c26e"",""run-23d0103a0174f8b3294bee5e"",""run-49fa9d277d11a1d1a12311ec"",""run-4a959f3176ce5f4b3e3f46e9"",""run-6d44d2924ce4e0e3269ee6ea"",""run-7832d5c071dffc9644ccca92"",""run-7b56c8fe93857eb38c62ff24"",""run-88892c2acdf83296dff3fef4"",""run-954ebab4671eced287d4a2ab"",""run-a1244ac5a50b118476046f65"",""run-a203c9a5ab53cfe4d3838de4"",""run-ef51fb2b27eb70f9352ecced"",""run-f193e07b15904e3b362d2507"",""run-f4194ba5921032f8141b146a""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L31"",""datasets/t17-v2/stages/h/core-trials.jsonl#L32"",""datasets/t17-v2/stages/h/core-trials.jsonl#L33"",""datasets/t17-v2/stages/h/core-trials.jsonl#L34"",""datasets/t17-v2/stages/h/core-trials.jsonl#L35"",""datasets/t17-v2/stages/h/core-trials.jsonl#L36"",""datasets/t17-v2/stages/h/core-trials.jsonl#L37"",""datasets/t17-v2/stages/h/core-trials.jsonl#L38"",""datasets/t17-v2/stages/h/core-trials.jsonl#L39"",""datasets/t17-v2/stages/h/core-trials.jsonl#L40"",""datasets/t17-v2/stages/h/core-trials.jsonl#L41"",""datasets/t17-v2/stages/h/core-trials.jsonl#L42"",""datasets/t17-v2/stages/h/core-trials.jsonl#L43"",""datasets/t17-v2/stages/h/core-trials.jsonl#L44"",""datasets/t17-v2/stages/h/core-trials.jsonl#L45""]"
h,c1-context-grid,valid_only,p11,True,15,"[""run-076b80ca34d68bf3ad590dd8"",""run-21e50569a2ed0c78f91f14f2"",""run-2c5c6f54fe02a8191d7724b2"",""run-2eb90189bb70d2d9b10277ab"",""run-39421040531c62617fcaf2ec"",""run-509e990685814476785a2a9e"",""run-58141c0220fe6849d9589e94"",""run-5d8e1321cbbd19b206697d2a"",""run-741817ced1a11eb9771a8a0f"",""run-787fe9d56f9d4e11181cee1f"",""run-7998405a599932a9dc11505a"",""run-80a58d16869644e5a130ab94"",""run-878879a22d9d1c1bc4a18753"",""run-9836afd025da75e0834348fd"",""run-eee2368f4382c1e0d4e06be8""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L46"",""datasets/t17-v2/stages/h/core-trials.jsonl#L47"",""datasets/t17-v2/stages/h/core-trials.jsonl#L48"",""datasets/t17-v2/stages/h/core-trials.jsonl#L49"",""datasets/t17-v2/stages/h/core-trials.jsonl#L50"",""datasets/t17-v2/stages/h/core-trials.jsonl#L51"",""datasets/t17-v2/stages/h/core-trials.jsonl#L52"",""datasets/t17-v2/stages/h/core-trials.jsonl#L53"",""datasets/t17-v2/stages/h/core-trials.jsonl#L54"",""datasets/t17-v2/stages/h/core-trials.jsonl#L55"",""datasets/t17-v2/stages/h/core-trials.jsonl#L56"",""datasets/t17-v2/stages/h/core-trials.jsonl#L57"",""datasets/t17-v2/stages/h/core-trials.jsonl#L58"",""datasets/t17-v2/stages/h/core-trials.jsonl#L59"",""datasets/t17-v2/stages/h/core-trials.jsonl#L60""]"
h,c2-tool-return-grid,scheduled,p00,True,15,"[""run-16fa6215b9106dad54bb2141"",""run-2b7f76d2ed8cc8865b97f651"",""run-34bdd05d1c8a34014b3db63f"",""run-4830d5eca8f5713b39f7cb7b"",""run-6a09508c644f8854983a3528"",""run-7934ca488650b9c513292043"",""run-79a5135eb2ce4449381ee2d9"",""run-8ac7e831020206ab24e9b97e"",""run-a31ec4706ba6cea8ccf2fb94"",""run-a7de971793fee88286929660"",""run-af343b5ccc96daf491244ab3"",""run-b38edc5a4d03b4e01c2d2082"",""run-be10d496effefd695372fe89"",""run-cfe82f0a182593ee829f6436"",""run-e9290a84d0bafaf094894399""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L61"",""datasets/t17-v2/stages/h/core-trials.jsonl#L62"",""datasets/t17-v2/stages/h/core-trials.jsonl#L63"",""datasets/t17-v2/stages/h/core-trials.jsonl#L64"",""datasets/t17-v2/stages/h/core-trials.jsonl#L65"",""datasets/t17-v2/stages/h/core-trials.jsonl#L66"",""datasets/t17-v2/stages/h/core-trials.jsonl#L67"",""datasets/t17-v2/stages/h/core-trials.jsonl#L68"",""datasets/t17-v2/stages/h/core-trials.jsonl#L69"",""datasets/t17-v2/stages/h/core-trials.jsonl#L70"",""datasets/t17-v2/stages/h/core-trials.jsonl#L71"",""datasets/t17-v2/stages/h/core-trials.jsonl#L72"",""datasets/t17-v2/stages/h/core-trials.jsonl#L73"",""datasets/t17-v2/stages/h/core-trials.jsonl#L74"",""datasets/t17-v2/stages/h/core-trials.jsonl#L75""]"
h,c2-tool-return-grid,scheduled,p01,True,15,"[""run-1cfdb99f57dbf672c3ec4991"",""run-3871c01d594cac99536f44f4"",""run-4c78395eac46d6e9964b35c4"",""run-5e48dea4a7331710a168d890"",""run-63799c85b5140899eea49c0d"",""run-7879df4f4f02152cbc2ab07e"",""run-89ae0e80ef472002366e5183"",""run-b799081cdbc63b1fe6206a95"",""run-c011732c7ea5d15e07a2292b"",""run-c226a90cb02e6b83a1f586d0"",""run-c24936fc9a0f152d36705427"",""run-c779a68e3e96edabc541053c"",""run-f4dc47f58a29a4244393b882"",""run-fe10c29f3d7416d27d74dbf9"",""run-ff019645d41473873968eea2""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L76"",""datasets/t17-v2/stages/h/core-trials.jsonl#L77"",""datasets/t17-v2/stages/h/core-trials.jsonl#L78"",""datasets/t17-v2/stages/h/core-trials.jsonl#L79"",""datasets/t17-v2/stages/h/core-trials.jsonl#L80"",""datasets/t17-v2/stages/h/core-trials.jsonl#L81"",""datasets/t17-v2/stages/h/core-trials.jsonl#L82"",""datasets/t17-v2/stages/h/core-trials.jsonl#L83"",""datasets/t17-v2/stages/h/core-trials.jsonl#L84"",""datasets/t17-v2/stages/h/core-trials.jsonl#L85"",""datasets/t17-v2/stages/h/core-trials.jsonl#L86"",""datasets/t17-v2/stages/h/core-trials.jsonl#L87"",""datasets/t17-v2/stages/h/core-trials.jsonl#L88"",""datasets/t17-v2/stages/h/core-trials.jsonl#L89"",""datasets/t17-v2/stages/h/core-trials.jsonl#L90""]"
h,c2-tool-return-grid,scheduled,p10,True,15,"[""run-2071dba404e87a0f73faa5ba"",""run-246350dc7b47ec62cd281b97"",""run-2593dada0bd74e606398aad0"",""run-2a71b202ed823630a6bda4a7"",""run-303650e0c97421b4e0ce536d"",""run-5055dab123b03fc688e57bd5"",""run-600e2e16c05bba17bda7ef3b"",""run-622b14642820d50bbcda6564"",""run-6c58f9054034299358f45905"",""run-6f01473dc07e97468e230df7"",""run-6fbefdd5511cf420dc1ae731"",""run-82b59fcbe07f9c1d3b87106f"",""run-89de86f2c143c72c57dec4af"",""run-934da8023e3c8cbd60115164"",""run-dc3077ef2b5d67b5bce2c34f""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L91"",""datasets/t17-v2/stages/h/core-trials.jsonl#L92"",""datasets/t17-v2/stages/h/core-trials.jsonl#L93"",""datasets/t17-v2/stages/h/core-trials.jsonl#L94"",""datasets/t17-v2/stages/h/core-trials.jsonl#L95"",""datasets/t17-v2/stages/h/core-trials.jsonl#L96"",""datasets/t17-v2/stages/h/core-trials.jsonl#L97"",""datasets/t17-v2/stages/h/core-trials.jsonl#L98"",""datasets/t17-v2/stages/h/core-trials.jsonl#L99"",""datasets/t17-v2/stages/h/core-trials.jsonl#L100"",""datasets/t17-v2/stages/h/core-trials.jsonl#L101"",""datasets/t17-v2/stages/h/core-trials.jsonl#L102"",""datasets/t17-v2/stages/h/core-trials.jsonl#L103"",""datasets/t17-v2/stages/h/core-trials.jsonl#L104"",""datasets/t17-v2/stages/h/core-trials.jsonl#L105""]"
h,c2-tool-return-grid,scheduled,p11,True,15,"[""run-016c1bdf5e041f6e704841f0"",""run-047d1122d9ad81c900a4b39f"",""run-20c2ea4659c268c83c085061"",""run-27473cdcc48117bf87c59b31"",""run-4cce4ed015b0336c8e9b2455"",""run-5a06655f3cd4bbbee0d67129"",""run-6ddd724f151fad44b46c31c9"",""run-6e7b2f1b3b886a9a0c2b6c4c"",""run-6f9c9deec14e9e7ff276a459"",""run-73b0536eecd3b6e7938b3db2"",""run-79a16d21f6a2a3a81b2f582e"",""run-7cd86374db27806bb79afc9a"",""run-8016c8ea1c294061a2898786"",""run-f86c1a4607d9494efeb17685"",""run-fb96379e2086aa6ad6fbb8b5""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L106"",""datasets/t17-v2/stages/h/core-trials.jsonl#L107"",""datasets/t17-v2/stages/h/core-trials.jsonl#L108"",""datasets/t17-v2/stages/h/core-trials.jsonl#L109"",""datasets/t17-v2/stages/h/core-trials.jsonl#L110"",""datasets/t17-v2/stages/h/core-trials.jsonl#L111"",""datasets/t17-v2/stages/h/core-trials.jsonl#L112"",""datasets/t17-v2/stages/h/core-trials.jsonl#L113"",""datasets/t17-v2/stages/h/core-trials.jsonl#L114"",""datasets/t17-v2/stages/h/core-trials.jsonl#L115"",""datasets/t17-v2/stages/h/core-trials.jsonl#L116"",""datasets/t17-v2/stages/h/core-trials.jsonl#L117"",""datasets/t17-v2/stages/h/core-trials.jsonl#L118"",""datasets/t17-v2/stages/h/core-trials.jsonl#L119"",""datasets/t17-v2/stages/h/core-trials.jsonl#L120""]"
h,c2-tool-return-grid,valid_only,p00,True,13,"[""run-16fa6215b9106dad54bb2141"",""run-2b7f76d2ed8cc8865b97f651"",""run-34bdd05d1c8a34014b3db63f"",""run-4830d5eca8f5713b39f7cb7b"",""run-6a09508c644f8854983a3528"",""run-7934ca488650b9c513292043"",""run-a31ec4706ba6cea8ccf2fb94"",""run-a7de971793fee88286929660"",""run-af343b5ccc96daf491244ab3"",""run-b38edc5a4d03b4e01c2d2082"",""run-be10d496effefd695372fe89"",""run-cfe82f0a182593ee829f6436"",""run-e9290a84d0bafaf094894399""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L61"",""datasets/t17-v2/stages/h/core-trials.jsonl#L62"",""datasets/t17-v2/stages/h/core-trials.jsonl#L63"",""datasets/t17-v2/stages/h/core-trials.jsonl#L64"",""datasets/t17-v2/stages/h/core-trials.jsonl#L65"",""datasets/t17-v2/stages/h/core-trials.jsonl#L66"",""datasets/t17-v2/stages/h/core-trials.jsonl#L67"",""datasets/t17-v2/stages/h/core-trials.jsonl#L68"",""datasets/t17-v2/stages/h/core-trials.jsonl#L69"",""datasets/t17-v2/stages/h/core-trials.jsonl#L70"",""datasets/t17-v2/stages/h/core-trials.jsonl#L71"",""datasets/t17-v2/stages/h/core-trials.jsonl#L72"",""datasets/t17-v2/stages/h/core-trials.jsonl#L75""]"
h,c2-tool-return-grid,valid_only,p01,True,13,"[""run-1cfdb99f57dbf672c3ec4991"",""run-3871c01d594cac99536f44f4"",""run-4c78395eac46d6e9964b35c4"",""run-5e48dea4a7331710a168d890"",""run-63799c85b5140899eea49c0d"",""run-7879df4f4f02152cbc2ab07e"",""run-89ae0e80ef472002366e5183"",""run-b799081cdbc63b1fe6206a95"",""run-c011732c7ea5d15e07a2292b"",""run-c226a90cb02e6b83a1f586d0"",""run-c24936fc9a0f152d36705427"",""run-c779a68e3e96edabc541053c"",""run-fe10c29f3d7416d27d74dbf9""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L76"",""datasets/t17-v2/stages/h/core-trials.jsonl#L77"",""datasets/t17-v2/stages/h/core-trials.jsonl#L78"",""datasets/t17-v2/stages/h/core-trials.jsonl#L79"",""datasets/t17-v2/stages/h/core-trials.jsonl#L80"",""datasets/t17-v2/stages/h/core-trials.jsonl#L81"",""datasets/t17-v2/stages/h/core-trials.jsonl#L82"",""datasets/t17-v2/stages/h/core-trials.jsonl#L83"",""datasets/t17-v2/stages/h/core-trials.jsonl#L84"",""datasets/t17-v2/stages/h/core-trials.jsonl#L85"",""datasets/t17-v2/stages/h/core-trials.jsonl#L86"",""datasets/t17-v2/stages/h/core-trials.jsonl#L87"",""datasets/t17-v2/stages/h/core-trials.jsonl#L90""]"
h,c2-tool-return-grid,valid_only,p10,True,13,"[""run-2071dba404e87a0f73faa5ba"",""run-246350dc7b47ec62cd281b97"",""run-2593dada0bd74e606398aad0"",""run-303650e0c97421b4e0ce536d"",""run-5055dab123b03fc688e57bd5"",""run-600e2e16c05bba17bda7ef3b"",""run-622b14642820d50bbcda6564"",""run-6c58f9054034299358f45905"",""run-6f01473dc07e97468e230df7"",""run-6fbefdd5511cf420dc1ae731"",""run-82b59fcbe07f9c1d3b87106f"",""run-89de86f2c143c72c57dec4af"",""run-934da8023e3c8cbd60115164""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L91"",""datasets/t17-v2/stages/h/core-trials.jsonl#L92"",""datasets/t17-v2/stages/h/core-trials.jsonl#L93"",""datasets/t17-v2/stages/h/core-trials.jsonl#L94"",""datasets/t17-v2/stages/h/core-trials.jsonl#L95"",""datasets/t17-v2/stages/h/core-trials.jsonl#L96"",""datasets/t17-v2/stages/h/core-trials.jsonl#L97"",""datasets/t17-v2/stages/h/core-trials.jsonl#L98"",""datasets/t17-v2/stages/h/core-trials.jsonl#L99"",""datasets/t17-v2/stages/h/core-trials.jsonl#L100"",""datasets/t17-v2/stages/h/core-trials.jsonl#L101"",""datasets/t17-v2/stages/h/core-trials.jsonl#L102"",""datasets/t17-v2/stages/h/core-trials.jsonl#L105""]"
h,c2-tool-return-grid,valid_only,p11,True,13,"[""run-016c1bdf5e041f6e704841f0"",""run-047d1122d9ad81c900a4b39f"",""run-20c2ea4659c268c83c085061"",""run-27473cdcc48117bf87c59b31"",""run-4cce4ed015b0336c8e9b2455"",""run-5a06655f3cd4bbbee0d67129"",""run-6ddd724f151fad44b46c31c9"",""run-6f9c9deec14e9e7ff276a459"",""run-73b0536eecd3b6e7938b3db2"",""run-7cd86374db27806bb79afc9a"",""run-8016c8ea1c294061a2898786"",""run-f86c1a4607d9494efeb17685"",""run-fb96379e2086aa6ad6fbb8b5""]","[""datasets/t17-v2/stages/h/core-trials.jsonl#L106"",""datasets/t17-v2/stages/h/core-trials.jsonl#L107"",""datasets/t17-v2/stages/h/core-trials.jsonl#L108"",""datasets/t17-v2/stages/h/core-trials.jsonl#L109"",""datasets/t17-v2/stages/h/core-trials.jsonl#L110"",""datasets/t17-v2/stages/h/core-trials.jsonl#L111"",""datasets/t17-v2/stages/h/core-trials.jsonl#L112"",""datasets/t17-v2/stages/h/core-trials.jsonl#L113"",""datasets/t17-v2/stages/h/core-trials.jsonl#L114"",""datasets/t17-v2/stages/h/core-trials.jsonl#L115"",""datasets/t17-v2/stages/h/core-trials.jsonl#L116"",""datasets/t17-v2/stages/h/core-trials.jsonl#L117"",""datasets/t17-v2/stages/h/core-trials.jsonl#L120""]"
