split,mechanism,metric,policy,budget,measure,old,corrected,difference
development,ALL,TaskSuccess,random,72264,mean_charged_bytes_feasible,62878.22378870869,62878.22378870869,0.0
development,ALL,TaskSuccess,random,72264,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,TaskSuccess,random,72264,mean_visible_json_bytes,2190.6574074074074,2190.6574074074074,0.0
development,ALL,TaskSuccess,random,72264,mean_acquired_channels,7.843584656084656,7.843584656084656,0.0
development,ALL,TaskSuccess,random,72264,mean_evidence_fields,46.98412698412699,46.98412698412699,0.0
development,ALL,TaskSuccess,random,72264,mean_evidence_events,0.8283730158730158,0.8283730158730158,0.0
development,ALL,TaskSuccess,random,72267,correct_point_coverage,0.5191798941798942,0.5191798941798942,0.0
development,ALL,TaskSuccess,random,72267,wrong_point_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,selective_error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,wrong_safe_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,point_coverage,0.5191798941798942,0.5191798941798942,0.0
development,ALL,TaskSuccess,random,72267,unknown_rate,0.26355820105820105,0.26355820105820105,0.0
development,ALL,TaskSuccess,random,72267,bounded_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,infeasible_rate,0.21726190476190477,0.21726190476190477,0.0
development,ALL,TaskSuccess,random,72267,reference_coverage,1.0,1.0,0.0
development,ALL,TaskSuccess,random,72267,reference_unknown_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,72267,full_state_agreement,0.5191798941798942,0.5191798941798942,0.0
development,ALL,TaskSuccess,random,72267,full_point_agreement,1.0,1.0,0.0
development,ALL,TaskSuccess,random,72267,mean_charged_bytes_feasible,64596.02357893772,64596.02357893772,0.0
development,ALL,TaskSuccess,random,72267,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,TaskSuccess,random,72267,mean_visible_json_bytes,2191.5446428571427,2191.5446428571427,0.0
development,ALL,TaskSuccess,random,72267,mean_acquired_channels,7.843584656084656,7.843584656084656,0.0
development,ALL,TaskSuccess,random,72267,mean_evidence_fields,47.01488095238095,47.01488095238095,0.0
development,ALL,TaskSuccess,random,72267,mean_evidence_events,0.8283730158730158,0.8283730158730158,0.0
development,ALL,TaskSuccess,random,73290,correct_point_coverage,0.6994047619047619,0.6994047619047619,0.0
development,ALL,TaskSuccess,random,73290,wrong_point_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,selective_error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,wrong_safe_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,point_coverage,0.6994047619047619,0.6994047619047619,0.0
development,ALL,TaskSuccess,random,73290,unknown_rate,0.2628968253968254,0.2628968253968254,0.0
development,ALL,TaskSuccess,random,73290,bounded_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,infeasible_rate,0.037698412698412696,0.037698412698412696,0.0
development,ALL,TaskSuccess,random,73290,reference_coverage,1.0,1.0,0.0
development,ALL,TaskSuccess,random,73290,reference_unknown_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,73290,full_state_agreement,0.6994047619047619,0.6994047619047619,0.0
development,ALL,TaskSuccess,random,73290,full_point_agreement,1.0,1.0,0.0
development,ALL,TaskSuccess,random,73290,mean_charged_bytes_feasible,66172.23634513633,66172.23634513633,0.0
development,ALL,TaskSuccess,random,73290,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,TaskSuccess,random,73290,mean_visible_json_bytes,2191.7205687830688,2191.7205687830688,0.0
development,ALL,TaskSuccess,random,73290,mean_acquired_channels,7.843584656084656,7.843584656084656,0.0
development,ALL,TaskSuccess,random,73290,mean_evidence_fields,47.01917989417989,47.01917989417989,0.0
development,ALL,TaskSuccess,random,73290,mean_evidence_events,0.8283730158730158,0.8283730158730158,0.0
development,ALL,TaskSuccess,random,76363,correct_point_coverage,1.0,1.0,0.0
development,ALL,TaskSuccess,random,76363,wrong_point_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,selective_error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,wrong_safe_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,point_coverage,1.0,1.0,0.0
development,ALL,TaskSuccess,random,76363,unknown_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,bounded_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,error_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,infeasible_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,reference_coverage,1.0,1.0,0.0
development,ALL,TaskSuccess,random,76363,reference_unknown_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,TaskSuccess,random,76363,full_state_agreement,1.0,1.0,0.0
development,ALL,TaskSuccess,random,76363,full_point_agreement,1.0,1.0,0.0
development,ALL,TaskSuccess,random,76363,mean_charged_bytes_feasible,70211.40476190476,70211.40476190476,0.0
development,ALL,TaskSuccess,random,76363,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,TaskSuccess,random,76363,mean_visible_json_bytes,2325.180224867725,2325.180224867725,0.0
development,ALL,TaskSuccess,random,76363,mean_acquired_channels,8.105820105820106,8.105820105820106,0.0
development,ALL,TaskSuccess,random,76363,mean_evidence_fields,49.929563492063494,49.929563492063494,0.0
development,ALL,TaskSuccess,random,76363,mean_evidence_events,0.8283730158730158,0.8283730158730158,0.0
development,ALL,UEA,dependency_guided,0,correct_point_coverage,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,selective_error_rate,,,
development,ALL,UEA,dependency_guided,0,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,point_coverage,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,infeasible_rate,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,0,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,0,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,full_state_agreement,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,0,full_point_agreement,,,
development,ALL,UEA,dependency_guided,0,mean_charged_bytes_feasible,,,
development,ALL,UEA,dependency_guided,0,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,0,mean_visible_json_bytes,2081.8799603174602,2081.8799603174602,0.0
development,ALL,UEA,dependency_guided,0,mean_acquired_channels,7.470238095238095,7.470238095238095,0.0
development,ALL,UEA,dependency_guided,0,mean_evidence_fields,44.37698412698413,44.37698412698413,0.0
development,ALL,UEA,dependency_guided,0,mean_evidence_events,0.8115079365079365,0.8115079365079365,0.0
development,ALL,UEA,dependency_guided,39499,correct_point_coverage,0.006944444444444444,0.006944444444444444,0.0
development,ALL,UEA,dependency_guided,39499,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,point_coverage,0.006944444444444444,0.006944444444444444,0.0
development,ALL,UEA,dependency_guided,39499,unknown_rate,0.0496031746031746,0.0496031746031746,0.0
development,ALL,UEA,dependency_guided,39499,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,infeasible_rate,0.9434523809523809,0.9434523809523809,0.0
development,ALL,UEA,dependency_guided,39499,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,39499,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,39499,full_state_agreement,0.006944444444444444,0.006944444444444444,0.0
development,ALL,UEA,dependency_guided,39499,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,39499,mean_charged_bytes_feasible,37500.700000000004,37500.700000000004,0.0
development,ALL,UEA,dependency_guided,39499,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,39499,mean_visible_json_bytes,2091.27876984127,2091.27876984127,0.0
development,ALL,UEA,dependency_guided,39499,mean_acquired_channels,7.525793650793651,7.525793650793651,0.0
development,ALL,UEA,dependency_guided,39499,mean_evidence_fields,44.60615079365079,44.60615079365079,0.0
development,ALL,UEA,dependency_guided,39499,mean_evidence_events,0.816468253968254,0.816468253968254,0.0
development,ALL,UEA,dependency_guided,50761,correct_point_coverage,0.04464285714285714,0.047619047619047616,0.0029761904761904795
development,ALL,UEA,dependency_guided,50761,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,point_coverage,0.04464285714285714,0.047619047619047616,0.0029761904761904795
development,ALL,UEA,dependency_guided,50761,unknown_rate,0.07738095238095238,0.0744047619047619,-0.0029761904761904795
development,ALL,UEA,dependency_guided,50761,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,infeasible_rate,0.8779761904761905,0.8779761904761905,0.0
development,ALL,UEA,dependency_guided,50761,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,50761,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,50761,full_state_agreement,0.04464285714285714,0.047619047619047616,0.0029761904761904795
development,ALL,UEA,dependency_guided,50761,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,50761,mean_charged_bytes_feasible,45752.37711901625,45737.30043917435,-15.076679841899022
development,ALL,UEA,dependency_guided,50761,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,50761,mean_visible_json_bytes,2109.983134920635,2110.0535714285716,0.07043650793639245
development,ALL,UEA,dependency_guided,50761,mean_acquired_channels,7.591269841269841,7.586309523809524,-0.004960317460317221
development,ALL,UEA,dependency_guided,50761,mean_evidence_fields,45.048611111111114,45.035714285714285,-0.01289682539682957
development,ALL,UEA,dependency_guided,50761,mean_evidence_events,0.8333333333333334,0.8333333333333334,0.0
development,ALL,UEA,dependency_guided,58954,correct_point_coverage,0.10813492063492064,0.11011904761904762,0.001984126984126977
development,ALL,UEA,dependency_guided,58954,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,point_coverage,0.10813492063492064,0.11011904761904762,0.001984126984126977
development,ALL,UEA,dependency_guided,58954,unknown_rate,0.11904761904761905,0.11706349206349206,-0.001984126984126991
development,ALL,UEA,dependency_guided,58954,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,infeasible_rate,0.7728174603174603,0.7728174603174603,0.0
development,ALL,UEA,dependency_guided,58954,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,58954,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,58954,full_state_agreement,0.10813492063492064,0.11011904761904762,0.001984126984126977
development,ALL,UEA,dependency_guided,58954,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,58954,mean_charged_bytes_feasible,52346.119696619695,52215.56699006699,-130.55270655270579
development,ALL,UEA,dependency_guided,58954,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,58954,mean_visible_json_bytes,2142.8640873015875,2141.4771825396824,-1.3869047619050434
development,ALL,UEA,dependency_guided,58954,mean_acquired_channels,7.650793650793651,7.6438492063492065,-0.006944444444444642
development,ALL,UEA,dependency_guided,58954,mean_evidence_fields,45.83134920634921,45.77579365079365,-0.055555555555557135
development,ALL,UEA,dependency_guided,58954,mean_evidence_events,0.8452380952380952,0.8452380952380952,0.0
development,ALL,UEA,dependency_guided,62026,correct_point_coverage,0.2152777777777778,0.21924603174603174,0.003968253968253954
development,ALL,UEA,dependency_guided,62026,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,point_coverage,0.2152777777777778,0.21924603174603174,0.003968253968253954
development,ALL,UEA,dependency_guided,62026,unknown_rate,0.1527777777777778,0.1488095238095238,-0.003968253968253982
development,ALL,UEA,dependency_guided,62026,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,infeasible_rate,0.6319444444444444,0.6319444444444444,0.0
development,ALL,UEA,dependency_guided,62026,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,62026,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,62026,full_state_agreement,0.2152777777777778,0.21924603174603174,0.003968253968253954
development,ALL,UEA,dependency_guided,62026,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,62026,mean_charged_bytes_feasible,57931.58500912258,57826.08323538855,-105.5017737340313
development,ALL,UEA,dependency_guided,62026,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,62026,mean_visible_json_bytes,2176.9285714285716,2175.5119047619046,-1.4166666666669698
development,ALL,UEA,dependency_guided,62026,mean_acquired_channels,7.733134920634921,7.722222222222222,-0.010912698412698596
development,ALL,UEA,dependency_guided,62026,mean_evidence_fields,46.63988095238095,46.58134920634921,-0.05853174603173983
development,ALL,UEA,dependency_guided,62026,mean_evidence_events,0.8541666666666666,0.8541666666666666,0.0
development,ALL,UEA,dependency_guided,66121,correct_point_coverage,0.3601190476190476,0.3680555555555556,0.007936507936507964
development,ALL,UEA,dependency_guided,66121,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,point_coverage,0.3601190476190476,0.3680555555555556,0.007936507936507964
development,ALL,UEA,dependency_guided,66121,unknown_rate,0.1865079365079365,0.17857142857142858,-0.007936507936507936
development,ALL,UEA,dependency_guided,66121,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,infeasible_rate,0.45337301587301587,0.45337301587301587,0.0
development,ALL,UEA,dependency_guided,66121,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,66121,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,66121,full_state_agreement,0.3601190476190476,0.3680555555555556,0.007936507936507964
development,ALL,UEA,dependency_guided,66121,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,66121,mean_charged_bytes_feasible,60832.641135009646,60752.54251905353,-80.09861595611437
development,ALL,UEA,dependency_guided,66121,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,66121,mean_visible_json_bytes,2187.124007936508,2184.589285714286,-2.5347222222221717
development,ALL,UEA,dependency_guided,66121,mean_acquired_channels,7.746031746031746,7.738095238095238,-0.007936507936507908
development,ALL,UEA,dependency_guided,66121,mean_evidence_fields,46.720238095238095,46.62301587301587,-0.09722222222222143
development,ALL,UEA,dependency_guided,66121,mean_evidence_events,0.8591269841269842,0.8591269841269842,0.0
development,ALL,UEA,dependency_guided,72264,correct_point_coverage,0.4761904761904762,0.4801587301587302,0.003968253968253954
development,ALL,UEA,dependency_guided,72264,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,point_coverage,0.4761904761904762,0.4801587301587302,0.003968253968253954
development,ALL,UEA,dependency_guided,72264,unknown_rate,0.1736111111111111,0.16964285714285715,-0.003968253968253954
development,ALL,UEA,dependency_guided,72264,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,infeasible_rate,0.3501984126984127,0.3501984126984127,0.0
development,ALL,UEA,dependency_guided,72264,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,72264,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72264,full_state_agreement,0.4761904761904762,0.4801587301587302,0.003968253968253954
development,ALL,UEA,dependency_guided,72264,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,72264,mean_charged_bytes_feasible,62355.98765709087,62255.69604367498,-100.2916134158877
development,ALL,UEA,dependency_guided,72264,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,72264,mean_visible_json_bytes,2198.0109126984125,2194.6130952380954,-3.3978174603171283
development,ALL,UEA,dependency_guided,72264,mean_acquired_channels,7.741071428571429,7.7311507936507935,-0.00992063492063533
development,ALL,UEA,dependency_guided,72264,mean_evidence_fields,46.85912698412698,46.745039682539684,-0.11408730158729696
development,ALL,UEA,dependency_guided,72264,mean_evidence_events,0.8640873015873016,0.8640873015873016,0.0
development,ALL,UEA,dependency_guided,72267,correct_point_coverage,0.5753968253968254,0.5793650793650793,0.003968253968253954
development,ALL,UEA,dependency_guided,72267,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,point_coverage,0.5753968253968254,0.5793650793650793,0.003968253968253954
development,ALL,UEA,dependency_guided,72267,unknown_rate,0.20734126984126985,0.20337301587301587,-0.003968253968253982
development,ALL,UEA,dependency_guided,72267,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,infeasible_rate,0.21726190476190477,0.21726190476190477,0.0
development,ALL,UEA,dependency_guided,72267,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,72267,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,72267,full_state_agreement,0.5753968253968254,0.5793650793650793,0.003968253968253954
development,ALL,UEA,dependency_guided,72267,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,72267,mean_charged_bytes_feasible,64142.01340228245,64046.82905725679,-95.18434502565651
development,ALL,UEA,dependency_guided,72267,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,72267,mean_visible_json_bytes,2198.90873015873,2194.938492063492,-3.9702380952380736
development,ALL,UEA,dependency_guided,72267,mean_acquired_channels,7.745039682539682,7.7351190476190474,-0.009920634920634441
development,ALL,UEA,dependency_guided,72267,mean_evidence_fields,46.87698412698413,46.75099206349206,-0.12599206349206327
development,ALL,UEA,dependency_guided,72267,mean_evidence_events,0.8640873015873016,0.8640873015873016,0.0
development,ALL,UEA,dependency_guided,73290,correct_point_coverage,0.7609126984126984,0.7619047619047619,0.0009920634920634885
development,ALL,UEA,dependency_guided,73290,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,point_coverage,0.7609126984126984,0.7619047619047619,0.0009920634920634885
development,ALL,UEA,dependency_guided,73290,unknown_rate,0.2013888888888889,0.2003968253968254,-0.0009920634920634885
development,ALL,UEA,dependency_guided,73290,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,infeasible_rate,0.037698412698412696,0.037698412698412696,0.0
development,ALL,UEA,dependency_guided,73290,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,73290,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,73290,full_state_agreement,0.7609126984126984,0.7619047619047619,0.0009920634920634885
development,ALL,UEA,dependency_guided,73290,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,73290,mean_charged_bytes_feasible,65826.97496947498,65716.32295482296,-110.65201465201972
development,ALL,UEA,dependency_guided,73290,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,73290,mean_visible_json_bytes,2201.4930555555557,2195.643849206349,-5.8492063492067246
development,ALL,UEA,dependency_guided,73290,mean_acquired_channels,7.745039682539682,7.7351190476190474,-0.009920634920634441
development,ALL,UEA,dependency_guided,73290,mean_evidence_fields,46.92460317460318,46.761904761904766,-0.16269841269841123
development,ALL,UEA,dependency_guided,73290,mean_evidence_events,0.8640873015873016,0.8640873015873016,0.0
development,ALL,UEA,dependency_guided,76363,correct_point_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,76363,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,point_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,76363,unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,error_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,infeasible_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,76363,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,dependency_guided,76363,full_state_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,76363,full_point_agreement,1.0,1.0,0.0
development,ALL,UEA,dependency_guided,76363,mean_charged_bytes_feasible,68226.38888888889,68114.64285714286,-111.74603174603544
development,ALL,UEA,dependency_guided,76363,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,dependency_guided,76363,mean_visible_json_bytes,2275.9136904761904,2269.9751984126983,-5.938492063492049
development,ALL,UEA,dependency_guided,76363,mean_acquired_channels,7.946428571428571,7.9355158730158735,-0.010912698412697708
development,ALL,UEA,dependency_guided,76363,mean_evidence_fields,48.47123015873016,48.307539682539684,-0.1636904761904745
development,ALL,UEA,dependency_guided,76363,mean_evidence_events,0.9315476190476191,0.9315476190476191,0.0
development,ALL,UEA,global_fixed,0,correct_point_coverage,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,selective_error_rate,,,
development,ALL,UEA,global_fixed,0,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,point_coverage,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,unknown_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,bounded_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,error_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,infeasible_rate,1.0,1.0,0.0
development,ALL,UEA,global_fixed,0,reference_coverage,1.0,1.0,0.0
development,ALL,UEA,global_fixed,0,reference_unknown_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,reference_not_applicable_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,full_state_agreement,0.0,0.0,0.0
development,ALL,UEA,global_fixed,0,full_point_agreement,,,
development,ALL,UEA,global_fixed,0,mean_charged_bytes_feasible,,,
development,ALL,UEA,global_fixed,0,mean_initial_bytes,63089.119047619046,63089.119047619046,0.0
development,ALL,UEA,global_fixed,0,mean_visible_json_bytes,2081.8799603174602,2081.8799603174602,0.0
development,ALL,UEA,global_fixed,0,mean_acquired_channels,7.470238095238095,7.470238095238095,0.0
development,ALL,UEA,global_fixed,0,mean_evidence_fields,44.37698412698413,44.37698412698413,0.0
development,ALL,UEA,global_fixed,0,mean_evidence_events,0.8115079365079365,0.8115079365079365,0.0
development,ALL,UEA,global_fixed,39499,correct_point_coverage,0.00496031746031746,0.00496031746031746,0.0
development,ALL,UEA,global_fixed,39499,wrong_point_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,39499,selective_error_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,39499,wrong_safe_rate,0.0,0.0,0.0
development,ALL,UEA,global_fixed,39499,point_coverage,0.00496031746031746,0.00496031746031746,0.0
development,ALL,UEA,global_fixed,39499,unknown_rate,0.051587301587301584,0.051587301587301584,0.0
