condition,policy,seed,budget,n_query_observations,unique_queries,unique_registry_units,explicit_construct_families,point_count,point_coverage,not_applicable_count,eligibility_coverage,unknown_count,unknown_rate,analysis_errors,full_point_pairs,full_point_agreement,full_state_agreement,point_not_supported_by_full,independent_truth_n,independent_answered_n,independent_correct_n,independent_truth_coverage,independent_selective_accuracy,independent_eligibility_n,independent_eligibility_coverage,independent_eligibility_accuracy,mean_acquired_families,mean_added_json_bytes
all_nine_missing,global_fixed,0,1,235,235,36,9,2,0.00851063829787234,36,0.7276595744680852,197,0.8382978723404255,0,2,1.0,0.3276595744680851,0,128,2,2,0.015625,1.0,229,0.7467248908296943,1.0,0.8468085106382979,712.7404255319149
all_nine_missing,global_fixed,0,2,235,235,36,9,16,0.06808510638297872,36,0.7276595744680852,183,0.7787234042553192,0,16,1.0,0.3872340425531915,0,128,16,16,0.125,1.0,229,0.7467248908296943,1.0,1.6851063829787234,1220.2212765957447
all_nine_missing,global_fixed,0,3,235,235,36,9,16,0.06808510638297872,58,0.8893617021276595,161,0.6851063829787234,0,16,1.0,0.5063829787234042,0,128,16,16,0.125,1.0,229,0.9126637554585153,1.0,2.4638297872340424,1862.9787234042553
all_nine_missing,global_fixed,0,4,235,235,36,9,20,0.0851063829787234,58,0.8893617021276595,157,0.6680851063829787,0,20,1.0,0.5234042553191489,0,128,20,20,0.15625,1.0,229,0.9126637554585153,1.0,3.148936170212766,6198.24255319149
all_nine_missing,global_fixed,0,5,235,235,36,9,20,0.0851063829787234,58,0.8893617021276595,157,0.6680851063829787,0,20,1.0,0.5234042553191489,0,128,20,20,0.15625,1.0,229,0.9126637554585153,1.0,3.8170212765957445,6198.24255319149
all_nine_missing,global_fixed,0,6,235,235,36,9,122,0.5191489361702127,64,0.948936170212766,49,0.20851063829787234,0,122,1.0,0.9829787234042553,0,128,122,122,0.953125,1.0,229,0.9737991266375546,1.0,4.485106382978723,7639.565957446808
all_nine_missing,global_fixed,0,7,235,235,36,9,122,0.5191489361702127,64,0.948936170212766,49,0.20851063829787234,0,122,1.0,0.9829787234042553,0,128,122,122,0.953125,1.0,229,0.9737991266375546,1.0,4.693617021276595,7652.948936170213
all_nine_missing,global_fixed,0,8,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,4.902127659574468,7708.744680851064
all_nine_missing,global_fixed,0,9,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,5.093617021276596,7715.297872340426
all_nine_missing,metric_fixed,0,0,235,235,36,9,0,0.0,36,0.7276595744680852,199,0.8468085106382979,0,0,,0.3191489361702128,0,128,0,0,0.0,,229,0.7467248908296943,1.0,0,0
all_nine_missing,metric_fixed,0,1,235,235,36,9,11,0.04680851063829787,64,0.9319148936170213,160,0.6808510638297872,0,11,1.0,0.5106382978723404,0,128,11,11,0.0859375,1.0,229,0.9563318777292577,1.0,0.8468085106382979,743.4170212765957
all_nine_missing,metric_fixed,0,2,235,235,36,9,25,0.10638297872340426,64,0.948936170212766,146,0.6212765957446809,0,25,1.0,0.5702127659574469,0,128,25,25,0.1953125,1.0,229,0.9737991266375546,1.0,1.5276595744680852,1161.1574468085107
all_nine_missing,metric_fixed,0,3,235,235,36,9,37,0.1574468085106383,64,0.948936170212766,134,0.5702127659574469,0,37,1.0,0.6212765957446809,0,128,37,37,0.2890625,1.0,229,0.9737991266375546,1.0,2.148936170212766,1231.4425531914894
all_nine_missing,metric_fixed,0,4,235,235,36,9,120,0.5106382978723404,64,0.948936170212766,51,0.2170212765957447,0,120,1.0,0.9744680851063829,0,128,120,120,0.9375,1.0,229,0.9737991266375546,1.0,2.7191489361702126,1792.0127659574468
all_nine_missing,metric_fixed,0,5,235,235,36,9,122,0.5191489361702127,64,0.948936170212766,49,0.20851063829787234,0,122,1.0,0.9829787234042553,0,128,122,122,0.953125,1.0,229,0.9737991266375546,1.0,2.9361702127659575,2071.1191489361704
all_nine_missing,metric_fixed,0,6,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,3.1446808510638298,3298.012765957447
all_nine_missing,metric_fixed,0,7,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,3.3361702127659574,3308.8340425531915
all_nine_missing,metric_fixed,0,8,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,3.527659574468085,3328.2893617021277
all_nine_missing,metric_fixed,0,9,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,3.7191489361702126,3357.3276595744683
all_nine_missing,random,19101,0,235,235,36,9,0,0.0,36,0.7276595744680852,199,0.8468085106382979,0,0,,0.3191489361702128,0,128,0,0,0.0,,229,0.7467248908296943,1.0,0,0
all_nine_missing,random,19101,1,235,235,36,9,1,0.00425531914893617,36,0.7404255319148936,198,0.8425531914893617,0,1,1.0,0.3276595744680851,0,128,1,1,0.0078125,1.0,229,0.759825327510917,1.0,0.8468085106382979,722.731914893617
all_nine_missing,random,19101,2,235,235,36,9,5,0.02127659574468085,39,0.7617021276595745,191,0.8127659574468085,0,5,1.0,0.3617021276595745,0,128,5,5,0.0390625,1.0,229,0.7816593886462883,1.0,1.6893617021276597,1414.6510638297873
all_nine_missing,random,19101,3,235,235,36,9,9,0.03829787234042553,42,0.7957446808510639,184,0.7829787234042553,0,9,1.0,0.40425531914893614,0,128,9,9,0.0703125,1.0,229,0.8165938864628821,1.0,2.502127659574468,2163
all_nine_missing,random,19101,4,235,235,36,9,16,0.06808510638297872,43,0.8,176,0.7489361702127659,0,16,1.0,0.43829787234042555,0,128,16,16,0.125,1.0,229,0.8209606986899564,1.0,3.2851063829787233,3029.446808510638
all_nine_missing,random,19101,5,235,235,36,9,31,0.13191489361702127,49,0.8468085106382979,155,0.6595744680851063,0,31,1.0,0.5276595744680851,0,128,31,31,0.2421875,1.0,229,0.868995633187773,1.0,4.034042553191489,3781.1063829787236
all_nine_missing,random,19101,6,235,235,36,9,51,0.2170212765957447,54,0.8765957446808511,130,0.5531914893617021,0,51,1.0,0.6340425531914894,0,128,51,51,0.3984375,1.0,229,0.8995633187772926,1.0,4.693617021276595,4743.438297872341
all_nine_missing,random,19101,7,235,235,36,9,75,0.3191489361702128,56,0.8936170212765957,104,0.4425531914893617,0,75,1.0,0.7446808510638298,0,128,75,75,0.5859375,1.0,229,0.9170305676855895,1.0,5.246808510638298,5596.931914893617
all_nine_missing,random,19101,8,235,235,36,9,98,0.41702127659574467,59,0.9106382978723404,78,0.33191489361702126,0,98,1.0,0.8553191489361702,0,128,98,98,0.765625,1.0,229,0.9344978165938864,1.0,5.68936170212766,6193.051063829787
all_nine_missing,random,19101,9,235,235,36,9,126,0.5361702127659574,64,0.948936170212766,45,0.19148936170212766,0,126,1.0,1.0,0,128,126,126,0.984375,1.0,229,0.9737991266375546,1.0,6.0212765957446805,6742.825531914894
all_nine_missing,random,19102,0,235,235,36,9,0,0.0,36,0.7276595744680852,199,0.8468085106382979,0,0,,0.3191489361702128,0,128,0,0,0.0,,229,0.7467248908296943,1.0,0,0
all_nine_missing,random,19102,1,235,235,36,9,2,0.00851063829787234,42,0.7574468085106383,191,0.8127659574468085,0,2,1.0,0.35319148936170214,0,128,2,2,0.015625,1.0,229,0.777292576419214,1.0,0.8468085106382979,585.1744680851064
all_nine_missing,random,19102,2,235,235,36,9,7,0.029787234042553193,44,0.7787234042553192,184,0.7829787234042553,0,7,1.0,0.3872340425531915,0,128,7,7,0.0546875,1.0,229,0.7991266375545851,1.0,1.6595744680851063,1397.004255319149
all_nine_missing,random,19102,3,235,235,36,9,17,0.07234042553191489,47,0.8042553191489362,171,0.7276595744680852,0,17,1.0,0.44680851063829785,0,128,17,17,0.1328125,1.0,229,0.8253275109170306,1.0,2.442553191489362,2178.8978723404257
