view_id,domain,metric,protocol,horizon,full_status,full_eligibility,view_status,view_eligibility,queries
V10,T18_SCRIPTED,failure_taxonomy,recorded_failure_types,None,point,True,point,True,57
V10,T18_SCRIPTED,UEA,actual_receipt_and_authorization,None,point,True,point,True,249
V10,T18_SCRIPTED,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,68
V10,T18_SCRIPTED,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,68
V10,T18_SCRIPTED,Provenance,recorded_origin_prediction,None,point,True,point,True,796
V10,T18_SCRIPTED,RIR,legacy_v2,1,point,True,point,True,22
V10,T18_SCRIPTED,RIR,chain_v1,1,point,True,point,True,36
V10,T18_SCRIPTED,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,36
V10,T18_SCRIPTED,RIR,legacy_v2,3,point,True,point,True,11
V10,T18_SCRIPTED,RIR,chain_v1,3,point,True,point,True,18
V10,T18_SCRIPTED,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,18
V10,T18_SCRIPTED,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,14
V10,T18_SCRIPTED,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,7
V10,CONTROLLED_CONSTRUCT,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,36
V10,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,27
V10,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,14
V10,CONTROLLED_CONSTRUCT,failure_taxonomy,recorded_failure_types,None,point,True,point,True,36
V10,CONTROLLED_CONSTRUCT,UEA,actual_receipt_and_authorization,None,point,True,point,True,99
V10,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,27
V10,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,27
V10,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,9
V10,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,22
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,point,True,point,True,2
V10,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,point,True,point,True,2
V10,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,2
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,point,True,point,True,2
V10,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,point,True,point,True,2
V10,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,2
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,1
V10,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,not_applicable,False,not_applicable,False,2
V10,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,not_applicable,False,not_applicable,False,2
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,1
V10,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,not_applicable,False,not_applicable,False,2
V10,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,not_applicable,False,not_applicable,False,2
V10,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,None,unknown,None,3
V10,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,None,unknown,None,3
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,unknown,None,unknown,None,1
V10,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,unknown,None,unknown,None,1
V10,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,point,True,point,True,5
V10,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,point,True,point,True,5
V10,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,True,unknown,True,3
V10,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,True,unknown,True,3
V10,SAVED_LIVE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,50
V10,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,24
V10,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,24
V10,SAVED_LIVE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,50
V10,SAVED_LIVE,UEA,actual_receipt_and_authorization,None,point,True,point,True,188
V10,SAVED_LIVE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,50
V10,SAVED_LIVE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,50
V10,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,26
V10,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,26
V10,SAVED_LIVE,RIR,legacy_v2,1,point,True,point,True,8
V10,SAVED_LIVE,RIR,chain_v1,1,point,True,point,True,8
V10,SAVED_LIVE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,8
V10,SAVED_LIVE,RIR,legacy_v2,3,point,True,point,True,8
V10,SAVED_LIVE,RIR,chain_v1,3,point,True,point,True,8
V10,SAVED_LIVE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,8
V10,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,point,True,bounded,True,6
V10,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,bounded,True,bounded,True,1
V11,HISTORICAL_LIVE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,990
V11,HISTORICAL_LIVE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,990
V11,HISTORICAL_LIVE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,990
V11,HISTORICAL_LIVE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,990
V11,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,929
V11,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,929
V11,HISTORICAL_LIVE,Provenance,recorded_origin_prediction,None,point,True,point,True,6495
V11,HISTORICAL_LIVE,HIAA_Y,scheduled_receipted_selector,None,point,True,point,True,360
V11,HISTORICAL_LIVE,UEA,actual_receipt_and_authorization,None,point,True,point,True,1599
V11,HISTORICAL_LIVE,RIR,legacy_v2,1,point,True,point,True,26
V11,HISTORICAL_LIVE,RIR,chain_v1,1,point,True,point,True,26
V11,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,26
V11,HISTORICAL_LIVE,RIR,legacy_v2,3,point,True,point,True,26
V11,HISTORICAL_LIVE,RIR,chain_v1,3,point,True,point,True,27
V11,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,27
V11,HISTORICAL_LIVE,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,64
V11,HISTORICAL_LIVE,RIR,chain_v1,1,not_applicable,False,not_applicable,False,64
V11,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,1,not_applicable,False,not_applicable,False,64
V11,HISTORICAL_LIVE,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,64
V11,HISTORICAL_LIVE,RIR,chain_v1,3,not_applicable,False,not_applicable,False,63
V11,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,3,not_applicable,False,not_applicable,False,63
V11,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,unknown,True,unknown,True,25
V11,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,unknown,True,unknown,True,20
V11,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,point,True,point,True,41
V11,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,point,True,point,True,36
V11,HISTORICAL_LIVE,CI,legacy_object_ablation,None,point,True,point,True,593
V11,HISTORICAL_LIVE,CI,precise_control_semantics,None,unknown,None,unknown,None,304
V11,HISTORICAL_LIVE,CI,precise_control_semantics,None,not_applicable,False,not_applicable,False,506
V11,HISTORICAL_LIVE,CI,legacy_object_ablation,None,not_applicable,False,not_applicable,False,217
V11,HISTORICAL_LIVE,HIAA_run,scheduled,None,point,True,point,True,6
V11,HISTORICAL_LIVE,HIAA_run,valid_only,None,point,True,point,True,5
V11,HISTORICAL_LIVE,HIAA_pot_observed,legacy_observed_executed_union,None,point,True,point,True,6
V11,HISTORICAL_LIVE,HIAA_run,valid_only,None,not_applicable,False,not_applicable,False,1
V11,T18_FAKE_REFERENCE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,12
V11,T18_FAKE_REFERENCE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,12
V11,T18_FAKE_REFERENCE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,12
V11,T18_FAKE_REFERENCE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,12
V11,T18_FAKE_REFERENCE,UEA,actual_receipt_and_authorization,None,point,True,point,True,56
V11,T18_FAKE_REFERENCE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,15
V11,T18_FAKE_REFERENCE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,15
V11,T18_FAKE_REFERENCE,Provenance,recorded_origin_prediction,None,point,True,point,True,181
V11,T18_FAKE_REFERENCE,RIR,legacy_v2,1,point,True,point,True,3
V11,T18_FAKE_REFERENCE,RIR,chain_v1,1,point,True,point,True,8
V11,T18_FAKE_REFERENCE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,8
V11,T18_FAKE_REFERENCE,RIR,legacy_v2,3,point,True,point,True,3
V11,T18_FAKE_REFERENCE,RIR,chain_v1,3,point,True,point,True,8
V11,T18_FAKE_REFERENCE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,8
V11,T18_FAKE_REFERENCE,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,5
V11,T18_FAKE_REFERENCE,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,5
V11,T18_SCRIPTED,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,57
V11,T18_SCRIPTED,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,57
V11,T18_SCRIPTED,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,57
V11,T18_SCRIPTED,failure_taxonomy,recorded_failure_types,None,point,True,point,True,57
V11,T18_SCRIPTED,UEA,actual_receipt_and_authorization,None,point,True,point,True,249
V11,T18_SCRIPTED,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,68
V11,T18_SCRIPTED,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,68
V11,T18_SCRIPTED,Provenance,recorded_origin_prediction,None,point,True,point,True,796
V11,T18_SCRIPTED,RIR,legacy_v2,1,point,True,point,True,22
V11,T18_SCRIPTED,RIR,chain_v1,1,point,True,point,True,36
V11,T18_SCRIPTED,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,36
V11,T18_SCRIPTED,RIR,legacy_v2,3,point,True,point,True,11
V11,T18_SCRIPTED,RIR,chain_v1,3,point,True,point,True,18
V11,T18_SCRIPTED,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,18
V11,T18_SCRIPTED,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,14
V11,T18_SCRIPTED,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,7
V11,CONTROLLED_CONSTRUCT,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,36
V11,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,27
V11,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,14
V11,CONTROLLED_CONSTRUCT,failure_taxonomy,recorded_failure_types,None,point,True,point,True,36
V11,CONTROLLED_CONSTRUCT,UEA,actual_receipt_and_authorization,None,point,True,point,True,99
V11,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,27
V11,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,27
V11,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,9
V11,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,22
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,point,True,point,True,2
V11,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,point,True,point,True,2
V11,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,2
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,point,True,point,True,2
V11,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,point,True,point,True,2
V11,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,2
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,1
V11,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,not_applicable,False,not_applicable,False,2
V11,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,not_applicable,False,not_applicable,False,2
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,1
V11,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,not_applicable,False,not_applicable,False,2
V11,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,not_applicable,False,not_applicable,False,2
V11,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,None,unknown,None,3
V11,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,None,unknown,None,3
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,unknown,None,unknown,None,1
V11,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,unknown,None,unknown,None,1
V11,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,point,True,point,True,5
V11,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,point,True,point,True,5
V11,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,True,unknown,True,3
V11,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,True,unknown,True,3
V11,SAVED_LIVE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,50
V11,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,24
V11,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,24
V11,SAVED_LIVE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,50
V11,SAVED_LIVE,UEA,actual_receipt_and_authorization,None,point,True,point,True,188
V11,SAVED_LIVE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,50
V11,SAVED_LIVE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,50
V11,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,26
V11,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,26
V11,SAVED_LIVE,RIR,legacy_v2,1,point,True,point,True,8
V11,SAVED_LIVE,RIR,chain_v1,1,point,True,point,True,8
V11,SAVED_LIVE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,8
V11,SAVED_LIVE,RIR,legacy_v2,3,point,True,point,True,8
V11,SAVED_LIVE,RIR,chain_v1,3,point,True,point,True,8
V11,SAVED_LIVE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,8
V11,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,point,True,point,True,6
V11,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,bounded,True,bounded,True,1
V12,HISTORICAL_LIVE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,990
V12,HISTORICAL_LIVE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,990
V12,HISTORICAL_LIVE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,990
V12,HISTORICAL_LIVE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,990
V12,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,929
V12,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,929
V12,HISTORICAL_LIVE,Provenance,recorded_origin_prediction,None,point,True,point,True,6495
V12,HISTORICAL_LIVE,HIAA_Y,scheduled_receipted_selector,None,point,True,point,True,360
V12,HISTORICAL_LIVE,UEA,actual_receipt_and_authorization,None,point,True,point,True,1599
V12,HISTORICAL_LIVE,RIR,legacy_v2,1,point,True,point,True,26
V12,HISTORICAL_LIVE,RIR,chain_v1,1,point,True,point,True,26
V12,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,26
V12,HISTORICAL_LIVE,RIR,legacy_v2,3,point,True,point,True,26
V12,HISTORICAL_LIVE,RIR,chain_v1,3,point,True,point,True,27
V12,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,27
V12,HISTORICAL_LIVE,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,64
V12,HISTORICAL_LIVE,RIR,chain_v1,1,not_applicable,False,not_applicable,False,64
V12,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,1,not_applicable,False,not_applicable,False,64
V12,HISTORICAL_LIVE,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,64
V12,HISTORICAL_LIVE,RIR,chain_v1,3,not_applicable,False,not_applicable,False,63
V12,HISTORICAL_LIVE,RIR,confirmed_prefix_v1,3,not_applicable,False,not_applicable,False,63
V12,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,unknown,True,unknown,True,25
V12,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,unknown,True,unknown,True,20
V12,HISTORICAL_LIVE,ALR,P3R_identity_guard,None,point,True,point,True,41
V12,HISTORICAL_LIVE,ALR,T11_explicit_reason,None,point,True,point,True,36
V12,HISTORICAL_LIVE,CI,legacy_object_ablation,None,point,True,point,True,593
V12,HISTORICAL_LIVE,CI,precise_control_semantics,None,unknown,None,unknown,None,304
V12,HISTORICAL_LIVE,CI,precise_control_semantics,None,not_applicable,False,not_applicable,False,506
V12,HISTORICAL_LIVE,CI,legacy_object_ablation,None,not_applicable,False,not_applicable,False,217
V12,HISTORICAL_LIVE,HIAA_run,scheduled,None,point,True,point,True,6
V12,HISTORICAL_LIVE,HIAA_run,valid_only,None,point,True,point,True,5
V12,HISTORICAL_LIVE,HIAA_pot_observed,legacy_observed_executed_union,None,point,True,point,True,6
V12,HISTORICAL_LIVE,HIAA_run,valid_only,None,not_applicable,False,not_applicable,False,1
V12,T18_FAKE_REFERENCE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,12
V12,T18_FAKE_REFERENCE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,12
V12,T18_FAKE_REFERENCE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,12
V12,T18_FAKE_REFERENCE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,12
V12,T18_FAKE_REFERENCE,UEA,actual_receipt_and_authorization,None,point,True,point,True,56
V12,T18_FAKE_REFERENCE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,15
V12,T18_FAKE_REFERENCE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,15
V12,T18_FAKE_REFERENCE,Provenance,recorded_origin_prediction,None,point,True,point,True,181
V12,T18_FAKE_REFERENCE,RIR,legacy_v2,1,point,True,point,True,3
V12,T18_FAKE_REFERENCE,RIR,chain_v1,1,point,True,point,True,8
V12,T18_FAKE_REFERENCE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,8
V12,T18_FAKE_REFERENCE,RIR,legacy_v2,3,point,True,point,True,3
V12,T18_FAKE_REFERENCE,RIR,chain_v1,3,point,True,point,True,8
V12,T18_FAKE_REFERENCE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,8
V12,T18_FAKE_REFERENCE,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,5
V12,T18_FAKE_REFERENCE,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,5
V12,T18_SCRIPTED,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,57
V12,T18_SCRIPTED,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,57
V12,T18_SCRIPTED,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,57
V12,T18_SCRIPTED,failure_taxonomy,recorded_failure_types,None,point,True,point,True,57
V12,T18_SCRIPTED,UEA,actual_receipt_and_authorization,None,point,True,point,True,249
V12,T18_SCRIPTED,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,68
V12,T18_SCRIPTED,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,68
V12,T18_SCRIPTED,Provenance,recorded_origin_prediction,None,point,True,point,True,796
V12,T18_SCRIPTED,RIR,legacy_v2,1,point,True,point,True,22
V12,T18_SCRIPTED,RIR,chain_v1,1,point,True,point,True,36
V12,T18_SCRIPTED,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,36
V12,T18_SCRIPTED,RIR,legacy_v2,3,point,True,point,True,11
V12,T18_SCRIPTED,RIR,chain_v1,3,point,True,point,True,18
V12,T18_SCRIPTED,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,18
V12,T18_SCRIPTED,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,14
V12,T18_SCRIPTED,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,7
V12,CONTROLLED_CONSTRUCT,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,36
V12,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,27
V12,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,14
V12,CONTROLLED_CONSTRUCT,failure_taxonomy,recorded_failure_types,None,point,True,point,True,36
V12,CONTROLLED_CONSTRUCT,UEA,actual_receipt_and_authorization,None,point,True,point,True,99
V12,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,27
V12,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,27
V12,CONTROLLED_CONSTRUCT,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,9
V12,CONTROLLED_CONSTRUCT,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,22
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,point,True,point,True,2
V12,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,point,True,point,True,2
V12,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,2
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,point,True,point,True,2
V12,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,point,True,point,True,2
V12,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,2
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,not_applicable,False,not_applicable,False,1
V12,CONTROLLED_CONSTRUCT,RIR,chain_v1,1,not_applicable,False,not_applicable,False,2
V12,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,1,not_applicable,False,not_applicable,False,2
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,not_applicable,False,not_applicable,False,1
V12,CONTROLLED_CONSTRUCT,RIR,chain_v1,3,not_applicable,False,not_applicable,False,2
V12,CONTROLLED_CONSTRUCT,RIR,confirmed_prefix_v1,3,not_applicable,False,not_applicable,False,2
V12,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,None,unknown,None,3
V12,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,None,unknown,None,3
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,1,unknown,None,unknown,None,1
V12,CONTROLLED_CONSTRUCT,RIR,legacy_v2,3,unknown,None,unknown,None,1
V12,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,point,True,point,True,5
V12,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,point,True,point,True,5
V12,CONTROLLED_CONSTRUCT,ALR,T11_explicit_reason,None,unknown,True,unknown,True,3
V12,CONTROLLED_CONSTRUCT,ALR,P3R_identity_guard,None,unknown,True,unknown,True,3
V12,SAVED_LIVE,UEA_count,actual_receipt_and_authorization,None,point,True,point,True,50
V12,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,unknown,True,unknown,True,24
V12,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,unknown,True,unknown,True,24
V12,SAVED_LIVE,failure_taxonomy,recorded_failure_types,None,point,True,point,True,50
V12,SAVED_LIVE,UEA,actual_receipt_and_authorization,None,point,True,point,True,188
V12,SAVED_LIVE,ALR,T11_explicit_reason,None,not_applicable,False,not_applicable,False,50
V12,SAVED_LIVE,ALR,P3R_identity_guard,None,not_applicable,False,not_applicable,False,50
V12,SAVED_LIVE,TaskSuccess,mechanical_public_obligations,None,point,True,point,True,26
V12,SAVED_LIVE,E_STS,U_and_not_verified_contract_violation,None,point,True,point,True,26
V12,SAVED_LIVE,RIR,legacy_v2,1,point,True,point,True,8
V12,SAVED_LIVE,RIR,chain_v1,1,point,True,point,True,8
V12,SAVED_LIVE,RIR,confirmed_prefix_v1,1,unknown,None,unknown,None,8
V12,SAVED_LIVE,RIR,legacy_v2,3,point,True,point,True,8
V12,SAVED_LIVE,RIR,chain_v1,3,point,True,point,True,8
V12,SAVED_LIVE,RIR,confirmed_prefix_v1,3,unknown,None,unknown,None,8
V12,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,point,True,point,True,6
V12,FINITE_CONSTRUCT,HIAA_pot_declared,declared_finite_v1,None,bounded,True,bounded,True,1
