split,family_id,mechanism,metric,policy,budget,observations,oracle_point,oracle_unknown,oracle_not_applicable,point,bounded,unknown,not_applicable,error,infeasible,answered_oracle_point,correct_point,wrong_point,wrong_safe,full_comparable,full_agree,full_point_comparable,full_point_agree,feasible,charged_total_bytes,initial_bytes,visible_json_bytes,acquired_channels,evidence_fields,evidence_events,correct_point_coverage,wrong_point_rate,selective_error_rate,wrong_safe_rate,point_coverage,unknown_rate,bounded_rate,not_applicable_rate,error_rate,infeasible_rate,reference_coverage,reference_unknown_rate,reference_not_applicable_rate,full_state_agreement,full_point_agreement,mean_charged_bytes_feasible,mean_initial_bytes,mean_visible_json_bytes,mean_acquired_channels,mean_evidence_fields,mean_evidence_events,query_count,unit_count,averaged_query_conditions
development,D03_render_report,whole_channel,ALL,metric_static,72264,80.0,80.0,0.0,0.0,33.0,0.0,15.0,0.0,0.0,32.0,33.0,33.0,0.0,0.0,80.0,33.0,33.0,33.0,48.0,3048880.0,5306064.0,176529.0,637.0,3599.0,72.0,0.4125,0.0,0.0,0.0,0.4125,0.1875,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.4125,1.0,63518.333333333336,66325.8,2206.6125,7.9625,44.9875,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,metric_static,72267,80.0,80.0,0.0,0.0,47.0,0.0,17.0,0.0,0.0,16.0,47.0,47.0,0.0,0.0,80.0,47.0,47.0,47.0,64.0,4205120.0,5306064.0,176529.0,637.0,3599.0,72.0,0.5875,0.0,0.0,0.0,0.5875,0.2125,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5875,1.0,65705.0,66325.8,2206.6125,7.9625,44.9875,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,metric_static,73290,80.0,80.0,0.0,0.0,63.0,0.0,17.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,80.0,63.0,63.0,63.0,80.0,5377744.0,5306064.0,176529.0,637.0,3599.0,72.0,0.7875,0.0,0.0,0.0,0.7875,0.2125,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7875,1.0,67221.8,66325.8,2206.6125,7.9625,44.9875,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,metric_static,76363,80.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,5583568.0,5306064.0,183338.0,654.0,3742.0,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69794.6,66325.8,2291.725,8.175,46.775,0.9375,8,4,80
development,D03_render_report,whole_channel,ALL,random,0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5306064.0,173396.0,632.0,3540.0,72.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,39499,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5306064.0,173396.0,632.0,3540.0,72.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,50761,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,5306064.0,173396.0,632.0,3540.0,72.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,58954,80.0,80.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,72.0,3.0,3.0,0.0,0.0,80.0,3.0,3.0,3.0,8.0,414280.0,5306064.0,173396.0,632.0,3540.0,72.0,0.0375,0.0,0.0,0.0,0.0375,0.0625,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0375,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,62026,80.0,80.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,56.0,10.0,10.0,0.0,0.0,80.0,10.0,10.0,10.0,24.0,1449688.0,5306064.0,176391.0,637.0,3615.0,72.0,0.125,0.0,0.0,0.0,0.125,0.175,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.125,1.0,60403.666666666664,66325.8,2204.8875,7.9625,45.1875,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,66121,80.0,80.0,0.0,0.0,29.666666666666668,0.0,18.333333333333332,0.0,0.0,32.0,29.666666666666668,29.666666666666668,0.0,0.0,80.0,29.666666666666668,29.666666666666668,29.666666666666668,48.0,3035226.6666666665,5306064.0,176437.0,637.0,3609.6666666666665,72.0,0.37083333333333335,0.0,0.0,0.0,0.37083333333333335,0.22916666666666666,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.37083333333333335,1.0,63233.88888888888,66325.8,2205.4625,7.9625,45.12083333333333,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,72264,80.0,80.0,0.0,0.0,29.666666666666668,0.0,18.333333333333332,0.0,0.0,32.0,29.666666666666668,29.666666666666668,0.0,0.0,80.0,29.666666666666668,29.666666666666668,29.666666666666668,48.0,3035226.6666666665,5306064.0,176437.0,637.0,3609.6666666666665,72.0,0.37083333333333335,0.0,0.0,0.0,0.37083333333333335,0.22916666666666666,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.37083333333333335,1.0,63233.88888888888,66325.8,2205.4625,7.9625,45.12083333333333,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,72267,80.0,80.0,0.0,0.0,43.666666666666664,0.0,20.333333333333332,0.0,0.0,16.0,43.666666666666664,43.666666666666664,0.0,0.0,80.0,43.666666666666664,43.666666666666664,43.666666666666664,64.0,4191466.6666666665,5306064.0,176437.0,637.0,3609.6666666666665,72.0,0.5458333333333333,0.0,0.0,0.0,0.5458333333333333,0.25416666666666665,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5458333333333333,1.0,65491.666666666664,66325.8,2205.4625,7.9625,45.12083333333333,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,73290,80.0,80.0,0.0,0.0,59.666666666666664,0.0,20.333333333333332,0.0,0.0,0.0,59.666666666666664,59.666666666666664,0.0,0.0,80.0,59.666666666666664,59.666666666666664,59.666666666666664,80.0,5364090.666666667,5306064.0,176437.0,637.0,3609.6666666666665,72.0,0.7458333333333333,0.0,0.0,0.0,0.7458333333333333,0.25416666666666665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7458333333333333,1.0,67051.13333333333,66325.8,2205.4625,7.9625,45.12083333333333,0.9,8,4,80
development,D03_render_report,whole_channel,ALL,random,76363,80.0,80.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,80.0,80.0,80.0,80.0,80.0,5617701.333333333,5306064.0,185561.33333333334,657.3333333333334,3798.6666666666665,75.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70221.26666666666,66325.8,2319.516666666667,8.216666666666667,47.483333333333334,0.9375,8,4,80
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,39499,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,50761,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,58954,40.0,40.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,36.0,2.0,2.0,0.0,0.0,40.0,2.0,2.0,2.0,4.0,207140.0,2653032.0,86698.0,316.0,1770.0,36.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.05,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,62026,40.0,40.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,40.0,4.0,4.0,4.0,12.0,719724.0,2653032.0,87896.0,318.0,1800.0,36.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.1,1.0,59977.0,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,66121,40.0,40.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,40.0,16.0,16.0,16.0,24.0,1517272.0,2653032.0,87965.0,318.0,1794.0,36.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,63219.666666666664,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,72264,40.0,40.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,40.0,16.0,16.0,16.0,24.0,1517272.0,2653032.0,87965.0,318.0,1794.0,36.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,63219.666666666664,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,72267,40.0,40.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,8.0,24.0,24.0,0.0,0.0,40.0,24.0,24.0,24.0,32.0,2095392.0,2653032.0,87965.0,318.0,1794.0,36.0,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6,1.0,65481.0,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,73290,40.0,40.0,0.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,40.0,32.0,32.0,32.0,40.0,2681704.0,2653032.0,87965.0,318.0,1794.0,36.0,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,1.0,67042.6,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,dependency_guided,76363,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,2792296.0,2653032.0,91205.0,326.0,1863.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69807.4,66325.8,2280.125,8.15,46.575,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,39499,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,50761,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,58954,40.0,40.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,36.0,2.0,2.0,0.0,0.0,40.0,2.0,2.0,2.0,4.0,207140.0,2653032.0,86698.0,316.0,1770.0,36.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.05,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,62026,40.0,40.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,40.0,4.0,4.0,4.0,12.0,719724.0,2653032.0,87896.0,318.0,1800.0,36.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.1,1.0,59977.0,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,66121,40.0,40.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,16.0,14.0,14.0,0.0,0.0,40.0,14.0,14.0,14.0,24.0,1509080.0,2653032.0,87896.0,318.0,1800.0,36.0,0.35,0.0,0.0,0.0,0.35,0.25,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.35,1.0,62878.333333333336,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,72264,40.0,40.0,0.0,0.0,14.0,0.0,10.0,0.0,0.0,16.0,14.0,14.0,0.0,0.0,40.0,14.0,14.0,14.0,24.0,1509080.0,2653032.0,87896.0,318.0,1800.0,36.0,0.35,0.0,0.0,0.0,0.35,0.25,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.35,1.0,62878.333333333336,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,72267,40.0,40.0,0.0,0.0,22.0,0.0,10.0,0.0,0.0,8.0,22.0,22.0,0.0,0.0,40.0,22.0,22.0,22.0,32.0,2087200.0,2653032.0,87896.0,318.0,1800.0,36.0,0.55,0.0,0.0,0.0,0.55,0.25,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.55,1.0,65225.0,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,73290,40.0,40.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,40.0,30.0,30.0,30.0,40.0,2673512.0,2653032.0,87896.0,318.0,1800.0,36.0,0.75,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,1.0,66837.8,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,global_fixed,76363,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,2812776.0,2653032.0,92539.0,328.0,1897.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70319.4,66325.8,2313.475,8.2,47.425,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,39499,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,50761,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,58954,40.0,40.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,36.0,2.0,2.0,0.0,0.0,40.0,2.0,2.0,2.0,4.0,207140.0,2653032.0,86698.0,316.0,1770.0,36.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.05,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,62026,40.0,40.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,40.0,4.0,4.0,4.0,12.0,719724.0,2653032.0,87896.0,318.0,1800.0,36.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.1,1.0,59977.0,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,66121,40.0,40.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,40.0,16.0,16.0,16.0,24.0,1517272.0,2653032.0,87965.0,318.0,1794.0,36.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,63219.666666666664,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,72264,40.0,40.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,40.0,16.0,16.0,16.0,24.0,1517272.0,2653032.0,87965.0,318.0,1794.0,36.0,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,63219.666666666664,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,72267,40.0,40.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,8.0,24.0,24.0,0.0,0.0,40.0,24.0,24.0,24.0,32.0,2095392.0,2653032.0,87965.0,318.0,1794.0,36.0,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.6,1.0,65481.0,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,73290,40.0,40.0,0.0,0.0,32.0,0.0,8.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,40.0,32.0,32.0,32.0,40.0,2681704.0,2653032.0,87965.0,318.0,1794.0,36.0,0.8,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,1.0,67042.6,66325.8,2199.125,7.95,44.85,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,metric_static,76363,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,2792296.0,2653032.0,91205.0,326.0,1863.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,69807.4,66325.8,2280.125,8.15,46.575,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,39499,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,50761,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,58954,40.0,40.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,36.0,2.0,2.0,0.0,0.0,40.0,2.0,2.0,2.0,4.0,207140.0,2653032.0,86698.0,316.0,1770.0,36.0,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.05,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,62026,40.0,40.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,28.0,4.0,4.0,0.0,0.0,40.0,4.0,4.0,4.0,12.0,719724.0,2653032.0,87896.0,318.0,1800.0,36.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.1,1.0,59977.0,66325.8,2197.4,7.95,45.0,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,66121,40.0,40.0,0.0,0.0,14.666666666666666,0.0,9.333333333333334,0.0,0.0,16.0,14.666666666666666,14.666666666666666,0.0,0.0,40.0,14.666666666666666,14.666666666666666,14.666666666666666,24.0,1511810.6666666667,2653032.0,87919.0,318.0,1798.0,36.0,0.36666666666666664,0.0,0.0,0.0,0.36666666666666664,0.23333333333333334,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.36666666666666664,1.0,62992.11111111112,66325.8,2197.975,7.95,44.95,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,72264,40.0,40.0,0.0,0.0,14.666666666666666,0.0,9.333333333333334,0.0,0.0,16.0,14.666666666666666,14.666666666666666,0.0,0.0,40.0,14.666666666666666,14.666666666666666,14.666666666666666,24.0,1511810.6666666667,2653032.0,87919.0,318.0,1798.0,36.0,0.36666666666666664,0.0,0.0,0.0,0.36666666666666664,0.23333333333333334,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.36666666666666664,1.0,62992.11111111112,66325.8,2197.975,7.95,44.95,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,72267,40.0,40.0,0.0,0.0,22.666666666666668,0.0,9.333333333333334,0.0,0.0,8.0,22.666666666666668,22.666666666666668,0.0,0.0,40.0,22.666666666666668,22.666666666666668,22.666666666666668,32.0,2089930.6666666667,2653032.0,87919.0,318.0,1798.0,36.0,0.5666666666666667,0.0,0.0,0.0,0.5666666666666667,0.23333333333333334,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.5666666666666667,1.0,65310.333333333336,66325.8,2197.975,7.95,44.95,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,73290,40.0,40.0,0.0,0.0,30.666666666666668,0.0,9.333333333333334,0.0,0.0,0.0,30.666666666666668,30.666666666666668,0.0,0.0,40.0,30.666666666666668,30.666666666666668,30.666666666666668,40.0,2676242.6666666665,2653032.0,87919.0,318.0,1798.0,36.0,0.7666666666666667,0.0,0.0,0.0,0.7666666666666667,0.23333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7666666666666667,1.0,66906.06666666667,66325.8,2197.975,7.95,44.95,0.9,4,4,40
development,D03_render_report,whole_channel,TaskSuccess,random,76363,40.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,40.0,40.0,2805949.3333333335,2653032.0,92094.33333333333,327.3333333333333,1885.6666666666667,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70148.73333333334,66325.8,2302.358333333333,8.183333333333334,47.141666666666666,0.9,4,4,40
development,D03_render_report,whole_channel,UEA,dependency_guided,0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,UEA,dependency_guided,39499,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,UEA,dependency_guided,50761,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2653032.0,86698.0,316.0,1770.0,36.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,66325.8,2167.45,7.9,44.25,0.9,4,4,40
development,D03_render_report,whole_channel,UEA,dependency_guided,58954,40.0,40.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,36.0,1.0,1.0,0.0,0.0,40.0,1.0,1.0,1.0,4.0,207140.0,2653032.0,86698.0,316.0,1770.0,36.0,0.025,0.0,0.0,0.0,0.025,0.075,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.025,1.0,51785.0,66325.8,2167.45,7.9,44.25,0.9,4,4,40
