split,mechanism,metric,policy,budget,observations,oracle_point,oracle_unknown,oracle_not_applicable,point,bounded,unknown,not_applicable,error,infeasible,answered_oracle_point,correct_point,wrong_point,wrong_safe,full_comparable,full_agree,full_point_comparable,full_point_agree,feasible,charged_total_bytes,initial_bytes,visible_json_bytes,acquired_channels,evidence_fields,evidence_events,pooled_correct_point_coverage,pooled_wrong_point_rate,pooled_selective_error_rate,pooled_wrong_safe_rate,pooled_point_coverage,pooled_unknown_rate,pooled_bounded_rate,pooled_not_applicable_rate,pooled_error_rate,pooled_infeasible_rate,pooled_reference_coverage,pooled_reference_unknown_rate,pooled_reference_not_applicable_rate,pooled_full_state_agreement,pooled_full_point_agreement,pooled_mean_charged_bytes_feasible,pooled_mean_initial_bytes,pooled_mean_visible_json_bytes,pooled_mean_acquired_channels,pooled_mean_evidence_fields,pooled_mean_evidence_events,family_equal_correct_point_coverage,family_equal_wrong_point_rate,family_equal_selective_error_rate,family_equal_wrong_safe_rate,family_equal_point_coverage,family_equal_unknown_rate,family_equal_bounded_rate,family_equal_not_applicable_rate,family_equal_error_rate,family_equal_infeasible_rate,family_equal_reference_coverage,family_equal_reference_unknown_rate,family_equal_reference_not_applicable_rate,family_equal_full_state_agreement,family_equal_full_point_agreement,family_equal_mean_charged_bytes_feasible,family_equal_mean_initial_bytes,family_equal_mean_visible_json_bytes,family_equal_mean_acquired_channels,family_equal_mean_evidence_fields,family_equal_mean_evidence_events,families,families_with_point_reference
development,ALL,TaskSuccess,metric_static,72264,336.0,336.0,0.0,0.0,159.66666666666669,0.0,58.666666666666664,0.0,0.0,117.66666666666667,159.66666666666669,159.66666666666669,0.0,0.0,336.0,159.66666666666669,159.66666666666669,159.66666666666669,218.33333333333331,13737804.0,21197944.0,738149.3333333334,2593.3333333333335,15766.0,272.66666666666663,0.47519841269841273,0.0,0.0,0.0,0.47519841269841273,0.1746031746031746,0.0,0.0,0.0,0.35019841269841273,1.0,0.0,0.0,0.47519841269841273,1.0,62921.23969465649,63089.119047619046,2196.873015873016,7.718253968253968,46.92261904761905,0.8115079365079364,0.47519841269841273,0.0,0.0,0.0,0.47519841269841273,0.1746031746031746,0.0,0.0,0.0,0.3501984126984127,1.0,0.0,0.0,0.47519841269841273,1.0,62824.15430962814,63089.119047619046,2196.873015873016,7.718253968253968,46.92261904761905,0.8115079365079365,6,6
development,ALL,TaskSuccess,metric_static,72267,336.0,336.0,0.0,0.0,205.0,0.0,58.0,0.0,0.0,73.0,205.0,205.0,0.0,0.0,336.0,205.0,205.0,205.0,263.0,16969771.666666668,21197944.0,738413.0,2593.3333333333335,15774.333333333334,272.66666666666663,0.6101190476190477,0.0,0.0,0.0,0.6101190476190477,0.17261904761904762,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.6101190476190477,1.0,64523.84664131813,63089.119047619046,2197.657738095238,7.718253968253968,46.94742063492064,0.8115079365079364,0.6101190476190477,0.0,0.0,0.0,0.6101190476190477,0.17261904761904762,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.6101190476190477,1.0,64521.42379068954,63089.119047619046,2197.657738095238,7.718253968253968,46.94742063492063,0.8115079365079365,6,6
development,ALL,TaskSuccess,metric_static,73290,336.0,336.0,0.0,0.0,267.0,0.0,56.333333333333336,0.0,0.0,12.666666666666666,267.0,267.0,0.0,0.0,336.0,267.0,267.0,267.0,323.3333333333333,21408962.0,21197944.0,739374.6666666666,2593.3333333333335,15793.666666666666,272.66666666666663,0.7946428571428571,0.0,0.0,0.0,0.7946428571428571,0.16765873015873017,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.7946428571428571,1.0,66213.28453608247,63089.119047619046,2200.519841269841,7.718253968253968,47.004960317460316,0.8115079365079364,0.7946428571428571,0.0,0.0,0.0,0.7946428571428571,0.16765873015873017,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.7946428571428571,1.0,66163.2601953602,63089.119047619046,2200.519841269841,7.718253968253968,47.004960317460316,0.8115079365079365,6,6
development,ALL,TaskSuccess,metric_static,76363,336.0,336.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,336.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,336.0,23126136.0,21197944.0,764334.3333333334,2649.3333333333335,16372.333333333332,272.66666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,68827.78571428571,63089.119047619046,2274.8045634920636,7.884920634920635,48.72718253968254,0.8115079365079364,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,68827.78571428571,63089.119047619046,2274.8045634920636,7.884920634920634,48.727182539682545,0.8115079365079365,6,6
development,ALL,TaskSuccess,random,0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,21197944.0,699511.6666666666,2510.0,14910.666666666666,272.66666666666663,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079364,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079365,6,6
development,ALL,TaskSuccess,random,39499,336.0,336.0,0.0,0.0,0.7777777777777777,0.0,18.22222222222222,0.0,0.0,317.0,0.7777777777777777,0.7777777777777777,0.0,0.0,336.0,0.7777777777777777,0.7777777777777777,0.7777777777777777,19.0,714383.7777777778,21197944.0,702107.1111111111,2531.222222222222,14968.0,274.55555555555554,0.0023148148148148147,0.0,0.0,0.0,0.0023148148148148147,0.05423280423280423,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.0023148148148148147,1.0,37599.14619883041,63089.119047619046,2089.604497354497,7.533399470899471,44.54761904761905,0.8171296296296295,0.0023148148148148147,0.0,0.0,0.0,0.0023148148148148147,0.05423280423280423,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.0023148148148148147,1.0,37637.44692714693,63089.119047619046,2089.604497354497,7.533399470899471,44.547619047619044,0.8171296296296297,6,6
development,ALL,TaskSuccess,random,50761,336.0,336.0,0.0,0.0,6.222222222222221,0.0,34.77777777777778,0.0,0.0,295.0,6.222222222222221,6.222222222222221,0.0,0.0,336.0,6.222222222222221,6.222222222222221,6.222222222222221,41.0,1919768.0,21197944.0,708663.4444444445,2562.8888888888887,15123.777777777777,277.0,0.018518518518518517,0.0,0.0,0.0,0.018518518518518517,0.103505291005291,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.018518518518518517,1.0,46823.60975609756,63089.119047619046,2109.1173941798943,7.627645502645502,45.011243386243386,0.8244047619047619,0.018518518518518517,0.0,0.0,0.0,0.018518518518518517,0.103505291005291,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.018518518518518517,1.0,46778.760606060605,63089.119047619046,2109.1173941798943,7.627645502645502,45.011243386243386,0.8244047619047619,6,6
development,ALL,TaskSuccess,random,58954,336.0,336.0,0.0,0.0,22.11111111111111,0.0,54.22222222222222,0.0,0.0,259.6666666666667,22.11111111111111,22.11111111111111,0.0,0.0,336.0,22.11111111111111,22.11111111111111,22.11111111111111,76.33333333333333,3993691.777777778,21197944.0,714597.1111111111,2582.8888888888887,15287.555555555555,278.1111111111111,0.0658068783068783,0.0,0.0,0.0,0.0658068783068783,0.16137566137566137,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.0658068783068783,1.0,52319.106259097534,63089.119047619046,2126.7771164021165,7.687169312169312,45.49867724867725,0.8277116402116401,0.0658068783068783,0.0,0.0,0.0,0.0658068783068783,0.16137566137566137,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.0658068783068783,1.0,52317.7015348682,63089.119047619046,2126.7771164021165,7.6871693121693125,45.498677248677254,0.8277116402116402,6,6
development,ALL,TaskSuccess,random,62026,336.0,336.0,0.0,0.0,29.11111111111111,0.0,94.55555555555556,0.0,0.0,212.33333333333334,29.11111111111111,29.11111111111111,0.0,0.0,336.0,29.11111111111111,29.11111111111111,29.11111111111111,123.66666666666667,7333926.666666666,21197944.0,731611.8888888889,2627.777777777778,15704.0,282.22222222222223,0.08664021164021164,0.0,0.0,0.0,0.08664021164021164,0.2814153439153439,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.08664021164021164,1.0,59303.98921832883,63089.119047619046,2177.416335978836,7.820767195767196,46.73809523809524,0.83994708994709,0.08664021164021163,0.0,0.0,0.0,0.08664021164021163,0.2814153439153439,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.08664021164021163,1.0,59200.14387960529,63089.119047619046,2177.4163359788363,7.820767195767195,46.73809523809524,0.83994708994709,6,6
development,ALL,TaskSuccess,random,66121,336.0,336.0,0.0,0.0,93.55555555555556,0.0,90.11111111111111,0.0,0.0,152.33333333333334,93.55555555555556,93.55555555555556,0.0,0.0,336.0,93.55555555555556,93.55555555555556,93.55555555555556,183.66666666666666,11366053.666666668,21197944.0,735136.0,2634.6666666666665,15780.111111111111,278.3333333333333,0.27843915343915343,0.0,0.0,0.0,0.27843915343915343,0.2681878306878307,0.0,0.0,0.0,0.4533730158730159,1.0,0.0,0.0,0.27843915343915343,1.0,61884.139745916524,63089.119047619046,2187.904761904762,7.841269841269841,46.964616402116405,0.8283730158730158,0.27843915343915343,0.0,0.0,0.0,0.27843915343915343,0.2681878306878307,0.0,0.0,0.0,0.45337301587301587,1.0,0.0,0.0,0.27843915343915343,1.0,61757.57485470532,63089.119047619046,2187.904761904762,7.841269841269841,46.964616402116405,0.8283730158730158,6,6
development,ALL,TaskSuccess,random,72264,336.0,336.0,0.0,0.0,128.44444444444446,0.0,89.88888888888889,0.0,0.0,117.66666666666667,128.44444444444446,128.44444444444446,0.0,0.0,336.0,128.44444444444446,128.44444444444446,128.44444444444446,218.33333333333331,13749181.777777778,21197944.0,736060.8888888889,2635.4444444444443,15786.666666666666,278.3333333333333,0.3822751322751323,0.0,0.0,0.0,0.3822751322751323,0.267526455026455,0.0,0.0,0.0,0.35019841269841273,1.0,0.0,0.0,0.3822751322751323,1.0,62973.351653944024,63089.119047619046,2190.6574074074074,7.843584656084656,46.98412698412698,0.8283730158730158,0.38227513227513227,0.0,0.0,0.0,0.38227513227513227,0.267526455026455,0.0,0.0,0.0,0.3501984126984127,1.0,0.0,0.0,0.38227513227513227,1.0,62878.22378870869,63089.119047619046,2190.6574074074074,7.843584656084656,46.98412698412699,0.8283730158730158,6,6
development,ALL,TaskSuccess,random,72267,336.0,336.0,0.0,0.0,174.44444444444446,0.0,88.55555555555556,0.0,0.0,73.0,174.44444444444446,174.44444444444446,0.0,0.0,336.0,174.44444444444446,174.44444444444446,174.44444444444446,263.0,16989796.555555556,21197944.0,736359.0,2635.4444444444443,15797.0,278.3333333333333,0.5191798941798942,0.0,0.0,0.0,0.5191798941798942,0.26355820105820105,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.5191798941798942,1.0,64599.98690325306,63089.119047619046,2191.5446428571427,7.843584656084656,47.01488095238095,0.8283730158730158,0.5191798941798942,0.0,0.0,0.0,0.5191798941798942,0.26355820105820105,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.5191798941798942,1.0,64596.02357893772,63089.119047619046,2191.5446428571427,7.843584656084656,47.01488095238095,0.8283730158730158,6,6
development,ALL,TaskSuccess,random,73290,336.0,336.0,0.0,0.0,235.0,0.0,88.33333333333333,0.0,0.0,12.666666666666666,235.0,235.0,0.0,0.0,336.0,235.0,235.0,235.0,323.3333333333333,21413740.666666668,21197944.0,736418.1111111111,2635.4444444444443,15798.444444444445,278.3333333333333,0.6994047619047619,0.0,0.0,0.0,0.6994047619047619,0.2628968253968254,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.6994047619047619,1.0,66228.06391752578,63089.119047619046,2191.7205687830688,7.843584656084656,47.0191798941799,0.8283730158730158,0.6994047619047619,0.0,0.0,0.0,0.6994047619047619,0.2628968253968254,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.6994047619047619,1.0,66172.23634513633,63089.119047619046,2191.7205687830688,7.843584656084656,47.01917989417989,0.8283730158730158,6,6
development,ALL,TaskSuccess,random,76363,336.0,336.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,336.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,336.0,23591032.0,21197944.0,781260.5555555555,2723.5555555555557,16776.333333333332,278.3333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70211.40476190476,63089.119047619046,2325.1802248677245,8.105820105820106,49.92956349206349,0.8283730158730158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,70211.40476190476,63089.119047619046,2325.180224867725,8.105820105820106,49.929563492063494,0.8283730158730158,6,6
development,ALL,UEA,dependency_guided,0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,21197944.0,699511.6666666666,2510.0,14910.666666666666,272.66666666666663,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079364,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079365,6,6
development,ALL,UEA,dependency_guided,39499,336.0,336.0,0.0,0.0,2.333333333333333,0.0,16.666666666666664,0.0,0.0,317.0,2.333333333333333,2.333333333333333,0.0,0.0,336.0,2.333333333333333,2.333333333333333,2.333333333333333,19.0,713587.3333333334,21197944.0,702669.6666666666,2528.666666666667,14987.666666666666,274.3333333333333,0.006944444444444443,0.0,0.0,0.0,0.006944444444444443,0.049603174603174593,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.006944444444444443,1.0,37557.22807017544,63089.119047619046,2091.27876984127,7.525793650793652,44.60615079365079,0.816468253968254,0.006944444444444444,0.0,0.0,0.0,0.006944444444444444,0.0496031746031746,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.006944444444444444,1.0,37500.700000000004,63089.119047619046,2091.27876984127,7.525793650793651,44.60615079365079,0.816468253968254,6,6
development,ALL,UEA,dependency_guided,50761,336.0,336.0,0.0,0.0,14.999999999999998,0.0,26.0,0.0,0.0,295.0,14.999999999999998,14.999999999999998,0.0,0.0,336.0,14.999999999999998,14.999999999999998,14.999999999999998,41.0,1879149.3333333333,21197944.0,708954.3333333334,2550.6666666666665,15136.333333333334,280.0,0.04464285714285714,0.0,0.0,0.0,0.04464285714285714,0.07738095238095238,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.04464285714285714,1.0,45832.91056910569,63089.119047619046,2109.983134920635,7.591269841269841,45.048611111111114,0.8333333333333334,0.04464285714285714,0.0,0.0,0.0,0.04464285714285714,0.07738095238095238,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.04464285714285714,1.0,45752.37711901625,63089.119047619046,2109.983134920635,7.591269841269841,45.048611111111114,0.8333333333333334,6,6
development,ALL,UEA,dependency_guided,58954,336.0,336.0,0.0,0.0,36.333333333333336,0.0,40.0,0.0,0.0,259.6666666666667,36.333333333333336,36.333333333333336,0.0,0.0,336.0,36.333333333333336,36.333333333333336,36.333333333333336,76.33333333333333,3994943.3333333335,21197944.0,720002.3333333334,2570.666666666667,15399.333333333334,284.0,0.10813492063492064,0.0,0.0,0.0,0.10813492063492064,0.11904761904761904,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.10813492063492064,1.0,52335.50218340612,63089.119047619046,2142.8640873015875,7.650793650793652,45.83134920634921,0.8452380952380952,0.10813492063492064,0.0,0.0,0.0,0.10813492063492064,0.11904761904761905,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.10813492063492064,1.0,52346.119696619695,63089.119047619046,2142.8640873015875,7.650793650793651,45.83134920634921,0.8452380952380952,6,6
development,ALL,UEA,dependency_guided,62026,336.0,336.0,0.0,0.0,72.33333333333334,0.0,51.333333333333336,0.0,0.0,212.33333333333334,72.33333333333334,72.33333333333334,0.0,0.0,336.0,72.33333333333334,72.33333333333334,72.33333333333334,123.66666666666667,7175548.0,21197944.0,731448.0,2598.3333333333335,15671.0,287.0,0.21527777777777782,0.0,0.0,0.0,0.21527777777777782,0.1527777777777778,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.21527777777777782,1.0,58023.29919137466,63089.119047619046,2176.9285714285716,7.733134920634921,46.63988095238095,0.8541666666666666,0.2152777777777778,0.0,0.0,0.0,0.2152777777777778,0.1527777777777778,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.2152777777777778,1.0,57931.58500912258,63089.119047619046,2176.9285714285716,7.733134920634921,46.63988095238095,0.8541666666666666,6,6
development,ALL,UEA,dependency_guided,66121,336.0,336.0,0.0,0.0,121.0,0.0,62.66666666666667,0.0,0.0,152.33333333333334,121.0,121.0,0.0,0.0,336.0,121.0,121.0,121.0,183.66666666666666,11211771.0,21197944.0,734873.6666666666,2602.6666666666665,15698.0,288.6666666666667,0.3601190476190476,0.0,0.0,0.0,0.3601190476190476,0.1865079365079365,0.0,0.0,0.0,0.4533730158730159,1.0,0.0,0.0,0.3601190476190476,1.0,61044.125226860255,63089.119047619046,2187.124007936508,7.746031746031745,46.720238095238095,0.8591269841269842,0.3601190476190476,0.0,0.0,0.0,0.3601190476190476,0.1865079365079365,0.0,0.0,0.0,0.45337301587301587,1.0,0.0,0.0,0.3601190476190476,1.0,60832.641135009646,63089.119047619046,2187.124007936508,7.746031746031746,46.720238095238095,0.8591269841269842,6,6
development,ALL,UEA,dependency_guided,72264,336.0,336.0,0.0,0.0,160.0,0.0,58.333333333333336,0.0,0.0,117.66666666666667,160.0,160.0,0.0,0.0,336.0,160.0,160.0,160.0,218.33333333333331,13633697.333333332,21197944.0,738531.6666666666,2601.0,15744.666666666666,290.3333333333333,0.47619047619047616,0.0,0.0,0.0,0.47619047619047616,0.1736111111111111,0.0,0.0,0.0,0.35019841269841273,1.0,0.0,0.0,0.47619047619047616,1.0,62444.41526717557,63089.119047619046,2198.0109126984125,7.741071428571429,46.85912698412698,0.8640873015873015,0.4761904761904762,0.0,0.0,0.0,0.4761904761904762,0.1736111111111111,0.0,0.0,0.0,0.3501984126984127,1.0,0.0,0.0,0.4761904761904762,1.0,62355.98765709087,63089.119047619046,2198.0109126984125,7.741071428571429,46.85912698412698,0.8640873015873016,6,6
development,ALL,UEA,dependency_guided,72267,336.0,336.0,0.0,0.0,193.33333333333334,0.0,69.66666666666667,0.0,0.0,73.0,193.33333333333334,193.33333333333334,0.0,0.0,336.0,193.33333333333334,193.33333333333334,193.33333333333334,263.0,16869761.0,21197944.0,738833.3333333334,2602.3333333333335,15750.666666666668,290.3333333333333,0.5753968253968255,0.0,0.0,0.0,0.5753968253968255,0.20734126984126985,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.5753968253968255,1.0,64143.57794676806,63089.119047619046,2198.90873015873,7.745039682539683,46.876984126984134,0.8640873015873015,0.5753968253968254,0.0,0.0,0.0,0.5753968253968254,0.20734126984126985,0.0,0.0,0.0,0.21726190476190477,1.0,0.0,0.0,0.5753968253968254,1.0,64142.01340228245,63089.119047619046,2198.90873015873,7.745039682539682,46.87698412698413,0.8640873015873016,6,6
development,ALL,UEA,dependency_guided,73290,336.0,336.0,0.0,0.0,255.66666666666666,0.0,67.66666666666667,0.0,0.0,12.666666666666666,255.66666666666666,255.66666666666666,0.0,0.0,336.0,255.66666666666666,255.66666666666666,255.66666666666666,323.3333333333333,21307244.666666668,21197944.0,739701.6666666666,2602.3333333333335,15766.666666666668,290.3333333333333,0.7609126984126984,0.0,0.0,0.0,0.7609126984126984,0.2013888888888889,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.7609126984126984,1.0,65898.69484536083,63089.119047619046,2201.4930555555557,7.745039682539683,46.92460317460318,0.8640873015873015,0.7609126984126984,0.0,0.0,0.0,0.7609126984126984,0.2013888888888889,0.0,0.0,0.0,0.037698412698412696,1.0,0.0,0.0,0.7609126984126984,1.0,65826.97496947498,63089.119047619046,2201.4930555555557,7.745039682539682,46.92460317460318,0.8640873015873016,6,6
development,ALL,UEA,dependency_guided,76363,336.0,336.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,336.0,336.0,0.0,0.0,336.0,336.0,336.0,336.0,336.0,22924066.666666668,21197944.0,764707.0,2670.0,16286.333333333334,313.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,68226.38888888889,63089.119047619046,2275.9136904761904,7.946428571428571,48.47123015873016,0.9315476190476191,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,68226.38888888889,63089.119047619046,2275.9136904761904,7.946428571428571,48.47123015873016,0.9315476190476191,6,6
development,ALL,UEA,global_fixed,0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,21197944.0,699511.6666666666,2510.0,14910.666666666666,272.66666666666663,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079364,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,63089.119047619046,2081.8799603174602,7.470238095238095,44.37698412698413,0.8115079365079365,6,6
development,ALL,UEA,global_fixed,39499,336.0,336.0,0.0,0.0,1.6666666666666665,0.0,17.333333333333332,0.0,0.0,317.0,1.6666666666666665,1.6666666666666665,0.0,0.0,336.0,1.6666666666666665,1.6666666666666665,1.6666666666666665,19.0,712904.6666666666,21197944.0,702168.0,2530.3333333333335,14967.666666666666,274.6666666666667,0.00496031746031746,0.0,0.0,0.0,0.00496031746031746,0.051587301587301584,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.00496031746031746,1.0,37521.29824561403,63089.119047619046,2089.785714285714,7.530753968253968,44.54662698412698,0.8174603174603176,0.00496031746031746,0.0,0.0,0.0,0.00496031746031746,0.051587301587301584,0.0,0.0,0.0,0.9434523809523809,1.0,0.0,0.0,0.00496031746031746,1.0,37505.85750915751,63089.119047619046,2089.785714285714,7.530753968253968,44.54662698412699,0.8174603174603174,6,6
development,ALL,UEA,global_fixed,50761,336.0,336.0,0.0,0.0,8.333333333333332,0.0,32.666666666666664,0.0,0.0,295.0,8.333333333333332,8.333333333333332,0.0,0.0,336.0,8.333333333333332,8.333333333333332,8.333333333333332,41.0,1905432.0,21197944.0,708473.6666666666,2559.0,15116.0,279.6666666666667,0.024801587301587297,0.0,0.0,0.0,0.024801587301587297,0.09722222222222221,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.024801587301587297,1.0,46473.95121951219,63089.119047619046,2108.552579365079,7.616071428571429,44.98809523809524,0.8323412698412699,0.0248015873015873,0.0,0.0,0.0,0.0248015873015873,0.09722222222222222,0.0,0.0,0.0,0.8779761904761905,1.0,0.0,0.0,0.0248015873015873,1.0,46410.92784365393,63089.119047619046,2108.5525793650795,7.616071428571429,44.988095238095234,0.8323412698412698,6,6
development,ALL,UEA,global_fixed,58954,336.0,336.0,0.0,0.0,21.0,0.0,55.333333333333336,0.0,0.0,259.6666666666667,21.0,21.0,0.0,0.0,336.0,21.0,21.0,21.0,76.33333333333333,4020543.3333333335,21197944.0,714962.0,2586.3333333333335,15268.666666666666,284.3333333333333,0.0625,0.0,0.0,0.0,0.0625,0.16468253968253968,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.0625,1.0,52670.87336244542,63089.119047619046,2127.8630952380954,7.697420634920635,45.442460317460316,0.8462301587301587,0.0625,0.0,0.0,0.0,0.0625,0.16468253968253968,0.0,0.0,0.0,0.7728174603174603,1.0,0.0,0.0,0.0625,1.0,52675.17244167244,63089.119047619046,2127.8630952380954,7.697420634920634,45.442460317460316,0.8462301587301587,6,6
development,ALL,UEA,global_fixed,62026,336.0,336.0,0.0,0.0,58.0,0.0,65.66666666666667,0.0,0.0,212.33333333333334,58.0,58.0,0.0,0.0,336.0,58.0,58.0,58.0,123.66666666666667,7347921.333333333,21197944.0,732776.3333333334,2624.0,15709.666666666666,286.0,0.17261904761904762,0.0,0.0,0.0,0.17261904761904762,0.19543650793650796,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.17261904761904762,1.0,59417.15363881401,63089.119047619046,2180.8819444444443,7.809523809523809,46.754960317460316,0.8511904761904762,0.17261904761904762,0.0,0.0,0.0,0.17261904761904762,0.19543650793650794,0.0,0.0,0.0,0.6319444444444444,1.0,0.0,0.0,0.17261904761904762,1.0,59322.31191881419,63089.119047619046,2180.8819444444443,7.809523809523809,46.754960317460316,0.8511904761904763,6,6
development,ALL,UEA,global_fixed,66121,336.0,336.0,0.0,0.0,94.66666666666666,0.0,89.0,0.0,0.0,152.33333333333334,94.66666666666666,94.66666666666666,0.0,0.0,336.0,94.66666666666666,94.66666666666666,94.66666666666666,183.66666666666666,11388923.0,21197944.0,735980.0,2636.6666666666665,15762.333333333332,288.0,0.28174603174603174,0.0,0.0,0.0,0.28174603174603174,0.2648809523809524,0.0,0.0,0.0,0.4533730158730159,1.0,0.0,0.0,0.28174603174603174,1.0,62008.6551724138,63089.119047619046,2190.4166666666665,7.847222222222221,46.91170634920635,0.8571428571428571,0.28174603174603174,0.0,0.0,0.0,0.28174603174603174,0.2648809523809524,0.0,0.0,0.0,0.45337301587301587,1.0,0.0,0.0,0.28174603174603174,1.0,61843.89461285335,63089.119047619046,2190.4166666666665,7.847222222222222,46.91170634920635,0.8571428571428572,6,6
development,ALL,UEA,global_fixed,72264,336.0,336.0,0.0,0.0,119.66666666666667,0.0,98.66666666666667,0.0,0.0,117.66666666666667,119.66666666666667,119.66666666666667,0.0,0.0,336.0,119.66666666666667,119.66666666666667,119.66666666666667,218.33333333333331,13828940.0,21197944.0,738260.0,2641.0,15795.0,290.3333333333333,0.35615079365079366,0.0,0.0,0.0,0.35615079365079366,0.29365079365079366,0.0,0.0,0.0,0.35019841269841273,1.0,0.0,0.0,0.35615079365079366,1.0,63338.65648854963,63089.119047619046,2197.2023809523807,7.8601190476190474,47.00892857142857,0.8640873015873015,0.35615079365079366,0.0,0.0,0.0,0.35615079365079366,0.29365079365079366,0.0,0.0,0.0,0.3501984126984127,1.0,0.0,0.0,0.35615079365079366,1.0,63240.16532496012,63089.119047619046,2197.2023809523807,7.8601190476190474,47.00892857142857,0.8640873015873016,6,6
