cost,stratum,mechanism,policy,rho,families,observations,reference_point,reference_unknown,reference_not_applicable,correct,wrong,wrong_safe,point,unknown,infeasible,not_applicable,correct_coverage,wrong_rate,wrong_safe_rate,unknown_rate,infeasible_rate,reference_coverage,reference_unknown_rate,reference_not_applicable_rate
C1,ALL,ALL,global_fixed,0.0,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.05,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.1,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.15,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.2,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.25,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.3,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.0,668.6666666666667,0.0,0.000496031746031746,0.0,0.0,0.004464285714285714,0.9950396825396826,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.35,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,667.3333333333334,0.0,0.000496031746031746,0.0,0.0,0.006448412698412698,0.9930555555555556,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.4,6,672.0,672.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,12.666666666666666,658.0,0.0,0.001984126984126984,0.0,0.0,0.018849206349206348,0.9791666666666667,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.45,6,672.0,672.0,0.0,0.0,3.0,0.0,0.0,3.0,22.333333333333332,646.6666666666666,0.0,0.004464285714285714,0.0,0.0,0.033234126984126984,0.9623015873015873,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.5,6,672.0,672.0,0.0,0.0,3.333333333333333,0.0,0.0,3.333333333333333,26.666666666666664,642.0,0.0,0.00496031746031746,0.0,0.0,0.03968253968253968,0.9553571428571428,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.55,6,672.0,672.0,0.0,0.0,5.666666666666666,0.0,0.0,5.666666666666666,33.0,633.3333333333333,0.0,0.008432539682539682,0.0,0.0,0.04910714285714286,0.9424603174603174,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.6,6,672.0,672.0,0.0,0.0,7.666666666666666,0.0,0.0,7.666666666666666,40.333333333333336,624.0,0.0,0.011408730158730158,0.0,0.0,0.06001984126984127,0.9285714285714286,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.65,6,672.0,672.0,0.0,0.0,13.333333333333332,0.0,0.0,13.333333333333332,49.33333333333333,609.3333333333333,0.0,0.01984126984126984,0.0,0.0,0.07341269841269842,0.9067460317460317,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.7,6,672.0,672.0,0.0,0.0,46.0,0.0,0.0,46.0,70.66666666666666,555.3333333333334,0.0,0.06845238095238095,0.0,0.0,0.10515873015873016,0.826388888888889,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.75,6,672.0,672.0,0.0,0.0,51.99999999999999,0.0,0.0,51.99999999999999,71.33333333333333,548.6666666666666,0.0,0.07738095238095237,0.0,0.0,0.10615079365079365,0.8164682539682538,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.8,6,672.0,672.0,0.0,0.0,66.33333333333333,0.0,0.0,66.33333333333333,76.33333333333333,529.3333333333334,0.0,0.09871031746031746,0.0,0.0,0.11359126984126984,0.7876984126984127,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.85,6,672.0,672.0,0.0,0.0,140.0,0.0,0.0,140.0,110.66666666666667,421.33333333333337,0.0,0.20833333333333331,0.0,0.0,0.16468253968253968,0.626984126984127,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.9,6,672.0,672.0,0.0,0.0,267.0,0.0,0.0,267.0,145.66666666666669,259.3333333333333,0.0,0.3973214285714286,0.0,0.0,0.21676587301587302,0.3859126984126984,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,0.95,6,672.0,672.0,0.0,0.0,365.3333333333333,0.0,0.0,365.3333333333333,158.0,148.66666666666666,0.0,0.5436507936507936,0.0,0.0,0.23511904761904764,0.22123015873015872,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,1.0,6,672.0,672.0,0.0,0.0,672.0,0.0,0.0,672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.0,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.05,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.1,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.15,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.2,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.25,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.3,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.0,668.6666666666667,0.0,0.000496031746031746,0.0,0.0,0.004464285714285714,0.9950396825396826,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.35,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,667.3333333333334,0.0,0.000496031746031746,0.0,0.0,0.006448412698412698,0.9930555555555556,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.4,6,672.0,672.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,12.666666666666666,658.0,0.0,0.001984126984126984,0.0,0.0,0.018849206349206348,0.9791666666666667,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.45,6,672.0,672.0,0.0,0.0,3.9999999999999996,0.0,0.0,3.9999999999999996,21.333333333333332,646.6666666666666,0.0,0.005952380952380952,0.0,0.0,0.031746031746031744,0.9623015873015873,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.5,6,672.0,672.0,0.0,0.0,4.333333333333333,0.0,0.0,4.333333333333333,25.666666666666664,642.0,0.0,0.006448412698412698,0.0,0.0,0.03819444444444444,0.9553571428571428,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.55,6,672.0,672.0,0.0,0.0,7.666666666666666,0.0,0.0,7.666666666666666,31.0,633.3333333333333,0.0,0.011408730158730158,0.0,0.0,0.046130952380952384,0.9424603174603174,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.6,6,672.0,672.0,0.0,0.0,13.666666666666666,0.0,0.0,13.666666666666666,34.333333333333336,624.0,0.0,0.020337301587301584,0.0,0.0,0.05109126984126984,0.9285714285714286,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.65,6,672.0,672.0,0.0,0.0,24.0,0.0,0.0,24.0,38.666666666666664,609.3333333333333,0.0,0.03571428571428571,0.0,0.0,0.05753968253968254,0.9067460317460317,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.7,6,672.0,672.0,0.0,0.0,58.33333333333333,0.0,0.0,58.33333333333333,58.33333333333333,555.3333333333334,0.0,0.08680555555555555,0.0,0.0,0.08680555555555555,0.826388888888889,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.75,6,672.0,672.0,0.0,0.0,73.33333333333333,0.0,0.0,73.33333333333333,49.99999999999999,548.6666666666666,0.0,0.10912698412698411,0.0,0.0,0.0744047619047619,0.8164682539682538,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.8,6,672.0,672.0,0.0,0.0,95.0,0.0,0.0,95.0,47.666666666666664,529.3333333333334,0.0,0.14136904761904762,0.0,0.0,0.07093253968253968,0.7876984126984127,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.85,6,672.0,672.0,0.0,0.0,171.33333333333334,0.0,0.0,171.33333333333334,79.33333333333334,421.33333333333337,0.0,0.2549603174603175,0.0,0.0,0.11805555555555557,0.626984126984127,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.9,6,672.0,672.0,0.0,0.0,317.0,0.0,0.0,317.0,95.66666666666667,259.3333333333333,0.0,0.47172619047619047,0.0,0.0,0.1423611111111111,0.3859126984126984,1.0,0.0,0.0
C1,ALL,ALL,metric_static,0.95,6,672.0,672.0,0.0,0.0,417.0,0.0,0.0,417.0,106.33333333333333,148.66666666666666,0.0,0.6205357142857143,0.0,0.0,0.15823412698412698,0.22123015873015872,1.0,0.0,0.0
C1,ALL,ALL,metric_static,1.0,6,672.0,672.0,0.0,0.0,672.0,0.0,0.0,672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.0,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.05,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.1,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.15,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.2,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.25,6,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.3,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.0,668.6666666666667,0.0,0.000496031746031746,0.0,0.0,0.004464285714285714,0.9950396825396826,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.35,6,672.0,672.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,667.3333333333334,0.0,0.000496031746031746,0.0,0.0,0.006448412698412698,0.9930555555555556,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.4,6,672.0,672.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,12.666666666666666,658.0,0.0,0.001984126984126984,0.0,0.0,0.018849206349206348,0.9791666666666667,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.45,6,672.0,672.0,0.0,0.0,4.333333333333333,0.0,0.0,4.333333333333333,21.0,646.6666666666666,0.0,0.006448412698412698,0.0,0.0,0.03125,0.9623015873015873,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.5,6,672.0,672.0,0.0,0.0,6.0,0.0,0.0,6.0,24.0,642.0,0.0,0.008928571428571428,0.0,0.0,0.03571428571428571,0.9553571428571428,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.55,6,672.0,672.0,0.0,0.0,9.666666666666666,0.0,0.0,9.666666666666666,29.0,633.3333333333333,0.0,0.014384920634920634,0.0,0.0,0.043154761904761904,0.9424603174603174,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.6,6,672.0,672.0,0.0,0.0,16.666666666666664,0.0,0.0,16.666666666666664,31.333333333333332,624.0,0.0,0.0248015873015873,0.0,0.0,0.04662698412698412,0.9285714285714286,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.65,6,672.0,672.0,0.0,0.0,28.0,0.0,0.0,28.0,34.666666666666664,609.3333333333333,0.0,0.041666666666666664,0.0,0.0,0.051587301587301584,0.9067460317460317,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.7,6,672.0,672.0,0.0,0.0,64.0,0.0,0.0,64.0,52.66666666666666,555.3333333333334,0.0,0.09523809523809523,0.0,0.0,0.07837301587301586,0.826388888888889,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.75,6,672.0,672.0,0.0,0.0,77.33333333333333,0.0,0.0,77.33333333333333,45.99999999999999,548.6666666666666,0.0,0.11507936507936506,0.0,0.0,0.06845238095238095,0.8164682539682538,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.8,6,672.0,672.0,0.0,0.0,99.66666666666666,0.0,0.0,99.66666666666666,43.0,529.3333333333334,0.0,0.14831349206349204,0.0,0.0,0.06398809523809523,0.7876984126984127,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.85,6,672.0,672.0,0.0,0.0,174.66666666666669,0.0,0.0,174.66666666666669,76.0,421.33333333333337,0.0,0.25992063492063494,0.0,0.0,0.1130952380952381,0.626984126984127,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.9,6,672.0,672.0,0.0,0.0,319.3333333333333,0.0,0.0,319.3333333333333,93.33333333333334,259.3333333333333,0.0,0.4751984126984127,0.0,0.0,0.1388888888888889,0.3859126984126984,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,0.95,6,672.0,672.0,0.0,0.0,419.3333333333333,0.0,0.0,419.3333333333333,104.0,148.66666666666666,0.0,0.6240079365079365,0.0,0.0,0.15476190476190477,0.22123015873015872,1.0,0.0,0.0
C1,ALL,ALL,dependency_guided,1.0,6,672.0,672.0,0.0,0.0,672.0,0.0,0.0,672.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.0,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.05,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.1,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.15,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.2,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.25,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.3,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.35,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.4,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.45,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.5,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.55,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.6,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.65,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.7,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.75,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.8,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.85,6,480.0,480.0,0.0,0.0,84.0,0.0,0.0,84.0,60.0,336.0,0.0,0.175,0.0,0.0,0.125,0.7,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.9,6,480.0,480.0,0.0,0.0,192.0,0.0,0.0,192.0,96.0,192.0,0.0,0.4,0.0,0.0,0.2,0.4,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,0.95,6,480.0,480.0,0.0,0.0,276.0,0.0,0.0,276.0,108.0,96.0,0.0,0.575,0.0,0.0,0.225,0.2,1.0,0.0,0.0
C1,ALL,whole_channel,global_fixed,1.0,6,480.0,480.0,0.0,0.0,480.0,0.0,0.0,480.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.0,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.05,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.1,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.15,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.2,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.25,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.3,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.35,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.4,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.45,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.5,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.55,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.6,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.65,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.7,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.75,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.8,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.85,6,480.0,480.0,0.0,0.0,84.0,0.0,0.0,84.0,60.0,336.0,0.0,0.175,0.0,0.0,0.125,0.7,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.9,6,480.0,480.0,0.0,0.0,210.0,0.0,0.0,210.0,78.0,192.0,0.0,0.4375,0.0,0.0,0.1625,0.4,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,0.95,6,480.0,480.0,0.0,0.0,294.0,0.0,0.0,294.0,90.0,96.0,0.0,0.6125,0.0,0.0,0.1875,0.2,1.0,0.0,0.0
C1,ALL,whole_channel,metric_static,1.0,6,480.0,480.0,0.0,0.0,480.0,0.0,0.0,480.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.0,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.05,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.1,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.15,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.2,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.25,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.3,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.35,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.4,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.45,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.5,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.55,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.6,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.65,6,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.7,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.75,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.8,6,480.0,480.0,0.0,0.0,30.0,0.0,0.0,30.0,18.0,432.0,0.0,0.0625,0.0,0.0,0.0375,0.9,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.85,6,480.0,480.0,0.0,0.0,84.0,0.0,0.0,84.0,60.0,336.0,0.0,0.175,0.0,0.0,0.125,0.7,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.9,6,480.0,480.0,0.0,0.0,210.0,0.0,0.0,210.0,78.0,192.0,0.0,0.4375,0.0,0.0,0.1625,0.4,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,0.95,6,480.0,480.0,0.0,0.0,294.0,0.0,0.0,294.0,90.0,96.0,0.0,0.6125,0.0,0.0,0.1875,0.2,1.0,0.0,0.0
C1,ALL,whole_channel,dependency_guided,1.0,6,480.0,480.0,0.0,0.0,480.0,0.0,0.0,480.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
