cost,stratum,mechanism,policy,family_id,rho,observations,reference_point,reference_unknown,reference_not_applicable,correct,wrong,wrong_safe,point,unknown,infeasible,not_applicable,correct_coverage,wrong_rate,wrong_safe_rate,unknown_rate,infeasible_rate,reference_coverage,reference_unknown_rate,reference_not_applicable_rate
C1,ALL,ALL,global_fixed,D01_append_journal,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.3,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,110.66666666666667,0.0,0.002976190476190476,0.0,0.0,0.008928571428571428,0.9880952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.35,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,110.66666666666667,0.0,0.002976190476190476,0.0,0.0,0.008928571428571428,0.9880952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.4,112.0,112.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,3.333333333333333,107.99999999999999,0.0,0.005952380952380952,0.0,0.0,0.02976190476190476,0.9642857142857142,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.45,112.0,112.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,4.666666666666666,106.66666666666667,0.0,0.005952380952380952,0.0,0.0,0.041666666666666664,0.9523809523809524,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.5,112.0,112.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,4.666666666666666,106.66666666666667,0.0,0.005952380952380952,0.0,0.0,0.041666666666666664,0.9523809523809524,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.55,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,106.0,0.0,0.008928571428571428,0.0,0.0,0.044642857142857144,0.9464285714285714,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.6,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,6.333333333333333,104.0,0.0,0.01488095238095238,0.0,0.0,0.05654761904761905,0.9285714285714286,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.65,112.0,112.0,0.0,0.0,3.333333333333333,0.0,0.0,3.333333333333333,6.666666666666666,101.99999999999999,0.0,0.02976190476190476,0.0,0.0,0.05952380952380952,0.9107142857142856,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.7,112.0,112.0,0.0,0.0,8.666666666666666,0.0,0.0,8.666666666666666,10.0,93.33333333333333,0.0,0.07738095238095237,0.0,0.0,0.08928571428571429,0.8333333333333333,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.75,112.0,112.0,0.0,0.0,9.666666666666666,0.0,0.0,9.666666666666666,10.333333333333332,91.99999999999999,0.0,0.08630952380952381,0.0,0.0,0.09226190476190475,0.8214285714285713,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.8,112.0,112.0,0.0,0.0,12.666666666666666,0.0,0.0,12.666666666666666,11.333333333333332,88.0,0.0,0.1130952380952381,0.0,0.0,0.10119047619047618,0.7857142857142857,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.85,112.0,112.0,0.0,0.0,25.333333333333336,0.0,0.0,25.333333333333336,16.0,70.66666666666666,0.0,0.22619047619047622,0.0,0.0,0.14285714285714285,0.6309523809523808,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.9,112.0,112.0,0.0,0.0,46.333333333333336,0.0,0.0,46.333333333333336,21.666666666666668,44.0,0.0,0.4136904761904762,0.0,0.0,0.19345238095238096,0.39285714285714285,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,0.95,112.0,112.0,0.0,0.0,62.333333333333336,0.0,0.0,62.333333333333336,24.33333333333334,25.333333333333332,0.0,0.5565476190476191,0.0,0.0,0.21726190476190482,0.2261904761904762,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D01_append_journal,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,111.33333333333333,0.0,0.0,0.0,0.0,0.005952380952380952,0.994047619047619,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.4,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,2.333333333333333,109.33333333333334,0.0,0.002976190476190476,0.0,0.0,0.020833333333333332,0.9761904761904763,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.45,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,3.666666666666667,106.66666666666667,0.0,0.01488095238095238,0.0,0.0,0.03273809523809524,0.9523809523809524,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.5,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,4.333333333333333,106.00000000000001,0.0,0.01488095238095238,0.0,0.0,0.038690476190476185,0.9464285714285715,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.55,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,5.0,105.33333333333334,0.0,0.01488095238095238,0.0,0.0,0.044642857142857144,0.9404761904761906,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.6,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,6.333333333333334,103.99999999999999,0.0,0.01488095238095238,0.0,0.0,0.056547619047619055,0.9285714285714285,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.65,112.0,112.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.9999999999999998,9.333333333333332,100.66666666666667,0.0,0.017857142857142856,0.0,0.0,0.08333333333333333,0.8988095238095238,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.7,112.0,112.0,0.0,0.0,7.333333333333333,0.0,0.0,7.333333333333333,12.666666666666668,92.00000000000001,0.0,0.06547619047619048,0.0,0.0,0.11309523809523811,0.8214285714285715,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.75,112.0,112.0,0.0,0.0,8.333333333333332,0.0,0.0,8.333333333333332,13.0,90.66666666666667,0.0,0.07440476190476189,0.0,0.0,0.11607142857142858,0.8095238095238095,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.8,112.0,112.0,0.0,0.0,11.0,0.0,0.0,11.0,13.0,88.0,0.0,0.09821428571428571,0.0,0.0,0.11607142857142858,0.7857142857142857,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.85,112.0,112.0,0.0,0.0,23.666666666666664,0.0,0.0,23.666666666666664,17.666666666666664,70.66666666666667,0.0,0.21130952380952378,0.0,0.0,0.1577380952380952,0.630952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.9,112.0,112.0,0.0,0.0,44.0,0.0,0.0,44.0,23.333333333333332,44.66666666666667,0.0,0.39285714285714285,0.0,0.0,0.20833333333333331,0.39880952380952384,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,0.95,112.0,112.0,0.0,0.0,61.33333333333332,0.0,0.0,61.33333333333332,25.333333333333332,25.333333333333332,0.0,0.5476190476190476,0.0,0.0,0.2261904761904762,0.2261904761904762,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,D03_render_report,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666667,0.0,0.0,0.0,0.0,0.011904761904761904,0.9880952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666667,0.0,0.0,0.0,0.0,0.011904761904761904,0.9880952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,110.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.9821428571428571,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.45,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,108.66666666666666,0.0,0.0,0.0,0.0,0.029761904761904764,0.9702380952380951,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.5,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666666,107.33333333333334,0.0,0.0,0.0,0.0,0.041666666666666664,0.9583333333333334,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.55,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,7.000000000000001,103.99999999999999,0.0,0.008928571428571428,0.0,0.0,0.06250000000000001,0.9285714285714285,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.6,112.0,112.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,8.0,102.66666666666667,0.0,0.011904761904761904,0.0,0.0,0.07142857142857142,0.9166666666666667,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.65,112.0,112.0,0.0,0.0,2.333333333333333,0.0,0.0,2.333333333333333,10.333333333333334,99.33333333333333,0.0,0.020833333333333332,0.0,0.0,0.09226190476190477,0.8869047619047619,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.7,112.0,112.0,0.0,0.0,7.999999999999999,0.0,0.0,7.999999999999999,13.999999999999998,90.00000000000001,0.0,0.07142857142857142,0.0,0.0,0.12499999999999999,0.8035714285714287,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.75,112.0,112.0,0.0,0.0,8.666666666666664,0.0,0.0,8.666666666666664,13.999999999999998,89.33333333333334,0.0,0.07738095238095236,0.0,0.0,0.12499999999999999,0.7976190476190477,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.8,112.0,112.0,0.0,0.0,8.666666666666664,0.0,0.0,8.666666666666664,15.33333333333333,88.0,0.0,0.07738095238095236,0.0,0.0,0.1369047619047619,0.7857142857142857,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.85,112.0,112.0,0.0,0.0,20.333333333333332,0.0,0.0,20.333333333333332,21.000000000000004,70.66666666666666,0.0,0.18154761904761904,0.0,0.0,0.18750000000000003,0.6309523809523808,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.9,112.0,112.0,0.0,0.0,43.00000000000001,0.0,0.0,43.00000000000001,27.000000000000007,42.0,0.0,0.3839285714285715,0.0,0.0,0.24107142857142863,0.375,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,0.95,112.0,112.0,0.0,0.0,59.000000000000014,0.0,0.0,59.000000000000014,29.000000000000007,24.0,0.0,0.5267857142857144,0.0,0.0,0.2589285714285715,0.21428571428571427,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H01_publish_directory,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.4,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,110.66666666666667,0.0,0.002976190476190476,0.0,0.0,0.008928571428571428,0.9880952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.45,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,2.333333333333333,109.33333333333333,0.0,0.002976190476190476,0.0,0.0,0.020833333333333332,0.9761904761904762,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.5,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,107.33333333333331,0.0,0.002976190476190476,0.0,0.0,0.038690476190476185,0.9583333333333331,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.55,112.0,112.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,5.333333333333334,105.99999999999999,0.0,0.005952380952380952,0.0,0.0,0.04761904761904762,0.9464285714285713,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.6,112.0,112.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,7.333333333333334,103.33333333333333,0.0,0.011904761904761904,0.0,0.0,0.06547619047619048,0.9226190476190476,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.65,112.0,112.0,0.0,0.0,2.333333333333333,0.0,0.0,2.333333333333333,7.0,102.66666666666667,0.0,0.020833333333333332,0.0,0.0,0.0625,0.9166666666666667,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.7,112.0,112.0,0.0,0.0,7.666666666666665,0.0,0.0,7.666666666666665,10.333333333333332,94.00000000000001,0.0,0.06845238095238095,0.0,0.0,0.09226190476190475,0.8392857142857144,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.75,112.0,112.0,0.0,0.0,9.333333333333332,0.0,0.0,9.333333333333332,10.666666666666666,91.99999999999999,0.0,0.08333333333333333,0.0,0.0,0.09523809523809523,0.8214285714285713,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.8,112.0,112.0,0.0,0.0,11.333333333333332,0.0,0.0,11.333333333333332,12.666666666666666,88.0,0.0,0.10119047619047618,0.0,0.0,0.1130952380952381,0.7857142857142857,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.85,112.0,112.0,0.0,0.0,23.666666666666668,0.0,0.0,23.666666666666668,19.0,69.33333333333334,0.0,0.2113095238095238,0.0,0.0,0.16964285714285715,0.6190476190476192,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.9,112.0,112.0,0.0,0.0,45.333333333333336,0.0,0.0,45.333333333333336,23.333333333333336,43.33333333333333,0.0,0.40476190476190477,0.0,0.0,0.20833333333333334,0.38690476190476186,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,0.95,112.0,112.0,0.0,0.0,61.99999999999999,0.0,0.0,61.99999999999999,26.0,24.0,0.0,0.5535714285714285,0.0,0.0,0.23214285714285715,0.21428571428571427,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H02_inventory_reservation,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,109.33333333333334,0.0,0.0,0.0,0.0,0.023809523809523808,0.9761904761904763,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.45,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,107.33333333333334,0.0,0.002976190476190476,0.0,0.0,0.038690476190476185,0.9583333333333334,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.5,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.333333333333333,107.33333333333334,0.0,0.002976190476190476,0.0,0.0,0.038690476190476185,0.9583333333333334,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.55,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,5.666666666666666,105.33333333333333,0.0,0.008928571428571428,0.0,0.0,0.05059523809523809,0.9404761904761905,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.6,112.0,112.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,5.999999999999999,104.66666666666667,0.0,0.011904761904761904,0.0,0.0,0.05357142857142856,0.9345238095238095,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.65,112.0,112.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.9999999999999998,7.333333333333334,102.66666666666664,0.0,0.017857142857142856,0.0,0.0,0.06547619047619048,0.9166666666666664,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.7,112.0,112.0,0.0,0.0,8.0,0.0,0.0,8.0,11.333333333333332,92.66666666666664,0.0,0.07142857142857142,0.0,0.0,0.10119047619047618,0.8273809523809522,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.75,112.0,112.0,0.0,0.0,8.0,0.0,0.0,8.0,11.333333333333332,92.66666666666664,0.0,0.07142857142857142,0.0,0.0,0.10119047619047618,0.8273809523809522,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.8,112.0,112.0,0.0,0.0,11.333333333333332,0.0,0.0,11.333333333333332,12.0,88.66666666666667,0.0,0.10119047619047618,0.0,0.0,0.10714285714285714,0.7916666666666667,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.85,112.0,112.0,0.0,0.0,22.66666666666667,0.0,0.0,22.66666666666667,18.666666666666664,70.66666666666667,0.0,0.2023809523809524,0.0,0.0,0.16666666666666666,0.630952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.9,112.0,112.0,0.0,0.0,44.0,0.0,0.0,44.0,25.33333333333333,42.66666666666667,0.0,0.39285714285714285,0.0,0.0,0.22619047619047614,0.380952380952381,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,0.95,112.0,112.0,0.0,0.0,60.99999999999999,0.0,0.0,60.99999999999999,26.999999999999996,24.0,0.0,0.5446428571428571,0.0,0.0,0.24107142857142855,0.21428571428571427,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H03_manifest_package,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,111.33333333333334,0.0,0.0,0.0,0.0,0.005952380952380952,0.9940476190476192,1.0,0.0,0.0
C1,ALL,ALL,global_fixed,H04_sql_join_export,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666667,0.0,0.0,0.0,0.0,0.011904761904761904,0.9880952380952381,1.0,0.0,0.0
