cost,split,query_id,unit,family_id,metric,condition,seed,budget,rho,truth_status,truth_value,static_status,dynamic_status,static_correct,dynamic_correct,class_
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19119,69648,0.9,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19119,73517,0.95,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19119,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,30954,0.4,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,34824,0.45,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,38693,0.5,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,42562,0.55,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,46432,0.6,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,50301,0.65,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,54170,0.7,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,58040,0.75,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,61909,0.8,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,65778,0.85,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19119,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,30954,0.4,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,34824,0.45,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,38693,0.5,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,42562,0.55,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,46432,0.6,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,50301,0.65,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,54170,0.7,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,58040,0.75,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,61909,0.8,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,65778,0.85,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,69648,0.9,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,73517,0.95,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19120,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,30954,0.4,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,34824,0.45,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,38693,0.5,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,42562,0.55,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,46432,0.6,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,50301,0.65,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,54170,0.7,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,58040,0.75,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,61909,0.8,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,65778,0.85,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19120,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,30954,0.4,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,34824,0.45,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,38693,0.5,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,42562,0.55,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,46432,0.6,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,50301,0.65,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,54170,0.7,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,58040,0.75,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,61909,0.8,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,65778,0.85,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19120,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,30954,0.4,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,34824,0.45,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,38693,0.5,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,42562,0.55,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,46432,0.6,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,50301,0.65,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,54170,0.7,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,58040,0.75,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,61909,0.8,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,65778,0.85,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_1,19121,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,30954,0.4,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,34824,0.45,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,38693,0.5,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,42562,0.55,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,46432,0.6,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,50301,0.65,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,54170,0.7,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,58040,0.75,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,61909,0.8,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,65778,0.85,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_3,19121,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,30954,0.4,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,34824,0.45,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,38693,0.5,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,42562,0.55,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,46432,0.6,point,1,unknown,unknown,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,50301,0.65,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,54170,0.7,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,58040,0.75,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,61909,0.8,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,65778,0.85,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,69648,0.9,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,73517,0.95,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,random_5,19121,77387,1.0,point,1,point,point,True,True,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,0,0.0,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,3869,0.05,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,7738,0.1,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,11608,0.15,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,15477,0.2,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,19346,0.25,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,23216,0.3,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,27085,0.35,point,1,infeasible,infeasible,False,False,same
C1,development,D06_revoked_cache_02:TaskSuccess,D06_revoked_cache_02,D06_revoked_cache,TaskSuccess,failure_correlated,0,30954,0.4,point,1,infeasible,infeasible,False,False,same
