cost,split,metric,mechanism,policy,family_id,rho,observations,reference_point,reference_unknown,reference_not_applicable,correct,wrong,wrong_safe,point,unknown,infeasible,not_applicable,correct_coverage,wrong_rate,wrong_safe_rate,unknown_rate,infeasible_rate,reference_coverage,reference_unknown_rate,reference_not_applicable_rate
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666666,0.0,0.0,0.0,0.0,0.011904761904761904,0.988095238095238,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666666,0.0,0.0,0.0,0.0,0.011904761904761904,0.988095238095238,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,109.33333333333333,0.0,0.0,0.0,0.0,0.023809523809523808,0.9761904761904762,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.45,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,106.66666666666666,0.0,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.5,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,104.00000000000001,0.0,0.008928571428571428,0.0,0.0,0.0625,0.9285714285714287,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.55,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,8.333333333333334,102.66666666666667,0.0,0.008928571428571428,0.0,0.0,0.0744047619047619,0.9166666666666667,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.6,112.0,112.0,0.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,11.666666666666666,98.66666666666667,0.0,0.01488095238095238,0.0,0.0,0.10416666666666666,0.880952380952381,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.65,112.0,112.0,0.0,0.0,2.333333333333333,0.0,0.0,2.333333333333333,12.333333333333334,97.33333333333333,0.0,0.020833333333333332,0.0,0.0,0.11011904761904763,0.869047619047619,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.7,112.0,112.0,0.0,0.0,5.666666666666666,0.0,0.0,5.666666666666666,19.0,87.33333333333334,0.0,0.05059523809523809,0.0,0.0,0.16964285714285715,0.7797619047619049,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.75,112.0,112.0,0.0,0.0,6.333333333333332,0.0,0.0,6.333333333333332,18.333333333333332,87.33333333333334,0.0,0.056547619047619034,0.0,0.0,0.1636904761904762,0.7797619047619049,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.8,112.0,112.0,0.0,0.0,7.333333333333332,0.0,0.0,7.333333333333332,18.666666666666664,86.0,0.0,0.06547619047619047,0.0,0.0,0.16666666666666666,0.7678571428571429,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.85,112.0,112.0,0.0,0.0,16.0,0.0,0.0,16.0,28.0,68.0,0.0,0.14285714285714285,0.0,0.0,0.25,0.6071428571428571,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.9,112.0,112.0,0.0,0.0,35.0,0.0,0.0,35.0,35.66666666666667,41.33333333333333,0.0,0.3125,0.0,0.0,0.318452380952381,0.369047619047619,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,0.95,112.0,112.0,0.0,0.0,51.33333333333335,0.0,0.0,51.33333333333335,36.66666666666667,23.999999999999996,0.0,0.4583333333333335,0.0,0.0,0.32738095238095244,0.21428571428571425,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D01_append_journal,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,110.66666666666667,0.0,0.0,0.0,0.0,0.011904761904761904,0.9880952380952381,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.45,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,109.99999999999999,0.0,0.0,0.0,0.0,0.017857142857142856,0.982142857142857,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.5,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,108.66666666666666,0.0,0.0,0.0,0.0,0.02976190476190476,0.9702380952380951,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.55,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,5.666666666666667,106.00000000000003,0.0,0.002976190476190476,0.0,0.0,0.050595238095238096,0.9464285714285717,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.6,112.0,112.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,8.666666666666666,102.0,0.0,0.011904761904761904,0.0,0.0,0.07738095238095237,0.9107142857142857,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.65,112.0,112.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,10.666666666666666,99.99999999999999,0.0,0.011904761904761904,0.0,0.0,0.09523809523809523,0.8928571428571427,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.7,112.0,112.0,0.0,0.0,5.999999999999999,0.0,0.0,5.999999999999999,16.666666666666664,89.33333333333333,0.0,0.05357142857142856,0.0,0.0,0.14880952380952378,0.7976190476190476,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.75,112.0,112.0,0.0,0.0,5.999999999999999,0.0,0.0,5.999999999999999,18.0,87.99999999999999,0.0,0.05357142857142856,0.0,0.0,0.16071428571428573,0.7857142857142856,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.8,112.0,112.0,0.0,0.0,7.666666666666667,0.0,0.0,7.666666666666667,18.333333333333336,86.0,0.0,0.06845238095238096,0.0,0.0,0.16369047619047622,0.7678571428571429,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.85,112.0,112.0,0.0,0.0,16.333333333333332,0.0,0.0,16.333333333333332,25.666666666666668,70.0,0.0,0.14583333333333331,0.0,0.0,0.22916666666666669,0.625,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.9,112.0,112.0,0.0,0.0,36.33333333333334,0.0,0.0,36.33333333333334,33.0,42.66666666666666,0.0,0.324404761904762,0.0,0.0,0.29464285714285715,0.3809523809523809,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,0.95,112.0,112.0,0.0,0.0,51.0,0.0,0.0,51.0,35.666666666666664,25.33333333333333,0.0,0.45535714285714285,0.0,0.0,0.31845238095238093,0.22619047619047614,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D02_sqlite_transfer,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,110.00000000000001,0.0,0.0,0.0,0.0,0.017857142857142856,0.9821428571428573,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.45,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2.666666666666667,109.33333333333334,0.0,0.0,0.0,0.0,0.02380952380952381,0.9761904761904763,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.5,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333334,108.66666666666667,0.0,0.0,0.0,0.0,0.029761904761904767,0.9702380952380952,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.55,112.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0,5.000000000000001,106.00000000000001,0.0,0.008928571428571428,0.0,0.0,0.04464285714285715,0.9464285714285715,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.6,112.0,112.0,0.0,0.0,2.333333333333333,0.0,0.0,2.333333333333333,6.333333333333334,103.33333333333334,0.0,0.020833333333333332,0.0,0.0,0.056547619047619055,0.9226190476190477,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.65,112.0,112.0,0.0,0.0,2.6666666666666665,0.0,0.0,2.6666666666666665,10.666666666666664,98.66666666666667,0.0,0.023809523809523808,0.0,0.0,0.09523809523809522,0.880952380952381,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.7,112.0,112.0,0.0,0.0,5.999999999999999,0.0,0.0,5.999999999999999,15.333333333333332,90.66666666666667,0.0,0.05357142857142856,0.0,0.0,0.1369047619047619,0.8095238095238095,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.75,112.0,112.0,0.0,0.0,7.666666666666666,0.0,0.0,7.666666666666666,14.999999999999998,89.33333333333333,0.0,0.06845238095238095,0.0,0.0,0.13392857142857142,0.7976190476190476,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.8,112.0,112.0,0.0,0.0,8.333333333333332,0.0,0.0,8.333333333333332,15.666666666666666,88.0,0.0,0.07440476190476189,0.0,0.0,0.13988095238095238,0.7857142857142857,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.85,112.0,112.0,0.0,0.0,18.333333333333332,0.0,0.0,18.333333333333332,23.0,70.66666666666667,0.0,0.1636904761904762,0.0,0.0,0.20535714285714285,0.630952380952381,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.9,112.0,112.0,0.0,0.0,41.0,0.0,0.0,41.0,26.333333333333332,44.66666666666667,0.0,0.36607142857142855,0.0,0.0,0.23511904761904762,0.39880952380952384,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,0.95,112.0,112.0,0.0,0.0,57.00000000000001,0.0,0.0,57.00000000000001,28.333333333333336,26.66666666666667,0.0,0.5089285714285715,0.0,0.0,0.2529761904761905,0.23809523809523814,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D03_render_report,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.05,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.1,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.15,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.2,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.25,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.3,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.35,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.4,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9999999999999998,110.00000000000001,0.0,0.0,0.0,0.0,0.017857142857142856,0.9821428571428573,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.45,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,106.66666666666666,0.0,0.0,0.0,0.0,0.047619047619047616,0.9523809523809523,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.5,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,106.0,0.0,0.0,0.0,0.0,0.05357142857142857,0.9464285714285714,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.55,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,7.666666666666667,104.0,0.0,0.002976190476190476,0.0,0.0,0.06845238095238096,0.9285714285714286,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.6,112.0,112.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,10.333333333333334,101.33333333333333,0.0,0.002976190476190476,0.0,0.0,0.09226190476190477,0.9047619047619048,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.65,112.0,112.0,0.0,0.0,1.9999999999999998,0.0,0.0,1.9999999999999998,11.333333333333332,98.66666666666666,0.0,0.017857142857142856,0.0,0.0,0.10119047619047618,0.8809523809523808,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.7,112.0,112.0,0.0,0.0,4.666666666666666,0.0,0.0,4.666666666666666,18.666666666666668,88.66666666666667,0.0,0.041666666666666664,0.0,0.0,0.16666666666666669,0.7916666666666667,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.75,112.0,112.0,0.0,0.0,5.333333333333332,0.0,0.0,5.333333333333332,20.0,86.66666666666667,0.0,0.04761904761904761,0.0,0.0,0.17857142857142858,0.7738095238095238,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.8,112.0,112.0,0.0,0.0,6.666666666666666,0.0,0.0,6.666666666666666,19.333333333333336,86.0,0.0,0.05952380952380952,0.0,0.0,0.17261904761904764,0.7678571428571429,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.85,112.0,112.0,0.0,0.0,14.333333333333334,0.0,0.0,14.333333333333334,28.33333333333334,69.33333333333334,0.0,0.1279761904761905,0.0,0.0,0.2529761904761905,0.6190476190476192,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.9,112.0,112.0,0.0,0.0,37.33333333333334,0.0,0.0,37.33333333333334,34.0,40.66666666666667,0.0,0.3333333333333334,0.0,0.0,0.30357142857142855,0.36309523809523814,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,0.95,112.0,112.0,0.0,0.0,51.66666666666667,0.0,0.0,51.66666666666667,37.66666666666667,22.666666666666668,0.0,0.46130952380952384,0.0,0.0,0.33630952380952384,0.20238095238095238,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D04_kv_increment,1.0,112.0,112.0,0.0,0.0,112.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.0,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.05,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.1,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.15,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.2,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.25,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.3,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.6666666666666665,166.0,0.0,0.002976190476190476,0.0,0.0,0.00992063492063492,0.9880952380952381,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.35,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,2.6666666666666665,165.0,0.0,0.002976190476190476,0.0,0.0,0.015873015873015872,0.9821428571428571,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.4,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,4.666666666666666,163.0,0.0,0.002976190476190476,0.0,0.0,0.027777777777777773,0.9702380952380952,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.45,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,5.666666666666667,162.0,0.0,0.002976190476190476,0.0,0.0,0.033730158730158735,0.9642857142857143,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.5,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,7.666666666666665,159.99999999999994,0.0,0.002976190476190476,0.0,0.0,0.045634920634920625,0.952380952380952,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.55,168.0,112.0,56.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,9.66666666666667,157.99999999999994,0.0,0.002976190476190476,0.0,0.0,0.05753968253968256,0.9404761904761901,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.6,168.0,112.0,56.0,0.0,1.6666666666666665,0.0,0.0,1.6666666666666665,15.333333333333336,151.0,0.0,0.01488095238095238,0.0,0.0,0.09126984126984128,0.8988095238095238,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.65,168.0,112.0,56.0,0.0,2.0,0.0,0.0,2.0,16.0,150.0,0.0,0.017857142857142856,0.0,0.0,0.09523809523809523,0.8928571428571429,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.7,168.0,112.0,56.0,0.0,6.333333333333333,0.0,0.0,6.333333333333333,27.66666666666666,133.99999999999997,0.0,0.05654761904761905,0.0,0.0,0.16468253968253965,0.7976190476190474,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.75,168.0,112.0,56.0,0.0,6.999999999999999,0.0,0.0,6.999999999999999,29.000000000000004,131.99999999999997,0.0,0.06249999999999999,0.0,0.0,0.17261904761904764,0.7857142857142856,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.8,168.0,112.0,56.0,0.0,8.666666666666666,0.0,0.0,8.666666666666666,30.333333333333332,129.0,0.0,0.07738095238095237,0.0,0.0,0.18055555555555555,0.7678571428571429,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.85,168.0,112.0,56.0,0.0,18.666666666666664,0.0,0.0,18.666666666666664,46.33333333333334,103.00000000000001,0.0,0.16666666666666666,0.0,0.0,0.27579365079365087,0.6130952380952381,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.9,168.0,112.0,56.0,0.0,39.66666666666668,0.0,0.0,39.66666666666668,65.33333333333333,63.0,0.0,0.3541666666666668,0.0,0.0,0.38888888888888884,0.375,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,0.95,168.0,112.0,56.0,0.0,56.333333333333336,0.0,0.0,56.333333333333336,75.66666666666667,36.00000000000001,0.0,0.5029761904761905,0.0,0.0,0.4503968253968254,0.21428571428571433,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D05_untrusted_copy,1.0,168.0,112.0,56.0,0.0,112.0,0.0,0.0,112.0,56.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D06_revoked_cache,0.0,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D06_revoked_cache,0.05,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D06_revoked_cache,0.1,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D06_revoked_cache,0.15,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
C1,development,ALL,ALL,global_fixed,D06_revoked_cache,0.2,168.0,112.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0
