phase,run_id,artifact_id,depth,expected_depth,match,paths,truncated
f,run-f741dbc3fe9289fb586b3b34,artifact-c5eebdaf677902b9,2,2,True,3,False
f,run-f741dbc3fe9289fb586b3b34,artifact-dc87043fdc9c5ed9,0,0,True,1,False
f,run-f741dbc3fe9289fb586b3b34,artifact-457d88f72a111c3f,4,4,True,11,False
f,run-f741dbc3fe9289fb586b3b34,artifact-6c93f6a49210e317,2,2,True,5,False
f,run-bb302db19ecda00da05f44b4,artifact-cc1e896c87cbaf3c,2,2,True,3,False
f,run-bb302db19ecda00da05f44b4,artifact-a47c564f38717ff7,0,0,True,1,False
f,run-bb302db19ecda00da05f44b4,artifact-26aec1f70808565b,4,4,True,11,False
f,run-bb302db19ecda00da05f44b4,artifact-d23aed5fac86f6ba,2,2,True,5,False
f,run-abea94a913a19ea1695cfc2b,artifact-34aafb0a047a80d4,2,2,True,3,False
f,run-abea94a913a19ea1695cfc2b,artifact-2df5e6f184f4b9c1,2,2,True,3,False
f,run-db94ff032d04f56a389bc55e,artifact-a613a5de19e0c2f5,2,2,True,3,False
f,run-db94ff032d04f56a389bc55e,artifact-42e13d3181ef374f,2,2,True,3,False
f,run-7f01fddc9e99db3cb3f8f64c,artifact-dcaaf136a82859b3,2,2,True,3,False
f,run-7f01fddc9e99db3cb3f8f64c,artifact-a0368eb613ff4af1,2,2,True,3,False
f,run-560b0e7b09f5e554a170f4ca,artifact-d38368bfc41f2735,2,2,True,3,False
f,run-560b0e7b09f5e554a170f4ca,artifact-304d84424bffd810,2,2,True,3,False
f,run-2d77ce590c9e9de75ef1d274,artifact-c64f0db8d564c1e9,2,2,True,3,False
f,run-2d77ce590c9e9de75ef1d274,artifact-76cc93b2066ef7bf,2,2,True,3,False
f,run-24efcfc34e72b86de7dab88a,artifact-b11f717d805f2338,2,2,True,3,False
f,run-24efcfc34e72b86de7dab88a,artifact-8bd54739dc75f18e,2,2,True,3,False
f,run-bda3eb8b762ff9fa37f71667,artifact-bd55afcda6633a99,2,2,True,3,False
f,run-bda3eb8b762ff9fa37f71667,artifact-a01ae25f82962342,2,2,True,3,False
f,run-320fc221a598d8ebbb236ef5,artifact-d7c439cf9d6dc205,2,2,True,3,False
f,run-320fc221a598d8ebbb236ef5,artifact-a536eaa4e9bfebfc,2,2,True,3,False
f,run-64b95a447f78267030d16295,artifact-6320b89ce5911493,2,2,True,3,False
f,run-64b95a447f78267030d16295,artifact-90afd8ed19131374,2,2,True,3,False
f,run-32556a6df2d6fc389ceb68cd,artifact-37720f0527222fac,2,2,True,3,False
f,run-32556a6df2d6fc389ceb68cd,artifact-cba0d8797ac3092d,2,2,True,3,False
f,run-b8e0fb849e0f8e41a83dd263,artifact-40848b46cabdb351,2,2,True,3,False
f,run-b8e0fb849e0f8e41a83dd263,artifact-9445f26d3146d7a4,2,2,True,3,False
f,run-e7680f392512ecd19522869a,artifact-8543f3045bb3b336,2,2,True,3,False
f,run-e7680f392512ecd19522869a,artifact-a68f15d279580f05,2,2,True,3,False
f,run-280dfc9312bf9c02728dedca,artifact-310362ac57fef4db,2,2,True,3,False
f,run-280dfc9312bf9c02728dedca,artifact-8178e87c645f362e,2,2,True,3,False
f,run-7a097fcf90caf938edafe933,artifact-c5eebdaf677902b9,2,2,True,3,False
f,run-7a097fcf90caf938edafe933,artifact-457d88f72a111c3f,2,2,True,3,False
f,run-b28cd2ac16435867b95a91ef,artifact-cc1e896c87cbaf3c,2,2,True,3,False
f,run-b28cd2ac16435867b95a91ef,artifact-26aec1f70808565b,2,2,True,3,False
f,run-7c64b5326c2a78ec42b035ca,artifact-afc6c7bf362694da,2,2,True,6,False
f,run-7c64b5326c2a78ec42b035ca,artifact-e223d969a0e7b8ce,0,0,True,1,False
f,run-7c64b5326c2a78ec42b035ca,artifact-ba7cd3cbcf9aac3f,4,4,True,23,False
f,run-7c64b5326c2a78ec42b035ca,artifact-b2374a9466a9f296,2,2,True,8,False
f,run-7c64b5326c2a78ec42b035ca,artifact-a7a7f0264dc84766,2,2,True,6,False
f,run-7c64b5326c2a78ec42b035ca,artifact-182570e92d251197,0,0,True,1,False
f,run-7c64b5326c2a78ec42b035ca,artifact-8d52ada486c7263f,4,4,True,23,False
f,run-7c64b5326c2a78ec42b035ca,artifact-9cd58909aa28cb58,2,2,True,8,False
f,run-7c64b5326c2a78ec42b035ca,artifact-2ca17298b9010e0e,1,1,True,3,False
f,run-7c64b5326c2a78ec42b035ca,artifact-303db80b59eaa5b4,4,4,True,23,False
f,run-7c64b5326c2a78ec42b035ca,artifact-c0b456b6e2aa6789,2,2,True,14,False
f,run-7c64b5326c2a78ec42b035ca,artifact-824eb947fc47fd69,5,5,True,10,False
f,run-7c64b5326c2a78ec42b035ca,artifact-d788b88e258f6694,3,3,True,5,False
f,run-7c64b5326c2a78ec42b035ca,artifact-cbdf3f5671a21306,7,7,True,39,False
f,run-7c64b5326c2a78ec42b035ca,artifact-da24dfd82495aacd,5,5,True,16,False
f,run-7c64b5326c2a78ec42b035ca,artifact-f759e35bc25790b2,5,5,True,10,False
f,run-7c64b5326c2a78ec42b035ca,artifact-a648db30eecdd024,3,3,True,5,False
f,run-7c64b5326c2a78ec42b035ca,artifact-78e28877bcb19294,7,7,True,39,False
f,run-7c64b5326c2a78ec42b035ca,artifact-5028c215a0623fb7,5,5,True,16,False
f,run-7c64b5326c2a78ec42b035ca,artifact-5fa6748005234b20,7,7,True,35,False
f,run-7c64b5326c2a78ec42b035ca,artifact-bfcd12e7642a6ce0,5,5,True,22,False
f,run-d76aacbb85000f423a7d114b,artifact-27958f46a1642d90,2,2,True,6,False
f,run-d76aacbb85000f423a7d114b,artifact-799849b310ce3cf4,0,0,True,1,False
f,run-d76aacbb85000f423a7d114b,artifact-95e99e6062fbd72c,4,4,True,23,False
f,run-d76aacbb85000f423a7d114b,artifact-beaf43d7bddc2e6f,2,2,True,8,False
f,run-d76aacbb85000f423a7d114b,artifact-204ca8cfb6e2f9dd,2,2,True,6,False
f,run-d76aacbb85000f423a7d114b,artifact-88c8187d860bf299,0,0,True,1,False
f,run-d76aacbb85000f423a7d114b,artifact-cceb21d5efbc9212,4,4,True,23,False
f,run-d76aacbb85000f423a7d114b,artifact-357d956c234b7ecf,2,2,True,8,False
f,run-d76aacbb85000f423a7d114b,artifact-9e67772223d4a9bd,1,1,True,3,False
f,run-d76aacbb85000f423a7d114b,artifact-6f596bd6bd2f5f0f,4,4,True,23,False
f,run-d76aacbb85000f423a7d114b,artifact-2ee431c1ee85810f,2,2,True,14,False
f,run-d76aacbb85000f423a7d114b,artifact-fb61ad1db5edec98,5,5,True,10,False
f,run-d76aacbb85000f423a7d114b,artifact-c8d008b4bb880e7d,3,3,True,5,False
f,run-d76aacbb85000f423a7d114b,artifact-a87095d26935fe94,7,7,True,39,False
f,run-d76aacbb85000f423a7d114b,artifact-beab191f4a4e2dcd,5,5,True,16,False
f,run-d76aacbb85000f423a7d114b,artifact-c11d40b213950ac2,5,5,True,10,False
f,run-d76aacbb85000f423a7d114b,artifact-9c7348eb4e51f34d,3,3,True,5,False
f,run-d76aacbb85000f423a7d114b,artifact-e83151562441401a,7,7,True,39,False
f,run-d76aacbb85000f423a7d114b,artifact-7f393b0da974692e,5,5,True,16,False
f,run-d76aacbb85000f423a7d114b,artifact-91b348477cca9da8,7,7,True,35,False
f,run-d76aacbb85000f423a7d114b,artifact-3ad3183447b70ada,5,5,True,22,False
f,run-01b6fb01fe9c13536f2343bb,artifact-5bdb1368491e4a7d,2,2,True,6,False
f,run-01b6fb01fe9c13536f2343bb,artifact-8190a1349802b2dd,0,0,True,1,False
f,run-01b6fb01fe9c13536f2343bb,artifact-a566b24e49a3ce65,4,4,True,23,False
f,run-01b6fb01fe9c13536f2343bb,artifact-1b8a83797639afda,2,2,True,8,False
f,run-01b6fb01fe9c13536f2343bb,artifact-707fd0f36ce8b8c5,2,2,True,6,False
f,run-01b6fb01fe9c13536f2343bb,artifact-522ddce714c760d0,0,0,True,1,False
f,run-01b6fb01fe9c13536f2343bb,artifact-7fd77fd87565f841,4,4,True,23,False
f,run-01b6fb01fe9c13536f2343bb,artifact-7caf057a34be5d4c,2,2,True,8,False
f,run-01b6fb01fe9c13536f2343bb,artifact-5d20816ab23e304c,1,1,True,3,False
f,run-01b6fb01fe9c13536f2343bb,artifact-a9d8768d429bca83,4,4,True,23,False
f,run-01b6fb01fe9c13536f2343bb,artifact-6b604a7bbf859221,2,2,True,14,False
f,run-01b6fb01fe9c13536f2343bb,artifact-e144feca8dac7bcb,5,5,True,10,False
f,run-01b6fb01fe9c13536f2343bb,artifact-bce77bb93e8d93bd,3,3,True,5,False
f,run-01b6fb01fe9c13536f2343bb,artifact-ffe73c35ca84b262,7,7,True,39,False
f,run-01b6fb01fe9c13536f2343bb,artifact-78886f85eed240b2,5,5,True,16,False
f,run-01b6fb01fe9c13536f2343bb,artifact-5fa3d672c6e55696,5,5,True,10,False
f,run-01b6fb01fe9c13536f2343bb,artifact-6f66f71d6b04e83f,3,3,True,5,False
f,run-01b6fb01fe9c13536f2343bb,artifact-b55cf7f3e3ad9a54,7,7,True,39,False
f,run-01b6fb01fe9c13536f2343bb,artifact-512db101ca2aa653,5,5,True,16,False
f,run-01b6fb01fe9c13536f2343bb,artifact-4e0757de7e905ce8,7,7,True,35,False
f,run-01b6fb01fe9c13536f2343bb,artifact-9c0a6510d01f5328,5,5,True,22,False
f,run-84674d12fdff58aacb4532b5,artifact-95b704b3397b855a,2,2,True,6,False
f,run-84674d12fdff58aacb4532b5,artifact-5edc5eb804617f42,0,0,True,1,False
f,run-84674d12fdff58aacb4532b5,artifact-a17dcc816d0c6ddc,4,4,True,23,False
f,run-84674d12fdff58aacb4532b5,artifact-5591ab1f942f50d4,2,2,True,8,False
f,run-84674d12fdff58aacb4532b5,artifact-f4671bb3fb8c31f4,2,2,True,6,False
f,run-84674d12fdff58aacb4532b5,artifact-e0f4a57fd2b02078,0,0,True,1,False
f,run-84674d12fdff58aacb4532b5,artifact-e3f5b5a201b74b4a,4,4,True,23,False
f,run-84674d12fdff58aacb4532b5,artifact-f6268a5f8a095c33,2,2,True,8,False
f,run-84674d12fdff58aacb4532b5,artifact-07b01717977322c6,1,1,True,3,False
f,run-84674d12fdff58aacb4532b5,artifact-b8804234e0e96e1e,4,4,True,23,False
f,run-84674d12fdff58aacb4532b5,artifact-0b8d234d3ebf3f3d,2,2,True,14,False
f,run-84674d12fdff58aacb4532b5,artifact-c6b0c76648fbe638,5,5,True,10,False
f,run-84674d12fdff58aacb4532b5,artifact-2b5f10dfea1b8a7b,3,3,True,5,False
f,run-84674d12fdff58aacb4532b5,artifact-43fd0464299564d8,7,7,True,39,False
f,run-84674d12fdff58aacb4532b5,artifact-f19635adf44d48d6,5,5,True,16,False
f,run-84674d12fdff58aacb4532b5,artifact-6fbd4b79c0741492,5,5,True,10,False
f,run-84674d12fdff58aacb4532b5,artifact-4682ca1d26179a04,3,3,True,5,False
f,run-84674d12fdff58aacb4532b5,artifact-142e48402d7686cc,7,7,True,39,False
f,run-84674d12fdff58aacb4532b5,artifact-5b2222be3889d9c5,5,5,True,16,False
f,run-84674d12fdff58aacb4532b5,artifact-ca9cd4c086539e9a,7,7,True,35,False
f,run-84674d12fdff58aacb4532b5,artifact-b2f3e61c08776533,5,5,True,22,False
f,run-aa8d0e8fb64c66d57102a548,artifact-719cbad454079997,2,2,True,6,False
f,run-aa8d0e8fb64c66d57102a548,artifact-e12c47982fe8f561,0,0,True,1,False
f,run-aa8d0e8fb64c66d57102a548,artifact-7e83d42459d469e0,4,4,True,23,False
f,run-aa8d0e8fb64c66d57102a548,artifact-ab2da24b1f63d0d6,2,2,True,8,False
f,run-aa8d0e8fb64c66d57102a548,artifact-9de9fa1f031c0fc3,2,2,True,6,False
f,run-aa8d0e8fb64c66d57102a548,artifact-cb34819f46c70688,0,0,True,1,False
f,run-aa8d0e8fb64c66d57102a548,artifact-92da4e1cd3797d73,4,4,True,23,False
f,run-aa8d0e8fb64c66d57102a548,artifact-af594bb55547a28d,2,2,True,8,False
f,run-aa8d0e8fb64c66d57102a548,artifact-3ada23c644c095e7,1,1,True,3,False
f,run-aa8d0e8fb64c66d57102a548,artifact-097e615450bd49ee,4,4,True,23,False
f,run-aa8d0e8fb64c66d57102a548,artifact-86593064cae918a6,2,2,True,14,False
f,run-aa8d0e8fb64c66d57102a548,artifact-85136d56b1a4c70e,5,5,True,10,False
f,run-aa8d0e8fb64c66d57102a548,artifact-98689f0f30c37e74,3,3,True,5,False
f,run-aa8d0e8fb64c66d57102a548,artifact-e0bb9a631b2ac31f,7,7,True,39,False
f,run-aa8d0e8fb64c66d57102a548,artifact-c8eaf7e4f4b43fff,5,5,True,16,False
f,run-aa8d0e8fb64c66d57102a548,artifact-3a29cbe9cfd8e2ae,5,5,True,10,False
f,run-aa8d0e8fb64c66d57102a548,artifact-707304993a3d8221,3,3,True,5,False
f,run-aa8d0e8fb64c66d57102a548,artifact-d30c7175979ea93c,7,7,True,39,False
f,run-aa8d0e8fb64c66d57102a548,artifact-4a33e97e572ce8ad,5,5,True,16,False
f,run-aa8d0e8fb64c66d57102a548,artifact-fd578953a51b951e,7,7,True,35,False
f,run-aa8d0e8fb64c66d57102a548,artifact-0505738c8b3b9c43,5,5,True,22,False
f,run-de7e64a46259216268694619,artifact-d384985a0661f2c6,2,2,True,6,False
f,run-de7e64a46259216268694619,artifact-726efa31379552ce,0,0,True,1,False
f,run-de7e64a46259216268694619,artifact-fa4bf3ab0dfdc7b9,4,4,True,23,False
f,run-de7e64a46259216268694619,artifact-4fdef5827c54cbd7,2,2,True,8,False
f,run-de7e64a46259216268694619,artifact-2a167bed917ad1c4,2,2,True,6,False
f,run-de7e64a46259216268694619,artifact-bd7f453313c7533c,0,0,True,1,False
f,run-de7e64a46259216268694619,artifact-e1f3396d2f34cd78,4,4,True,23,False
f,run-de7e64a46259216268694619,artifact-7f12672792ae35b0,2,2,True,8,False
f,run-de7e64a46259216268694619,artifact-ef55dc375b8a9422,1,1,True,3,False
f,run-de7e64a46259216268694619,artifact-0d136e90d954ae72,4,4,True,23,False
f,run-de7e64a46259216268694619,artifact-d935cbbe68028bfd,2,2,True,14,False
f,run-de7e64a46259216268694619,artifact-9bb6652b06a09591,5,5,True,10,False
f,run-de7e64a46259216268694619,artifact-ef769c31506dafcc,3,3,True,5,False
f,run-de7e64a46259216268694619,artifact-815ad2c1c0e82d20,7,7,True,39,False
f,run-de7e64a46259216268694619,artifact-5537e418e2d8b508,5,5,True,16,False
f,run-de7e64a46259216268694619,artifact-9537dddfa2999946,5,5,True,10,False
f,run-de7e64a46259216268694619,artifact-3ded285720751e5c,3,3,True,5,False
f,run-de7e64a46259216268694619,artifact-6f18544b4268cc51,7,7,True,39,False
f,run-de7e64a46259216268694619,artifact-af72d1a61a74928d,5,5,True,16,False
f,run-de7e64a46259216268694619,artifact-d5ec8a6c6787cc1c,7,7,True,35,False
f,run-de7e64a46259216268694619,artifact-f12b90381f76156c,5,5,True,22,False
f,run-abdc6a4a361093836ed08923,artifact-76ac1101b41891cc,2,2,True,6,False
f,run-abdc6a4a361093836ed08923,artifact-6e66867b713c2ebe,0,0,True,1,False
f,run-abdc6a4a361093836ed08923,artifact-604b3fc35db90258,4,4,True,23,False
f,run-abdc6a4a361093836ed08923,artifact-ff80e986475e3cc9,2,2,True,8,False
f,run-abdc6a4a361093836ed08923,artifact-0a2871ae7ece3284,2,2,True,6,False
f,run-abdc6a4a361093836ed08923,artifact-0aa663f82db6f0ee,0,0,True,1,False
f,run-abdc6a4a361093836ed08923,artifact-1f4ede801ccca28a,4,4,True,23,False
f,run-abdc6a4a361093836ed08923,artifact-79e5134cb29e632a,2,2,True,8,False
f,run-abdc6a4a361093836ed08923,artifact-270b9821d614f1e2,1,1,True,3,False
f,run-abdc6a4a361093836ed08923,artifact-d2f2616baa3f76b8,4,4,True,23,False
f,run-abdc6a4a361093836ed08923,artifact-6436c4747000c869,2,2,True,14,False
f,run-abdc6a4a361093836ed08923,artifact-5ff20e7d42e9e87d,5,5,True,10,False
f,run-abdc6a4a361093836ed08923,artifact-0a7fea4b85fe2bf1,3,3,True,5,False
f,run-abdc6a4a361093836ed08923,artifact-b05fec183d0098e5,7,7,True,39,False
f,run-abdc6a4a361093836ed08923,artifact-79c1a42b36ee1ec9,5,5,True,16,False
f,run-abdc6a4a361093836ed08923,artifact-dc5f7ccb448f18a2,5,5,True,10,False
f,run-abdc6a4a361093836ed08923,artifact-9104b7318723e15f,3,3,True,5,False
f,run-abdc6a4a361093836ed08923,artifact-8da78291569e68dc,7,7,True,39,False
f,run-abdc6a4a361093836ed08923,artifact-420bf4c41ba21d2c,5,5,True,16,False
f,run-abdc6a4a361093836ed08923,artifact-f8297985de862fd2,7,7,True,35,False
f,run-abdc6a4a361093836ed08923,artifact-01483a6594fbe52b,5,5,True,22,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-2e3c6fe6fd18ec82,2,2,True,6,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-5f46a52fadaa1f35,0,0,True,1,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-d200d5e2136f5ace,4,4,True,23,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-98069d333d589e2e,2,2,True,8,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-5c33fbfed096eeb9,2,2,True,6,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-bb2f47d83c136931,0,0,True,1,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-93b2ea0652399084,4,4,True,23,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-df5d0500140eab79,2,2,True,8,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-037763da3bd673cc,1,1,True,3,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-2b045e4db5c74a12,4,4,True,23,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-0856705ea12d0012,2,2,True,14,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-1f8538576e324c7d,5,5,True,10,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-0723446bacec52ee,3,3,True,5,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-d63772634c4f0e01,7,7,True,39,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-039d2fe49167fb48,5,5,True,16,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-82a51f226cbcfc93,5,5,True,10,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-419847d04cdd3fbf,3,3,True,5,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-3fe5fa7b98129224,7,7,True,39,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-a874a9772289108d,5,5,True,16,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-d35d4040c6d4d7b6,7,7,True,35,False
f,run-033bd2b29d8e6ce8178e8eff,artifact-759eb1d59695b1c4,5,5,True,22,False
f,run-9761937d7687e69f6852b1dc,artifact-c1efaa5052c674fa,2,2,True,6,False
f,run-9761937d7687e69f6852b1dc,artifact-1646aaec345bae3f,0,0,True,1,False
f,run-9761937d7687e69f6852b1dc,artifact-39e57ff815ccac6f,4,4,True,23,False
f,run-9761937d7687e69f6852b1dc,artifact-a70bec50ba82b02d,2,2,True,8,False
f,run-9761937d7687e69f6852b1dc,artifact-28df2a93dd410eb6,2,2,True,6,False
f,run-9761937d7687e69f6852b1dc,artifact-221f302fc097bbdf,0,0,True,1,False
f,run-9761937d7687e69f6852b1dc,artifact-13fdf4c1b0fabe0f,4,4,True,23,False
f,run-9761937d7687e69f6852b1dc,artifact-53f5e222254044e6,2,2,True,8,False
f,run-9761937d7687e69f6852b1dc,artifact-2cc385431fe9aedc,1,1,True,3,False
f,run-9761937d7687e69f6852b1dc,artifact-15aefd366bac0c68,4,4,True,23,False
f,run-9761937d7687e69f6852b1dc,artifact-9caef3f3890e692e,2,2,True,14,False
f,run-9761937d7687e69f6852b1dc,artifact-1000effbcd2069a9,5,5,True,10,False
f,run-9761937d7687e69f6852b1dc,artifact-d76957f453422555,3,3,True,5,False
f,run-9761937d7687e69f6852b1dc,artifact-d74cb9b5e20cbb01,7,7,True,39,False
f,run-9761937d7687e69f6852b1dc,artifact-8d21d7a3c665a34e,5,5,True,16,False
f,run-9761937d7687e69f6852b1dc,artifact-98bf9c60426250a2,5,5,True,10,False
f,run-9761937d7687e69f6852b1dc,artifact-3ec176c9f60befe7,3,3,True,5,False
f,run-9761937d7687e69f6852b1dc,artifact-4bff0f59961df012,7,7,True,39,False
f,run-9761937d7687e69f6852b1dc,artifact-cac788500be28690,5,5,True,16,False
f,run-9761937d7687e69f6852b1dc,artifact-2bad7bf21121f68b,7,7,True,35,False
f,run-9761937d7687e69f6852b1dc,artifact-9e8039456f210108,5,5,True,22,False
f,run-2ac9a916c48739f03e5967dc,artifact-b53ba29fd92f1833,2,2,True,6,False
f,run-2ac9a916c48739f03e5967dc,artifact-42cf9b42a93531e2,0,0,True,1,False
f,run-2ac9a916c48739f03e5967dc,artifact-acb2cb4e7aba304e,4,4,True,23,False
f,run-2ac9a916c48739f03e5967dc,artifact-8a967d32f013f8cc,2,2,True,8,False
f,run-2ac9a916c48739f03e5967dc,artifact-18741e08924ff00d,2,2,True,6,False
f,run-2ac9a916c48739f03e5967dc,artifact-90af1813f9a670bb,0,0,True,1,False
f,run-2ac9a916c48739f03e5967dc,artifact-5fda30816536c6ea,4,4,True,23,False
f,run-2ac9a916c48739f03e5967dc,artifact-bd3f5df20c7be3b5,2,2,True,8,False
f,run-2ac9a916c48739f03e5967dc,artifact-dce7156385ac0c33,1,1,True,3,False
f,run-2ac9a916c48739f03e5967dc,artifact-fee498d7d3752662,4,4,True,23,False
f,run-2ac9a916c48739f03e5967dc,artifact-63b0a9c58638289b,2,2,True,14,False
f,run-2ac9a916c48739f03e5967dc,artifact-7ae594a7588c6e28,5,5,True,10,False
f,run-2ac9a916c48739f03e5967dc,artifact-d00e43f5e43e2f7a,3,3,True,5,False
f,run-2ac9a916c48739f03e5967dc,artifact-5a8d4b53755f2114,7,7,True,39,False
f,run-2ac9a916c48739f03e5967dc,artifact-1325230e97b0014d,5,5,True,16,False
f,run-2ac9a916c48739f03e5967dc,artifact-8645797bd58eb47f,5,5,True,10,False
f,run-2ac9a916c48739f03e5967dc,artifact-abfb701b2c785391,3,3,True,5,False
f,run-2ac9a916c48739f03e5967dc,artifact-014e765a8ec02ba0,7,7,True,39,False
f,run-2ac9a916c48739f03e5967dc,artifact-0b6ae5dad6f0e991,5,5,True,16,False
f,run-2ac9a916c48739f03e5967dc,artifact-e53c3bb44d960337,7,7,True,35,False
f,run-2ac9a916c48739f03e5967dc,artifact-4ba847cc997c58ce,5,5,True,22,False
f,run-e769211e20a306230053ce54,artifact-33a69305c3b6fd97,2,2,True,6,False
f,run-e769211e20a306230053ce54,artifact-98376b5a9dbf509c,0,0,True,1,False
f,run-e769211e20a306230053ce54,artifact-68677fae81ca557c,4,4,True,23,False
f,run-e769211e20a306230053ce54,artifact-62e70d9559df421f,2,2,True,8,False
f,run-e769211e20a306230053ce54,artifact-cca35c46844847a5,2,2,True,6,False
f,run-e769211e20a306230053ce54,artifact-06f2f36e83777d59,0,0,True,1,False
f,run-e769211e20a306230053ce54,artifact-454e127becc6bdca,4,4,True,23,False
f,run-e769211e20a306230053ce54,artifact-8b99a424ae4ce27f,2,2,True,8,False
f,run-e769211e20a306230053ce54,artifact-924ebecf0ea533e8,1,1,True,3,False
f,run-e769211e20a306230053ce54,artifact-b638116dd94a809f,4,4,True,23,False
f,run-e769211e20a306230053ce54,artifact-e877efc5ef17bcbc,2,2,True,14,False
f,run-e769211e20a306230053ce54,artifact-344193e1ad9b46b7,5,5,True,10,False
f,run-e769211e20a306230053ce54,artifact-a859c34634b03b74,3,3,True,5,False
f,run-e769211e20a306230053ce54,artifact-cbb40bfeb2ae819f,7,7,True,39,False
f,run-e769211e20a306230053ce54,artifact-e06b814af6f34a52,5,5,True,16,False
f,run-e769211e20a306230053ce54,artifact-c0a8ad718d135ddf,5,5,True,10,False
f,run-e769211e20a306230053ce54,artifact-249f9ce29ab65d74,3,3,True,5,False
f,run-e769211e20a306230053ce54,artifact-86c927814bd26102,7,7,True,39,False
f,run-e769211e20a306230053ce54,artifact-0c0e4201b725411e,5,5,True,16,False
f,run-e769211e20a306230053ce54,artifact-adca98c6427f9591,7,7,True,35,False
f,run-e769211e20a306230053ce54,artifact-e0cb61375ef8fa27,5,5,True,22,False
f,run-cc428c53606e084d1972a286,artifact-70b2090c9cd4e0f3,2,2,True,6,False
f,run-cc428c53606e084d1972a286,artifact-275c18f0593c9178,0,0,True,1,False
f,run-cc428c53606e084d1972a286,artifact-822c5d4d7b87f22e,4,4,True,23,False
f,run-cc428c53606e084d1972a286,artifact-4283baecc9b47421,2,2,True,8,False
f,run-cc428c53606e084d1972a286,artifact-f9165896623a0208,2,2,True,6,False
f,run-cc428c53606e084d1972a286,artifact-656a1feec07ed5cb,0,0,True,1,False
f,run-cc428c53606e084d1972a286,artifact-cddeb82a3c697fdb,4,4,True,23,False
f,run-cc428c53606e084d1972a286,artifact-f45fe76604d86767,2,2,True,8,False
f,run-cc428c53606e084d1972a286,artifact-b2bbbfa0cdcfe432,1,1,True,3,False
f,run-cc428c53606e084d1972a286,artifact-398d447df9702a1d,4,4,True,23,False
f,run-cc428c53606e084d1972a286,artifact-2ac2aa874df24a4f,2,2,True,14,False
f,run-cc428c53606e084d1972a286,artifact-94dcae0c4aad5335,5,5,True,10,False
f,run-cc428c53606e084d1972a286,artifact-7be11eedccf7a3af,3,3,True,5,False
f,run-cc428c53606e084d1972a286,artifact-026833daecd72db3,7,7,True,39,False
f,run-cc428c53606e084d1972a286,artifact-d140b8ae1a17be40,5,5,True,16,False
f,run-cc428c53606e084d1972a286,artifact-84f89a362d06bdc6,5,5,True,10,False
f,run-cc428c53606e084d1972a286,artifact-77c06441eebca989,3,3,True,5,False
f,run-cc428c53606e084d1972a286,artifact-a6b66d1634eabb5b,7,7,True,39,False
f,run-cc428c53606e084d1972a286,artifact-72aa2b0c9c677f00,5,5,True,16,False
f,run-cc428c53606e084d1972a286,artifact-4bc34a31272759e2,7,7,True,35,False
f,run-cc428c53606e084d1972a286,artifact-6d9ec36ef3809175,5,5,True,22,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-5c74429b8cb7fdf7,2,2,True,6,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-6d9c0c5eff22fc2a,0,0,True,1,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-e1e8116e76701f47,4,4,True,23,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-ee9c96f9e851125f,2,2,True,8,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-b79f389ad2565d9f,2,2,True,6,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-63f8e76a25bbf0f0,0,0,True,1,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-801745f213e7a6a0,4,4,True,23,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-90b25f12a9472eff,2,2,True,8,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-a9c4c6b9a518637c,1,1,True,3,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-fc07dd3d55662ed2,4,4,True,23,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-fe50559b4f235ba7,2,2,True,14,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-d4f42698afb10b36,5,5,True,10,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-3f69d50dff8af641,3,3,True,5,False
f,run-b03a47f1fb2176016bdfcdaf,artifact-8b6537ab716a6636,7,7,True,39,False
