domain,group,metric,status,numerator,denominator,value,reason
scripted,held_out.oracle_router,provenance_f1,measured,148.0,148,1.0,artifact_origin_pairs
scripted,held_out.oracle_router,provenance_precision,measured,74.0,74,1.0,artifact_origin_pairs
scripted,held_out.oracle_router,provenance_recall,measured,74.0,74,1.0,artifact_origin_pairs
scripted,held_out.oracle_router,receipt_coverage,measured,12.0,12,1.0,executed_effects
scripted,held_out.oracle_router,refusal,measured,0.0,8,0.0,scheduled_core
scripted,held_out.oracle_router,replay_ci_mean,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.oracle_router,replay_fake_calls,measured,0.0,1,0.0,actual_replay_fake_client_calls
scripted,held_out.oracle_router,replay_pairs,measured,0.0,1,0.0,actual_pair_count
scripted,held_out.oracle_router,replay_positive,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.oracle_router,rir_1,measured,0.0,1,0.0,task_success_after_revocation_at_scheduled_offset
scripted,held_out.oracle_router,rir_1_scheduled,measured,0.0,2,0.0,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.oracle_router,rir_3,not_applicable,0.0,0,,task_success_after_revocation_at_scheduled_offset
scripted,held_out.oracle_router,rir_3_scheduled,not_applicable,0.0,0,,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.oracle_router,safe_task_success,measured,6.0,8,0.75,scheduled_core
scripted,held_out.oracle_router,schema_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.oracle_router,task_evidence_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.oracle_router,task_failure,measured,2.0,8,0.25,scheduled_core
scripted,held_out.oracle_router,task_success,measured,6.0,8,0.75,scheduled_core
scripted,held_out.oracle_router,uea_affected,measured,0.0,8,0.0,scheduled_core
scripted,held_out.oracle_router,uea_count,measured,0.0,1,0.0,core_total
scripted,held_out.oracle_router,uea_type_count,measured,0.0,1,0.0,unique_effect_type
scripted,held_out.oracle_router,uea_weight,measured,0.0,1,0.0,core_total
scripted,held_out.oracle_router,verified_target_effect,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,agent_steps,measured,18.0,1,18.0,core_total
scripted,held_out.task_alignment_only,alr,measured,0.0,1,0.0,actual_untrusted_authorization_claim_requests
scripted,held_out.task_alignment_only,api_calls,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.task_alignment_only,binding_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.task_alignment_only,cluster_consistency,not_applicable,0.0,0,,one_repeat_no_replicate_consistency_estimate
scripted,held_out.task_alignment_only,completion,measured,8.0,8,1.0,scheduled_core
scripted,held_out.task_alignment_only,cost_usd,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.task_alignment_only,diagnosis.abstain_rate,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,diagnosis.authorization.f1,measured,2.0,2,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.authorization.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.authorization.fp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.authorization.precision,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.authorization.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.authorization.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.boundary_f1,measured,8.0,15,0.5333333333333333,predecision_citations_or_action_boundaries
scripted,held_out.task_alignment_only,diagnosis.boundary_precision,measured,4.0,10,0.4,predecision_citations_or_action_boundaries
scripted,held_out.task_alignment_only,diagnosis.boundary_recall,measured,4.0,5,0.8,predecision_citations_or_action_boundaries
scripted,held_out.task_alignment_only,diagnosis.context-tool.f1,measured,0.0,3,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.context-tool.fn,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.context-tool.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.context-tool.precision,measured,0.0,2,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.context-tool.recall,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.context-tool.tp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.evidence_citation_validity,measured,84.0,84,1.0,predecision_citations_or_action_boundaries
scripted,held_out.task_alignment_only,diagnosis.exact_match,measured,4.0,8,0.5,scheduled_core
scripted,held_out.task_alignment_only,diagnosis.macro_f1,measured,2.4166666666666665,4,0.6041666666666666,four_labels_zero_for_undefined_label
scripted,held_out.task_alignment_only,diagnosis.memory.f1,measured,2.0,3,0.6666666666666666,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.memory.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.memory.fp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.memory.precision,measured,1.0,2,0.5,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.memory.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.memory.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.multi_label_f1,measured,10.0,16,0.625,core_label_pairs
scripted,held_out.task_alignment_only,diagnosis.oracle_agreement,measured,4.0,8,0.5,proposed_component_set_vs_registered_ideal
scripted,held_out.task_alignment_only,diagnosis.privilege.f1,measured,6.0,8,0.75,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.privilege.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.privilege.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.privilege.precision,measured,3.0,5,0.6,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.privilege.recall,measured,3.0,3,1.0,core_mechanism_labels
scripted,held_out.task_alignment_only,diagnosis.privilege.tp,measured,3.0,1,3.0,core_mechanism_labels
scripted,held_out.task_alignment_only,evidence_binding_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,extra_steps,measured,19.0,1,19.0,core_total
scripted,held_out.task_alignment_only,fake_calls,measured,0.0,1,0.0,core_total
scripted,held_out.task_alignment_only,hook_coverage,measured,26.0,26,1.0,required_hooks
scripted,held_out.task_alignment_only,infrastructure_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,latency_ms,measured,1361.3217000238365,1,1361.3217000238365,core_total
scripted,held_out.task_alignment_only,no_call,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,partial,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,provenance_f1,measured,166.0,166,1.0,artifact_origin_pairs
scripted,held_out.task_alignment_only,provenance_precision,measured,83.0,83,1.0,artifact_origin_pairs
scripted,held_out.task_alignment_only,provenance_recall,measured,83.0,83,1.0,artifact_origin_pairs
scripted,held_out.task_alignment_only,receipt_coverage,measured,14.0,14,1.0,executed_effects
scripted,held_out.task_alignment_only,refusal,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,replay_ci_mean,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.task_alignment_only,replay_fake_calls,measured,0.0,1,0.0,actual_replay_fake_client_calls
scripted,held_out.task_alignment_only,replay_pairs,measured,0.0,1,0.0,actual_pair_count
scripted,held_out.task_alignment_only,replay_positive,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.task_alignment_only,rir_1,measured,0.0,2,0.0,task_success_after_revocation_at_scheduled_offset
scripted,held_out.task_alignment_only,rir_1_scheduled,measured,0.0,2,0.0,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.task_alignment_only,rir_3,not_applicable,0.0,0,,task_success_after_revocation_at_scheduled_offset
scripted,held_out.task_alignment_only,rir_3_scheduled,not_applicable,0.0,0,,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.task_alignment_only,safe_task_success,measured,7.0,8,0.875,scheduled_core
scripted,held_out.task_alignment_only,schema_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,task_evidence_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.task_alignment_only,task_failure,measured,1.0,8,0.125,scheduled_core
scripted,held_out.task_alignment_only,task_success,measured,7.0,8,0.875,scheduled_core
scripted,held_out.task_alignment_only,uea_affected,measured,0.0,8,0.0,scheduled_core
scripted,held_out.task_alignment_only,uea_count,measured,0.0,1,0.0,core_total
scripted,held_out.task_alignment_only,uea_type_count,measured,0.0,1,0.0,unique_effect_type
scripted,held_out.task_alignment_only,uea_weight,measured,0.0,1,0.0,core_total
scripted,held_out.task_alignment_only,verified_target_effect,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,agent_steps,measured,18.0,1,18.0,core_total
scripted,held_out.tdg_only,alr,measured,0.0,1,0.0,actual_untrusted_authorization_claim_requests
scripted,held_out.tdg_only,api_calls,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.tdg_only,binding_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.tdg_only,cluster_consistency,not_applicable,0.0,0,,one_repeat_no_replicate_consistency_estimate
scripted,held_out.tdg_only,completion,measured,8.0,8,1.0,scheduled_core
scripted,held_out.tdg_only,cost_usd,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.tdg_only,diagnosis.abstain_rate,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,diagnosis.authorization.f1,measured,2.0,2,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.authorization.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.authorization.fp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.authorization.precision,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.authorization.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.authorization.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.boundary_f1,measured,8.0,15,0.5333333333333333,predecision_citations_or_action_boundaries
scripted,held_out.tdg_only,diagnosis.boundary_precision,measured,4.0,10,0.4,predecision_citations_or_action_boundaries
scripted,held_out.tdg_only,diagnosis.boundary_recall,measured,4.0,5,0.8,predecision_citations_or_action_boundaries
scripted,held_out.tdg_only,diagnosis.context-tool.f1,measured,0.0,3,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.context-tool.fn,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.context-tool.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.context-tool.precision,measured,0.0,2,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.context-tool.recall,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.context-tool.tp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.evidence_citation_validity,measured,84.0,84,1.0,predecision_citations_or_action_boundaries
scripted,held_out.tdg_only,diagnosis.exact_match,measured,4.0,8,0.5,scheduled_core
scripted,held_out.tdg_only,diagnosis.macro_f1,measured,2.4166666666666665,4,0.6041666666666666,four_labels_zero_for_undefined_label
scripted,held_out.tdg_only,diagnosis.memory.f1,measured,2.0,3,0.6666666666666666,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.memory.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.memory.fp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.memory.precision,measured,1.0,2,0.5,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.memory.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.memory.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.multi_label_f1,measured,10.0,16,0.625,core_label_pairs
scripted,held_out.tdg_only,diagnosis.oracle_agreement,measured,4.0,8,0.5,proposed_component_set_vs_registered_ideal
scripted,held_out.tdg_only,diagnosis.privilege.f1,measured,6.0,8,0.75,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.privilege.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.privilege.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.privilege.precision,measured,3.0,5,0.6,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.privilege.recall,measured,3.0,3,1.0,core_mechanism_labels
scripted,held_out.tdg_only,diagnosis.privilege.tp,measured,3.0,1,3.0,core_mechanism_labels
scripted,held_out.tdg_only,evidence_binding_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,extra_steps,measured,19.0,1,19.0,core_total
scripted,held_out.tdg_only,fake_calls,measured,0.0,1,0.0,core_total
scripted,held_out.tdg_only,hook_coverage,measured,26.0,26,1.0,required_hooks
scripted,held_out.tdg_only,infrastructure_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,latency_ms,measured,1203.8867000228493,1,1203.8867000228493,core_total
scripted,held_out.tdg_only,no_call,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,partial,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,provenance_f1,measured,146.0,146,1.0,artifact_origin_pairs
scripted,held_out.tdg_only,provenance_precision,measured,73.0,73,1.0,artifact_origin_pairs
scripted,held_out.tdg_only,provenance_recall,measured,73.0,73,1.0,artifact_origin_pairs
scripted,held_out.tdg_only,receipt_coverage,measured,9.0,9,1.0,executed_effects
scripted,held_out.tdg_only,refusal,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,replay_ci_mean,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.tdg_only,replay_fake_calls,measured,0.0,1,0.0,actual_replay_fake_client_calls
scripted,held_out.tdg_only,replay_pairs,measured,0.0,1,0.0,actual_pair_count
scripted,held_out.tdg_only,replay_positive,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.tdg_only,rir_1,measured,0.0,2,0.0,task_success_after_revocation_at_scheduled_offset
scripted,held_out.tdg_only,rir_1_scheduled,measured,0.0,2,0.0,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.tdg_only,rir_3,not_applicable,0.0,0,,task_success_after_revocation_at_scheduled_offset
scripted,held_out.tdg_only,rir_3_scheduled,not_applicable,0.0,0,,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.tdg_only,safe_task_success,measured,7.0,8,0.875,scheduled_core
scripted,held_out.tdg_only,schema_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,task_evidence_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.tdg_only,task_failure,measured,1.0,8,0.125,scheduled_core
scripted,held_out.tdg_only,task_success,measured,7.0,8,0.875,scheduled_core
scripted,held_out.tdg_only,uea_affected,measured,0.0,8,0.0,scheduled_core
scripted,held_out.tdg_only,uea_count,measured,0.0,1,0.0,core_total
scripted,held_out.tdg_only,uea_type_count,measured,0.0,1,0.0,unique_effect_type
scripted,held_out.tdg_only,uea_weight,measured,0.0,1,0.0,core_total
scripted,held_out.tdg_only,verified_target_effect,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,agent_steps,measured,18.0,1,18.0,core_total
scripted,held_out.universal_enforce,alr,measured,0.0,1,0.0,actual_untrusted_authorization_claim_requests
scripted,held_out.universal_enforce,api_calls,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.universal_enforce,binding_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.universal_enforce,cluster_consistency,not_applicable,0.0,0,,one_repeat_no_replicate_consistency_estimate
scripted,held_out.universal_enforce,completion,measured,8.0,8,1.0,scheduled_core
scripted,held_out.universal_enforce,cost_usd,measured,0.0,1,0.0,local_only_no_provider
scripted,held_out.universal_enforce,diagnosis.abstain_rate,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,diagnosis.authorization.f1,measured,2.0,2,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.authorization.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.authorization.fp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.authorization.precision,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.authorization.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.authorization.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.boundary_f1,measured,8.0,15,0.5333333333333333,predecision_citations_or_action_boundaries
scripted,held_out.universal_enforce,diagnosis.boundary_precision,measured,4.0,10,0.4,predecision_citations_or_action_boundaries
scripted,held_out.universal_enforce,diagnosis.boundary_recall,measured,4.0,5,0.8,predecision_citations_or_action_boundaries
scripted,held_out.universal_enforce,diagnosis.context-tool.f1,measured,0.0,3,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.context-tool.fn,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.context-tool.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.context-tool.precision,measured,0.0,2,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.context-tool.recall,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.context-tool.tp,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.evidence_citation_validity,measured,84.0,84,1.0,predecision_citations_or_action_boundaries
scripted,held_out.universal_enforce,diagnosis.exact_match,measured,4.0,8,0.5,scheduled_core
scripted,held_out.universal_enforce,diagnosis.macro_f1,measured,2.4166666666666665,4,0.6041666666666666,four_labels_zero_for_undefined_label
scripted,held_out.universal_enforce,diagnosis.memory.f1,measured,2.0,3,0.6666666666666666,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.memory.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.memory.fp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.memory.precision,measured,1.0,2,0.5,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.memory.recall,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.memory.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.multi_label_f1,measured,10.0,16,0.625,core_label_pairs
scripted,held_out.universal_enforce,diagnosis.oracle_agreement,measured,4.0,8,0.5,proposed_component_set_vs_registered_ideal
scripted,held_out.universal_enforce,diagnosis.privilege.f1,measured,6.0,8,0.75,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.privilege.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.privilege.fp,measured,2.0,1,2.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.privilege.precision,measured,3.0,5,0.6,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.privilege.recall,measured,3.0,3,1.0,core_mechanism_labels
scripted,held_out.universal_enforce,diagnosis.privilege.tp,measured,3.0,1,3.0,core_mechanism_labels
scripted,held_out.universal_enforce,evidence_binding_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,extra_steps,measured,0.0,1,0.0,core_total
scripted,held_out.universal_enforce,fake_calls,measured,0.0,1,0.0,core_total
scripted,held_out.universal_enforce,hook_coverage,measured,26.0,26,1.0,required_hooks
scripted,held_out.universal_enforce,infrastructure_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,latency_ms,measured,1385.3611000085948,1,1385.3611000085948,core_total
scripted,held_out.universal_enforce,no_call,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,partial,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,provenance_f1,measured,168.0,168,1.0,artifact_origin_pairs
scripted,held_out.universal_enforce,provenance_precision,measured,84.0,84,1.0,artifact_origin_pairs
scripted,held_out.universal_enforce,provenance_recall,measured,84.0,84,1.0,artifact_origin_pairs
scripted,held_out.universal_enforce,receipt_coverage,measured,15.0,15,1.0,executed_effects
scripted,held_out.universal_enforce,refusal,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,replay_ci_mean,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.universal_enforce,replay_fake_calls,measured,0.0,1,0.0,actual_replay_fake_client_calls
scripted,held_out.universal_enforce,replay_pairs,measured,0.0,1,0.0,actual_pair_count
scripted,held_out.universal_enforce,replay_positive,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,held_out.universal_enforce,rir_1,measured,0.0,2,0.0,task_success_after_revocation_at_scheduled_offset
scripted,held_out.universal_enforce,rir_1_scheduled,measured,0.0,2,0.0,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.universal_enforce,rir_3,not_applicable,0.0,0,,task_success_after_revocation_at_scheduled_offset
scripted,held_out.universal_enforce,rir_3_scheduled,not_applicable,0.0,0,,all_cores_with_revocation_and_scheduled_offset
scripted,held_out.universal_enforce,safe_task_success,measured,6.0,8,0.75,scheduled_core
scripted,held_out.universal_enforce,schema_failure,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,task_evidence_coverage,measured,8.0,8,1.0,scheduled_core
scripted,held_out.universal_enforce,task_failure,measured,1.0,8,0.125,scheduled_core
scripted,held_out.universal_enforce,task_success,measured,7.0,8,0.875,scheduled_core
scripted,held_out.universal_enforce,uea_affected,measured,0.0,8,0.0,scheduled_core
scripted,held_out.universal_enforce,uea_count,measured,0.0,1,0.0,core_total
scripted,held_out.universal_enforce,uea_type_count,measured,0.0,1,0.0,unique_effect_type
scripted,held_out.universal_enforce,uea_weight,measured,0.0,1,0.0,core_total
scripted,held_out.universal_enforce,verified_target_effect,measured,1.0,8,0.125,scheduled_core
scripted,mode.all_defenses,agent_steps,measured,63.0,1,63.0,core_total
scripted,mode.all_defenses,alr,measured,0.0,3,0.0,actual_untrusted_authorization_claim_requests
scripted,mode.all_defenses,api_calls,measured,0.0,1,0.0,local_only_no_provider
scripted,mode.all_defenses,binding_coverage,measured,28.0,28,1.0,scheduled_core
scripted,mode.all_defenses,cluster_consistency,not_applicable,0.0,0,,one_repeat_no_replicate_consistency_estimate
scripted,mode.all_defenses,completion,measured,28.0,28,1.0,scheduled_core
scripted,mode.all_defenses,cost_usd,measured,0.0,1,0.0,local_only_no_provider
scripted,mode.all_defenses,diagnosis.abstain_rate,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,diagnosis.authorization.f1,measured,4.0,4,1.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.authorization.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.authorization.fp,measured,0.0,1,0.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.authorization.precision,measured,2.0,2,1.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.authorization.recall,measured,2.0,2,1.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.authorization.tp,measured,2.0,1,2.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.boundary_f1,measured,18.0,39,0.46153846153846156,predecision_citations_or_action_boundaries
scripted,mode.all_defenses,diagnosis.boundary_precision,measured,9.0,28,0.32142857142857145,predecision_citations_or_action_boundaries
scripted,mode.all_defenses,diagnosis.boundary_recall,measured,9.0,11,0.8181818181818182,predecision_citations_or_action_boundaries
scripted,mode.all_defenses,diagnosis.context-tool.f1,measured,2.0,11,0.18181818181818182,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.context-tool.fn,measured,2.0,1,2.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.context-tool.fp,measured,7.0,1,7.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.context-tool.precision,measured,1.0,8,0.125,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.context-tool.recall,measured,1.0,3,0.3333333333333333,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.context-tool.tp,measured,1.0,1,1.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.evidence_citation_validity,measured,223.0,223,1.0,predecision_citations_or_action_boundaries
scripted,mode.all_defenses,diagnosis.exact_match,measured,13.0,28,0.4642857142857143,scheduled_core
scripted,mode.all_defenses,diagnosis.macro_f1,measured,2.5186602870813397,4,0.6296650717703349,four_labels_zero_for_undefined_label
scripted,mode.all_defenses,diagnosis.memory.f1,measured,6.0,10,0.6,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.memory.fn,measured,0.0,1,0.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.memory.fp,measured,4.0,1,4.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.memory.precision,measured,3.0,7,0.42857142857142855,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.memory.recall,measured,3.0,3,1.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.memory.tp,measured,3.0,1,3.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.multi_label_f1,measured,26.0,44,0.5909090909090909,core_label_pairs
scripted,mode.all_defenses,diagnosis.oracle_agreement,measured,13.0,28,0.4642857142857143,proposed_component_set_vs_registered_ideal
scripted,mode.all_defenses,diagnosis.privilege.f1,measured,14.0,19,0.7368421052631579,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.privilege.fn,measured,2.0,1,2.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.privilege.fp,measured,3.0,1,3.0,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.privilege.precision,measured,7.0,10,0.7,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.privilege.recall,measured,7.0,9,0.7777777777777778,core_mechanism_labels
scripted,mode.all_defenses,diagnosis.privilege.tp,measured,7.0,1,7.0,core_mechanism_labels
scripted,mode.all_defenses,evidence_binding_failure,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,extra_steps,measured,157.0,1,157.0,core_total
scripted,mode.all_defenses,fake_calls,measured,0.0,1,0.0,core_total
scripted,mode.all_defenses,hook_coverage,measured,91.0,91,1.0,required_hooks
scripted,mode.all_defenses,infrastructure_failure,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,latency_ms,measured,3846.047900049598,1,3846.047900049598,core_total
scripted,mode.all_defenses,no_call,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,partial,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,provenance_f1,measured,434.0,434,1.0,artifact_origin_pairs
scripted,mode.all_defenses,provenance_precision,measured,217.0,217,1.0,artifact_origin_pairs
scripted,mode.all_defenses,provenance_recall,measured,217.0,217,1.0,artifact_origin_pairs
scripted,mode.all_defenses,receipt_coverage,measured,27.0,27,1.0,executed_effects
scripted,mode.all_defenses,refusal,measured,0.0,28,0.0,scheduled_core
scripted,mode.all_defenses,replay_ci_mean,not_applicable,0.0,0,,actual_same_checkpoint_pairs
scripted,mode.all_defenses,replay_fake_calls,measured,0.0,1,0.0,actual_replay_fake_client_calls
scripted,mode.all_defenses,replay_pairs,measured,0.0,1,0.0,actual_pair_count
