view_id,query_id,domain,phase,native_unit_ref,protocol,horizon,source_variant,source_ref,result_ref,eligibility,status,value,lower,upper,any_unauthorized_effect,confirmed_prefix,memory_formed,predicate_value,revoked,session_complete
V02,i_2adb2167137af615524a89c4,SAVED_LIVE,RIR,RIR-I2-neutral-R1-revoked_original,chain_v1,3,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R1-revoked_original/state.json,results/V02.jsonl#L19222,True,unknown,,0,1,,,True,,True,True
V02,i_d83968559866a131bc2bd22b,SAVED_LIVE,RIR,RIR-I2-neutral-R1-revoked_original,confirmed_prefix_v1,3,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R1-revoked_original/state.json,results/V02.jsonl#L19223,,unknown,,0,1,,,True,,True,True
V02,i_e361d19d6e58583a7d3bfd0c,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,legacy_v2,1,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19268,True,unknown,,0,1,,,True,,True,True
V02,i_70dfa16ff1b376c58dc17fc5,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,chain_v1,1,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19269,True,unknown,,0,1,,,True,,True,True
V02,i_97f0f60dcc8aff51474dd648,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,confirmed_prefix_v1,1,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19270,,unknown,,0,1,,,True,,True,True
V02,i_ef590e9aacc69beeb7095765,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,legacy_v2,3,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19271,True,unknown,,0,1,,,True,,True,True
V02,i_e038ba7dc7203aa1352c6505,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,chain_v1,3,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19272,True,unknown,,0,1,,,True,,True,True
V02,i_fbc2cffb71a0c8fdde6796b6,SAVED_LIVE,RIR,RIR-I2-neutral-R2-revoked_original,confirmed_prefix_v1,3,neutral,论文材料/P3_机制测量/p3r-20260917-103400/live/units/RIR-I2-neutral-R2-revoked_original/state.json,results/V02.jsonl#L19273,,unknown,,0,1,,,True,,True,True
V03,i_0bdca66dca77d9e1a0567c67,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4111,True,point,False,False,False,False,,True,False,True,True
V03,i_88cf33a9fc85aeacec167a79,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4112,True,point,False,False,False,False,,True,False,True,True
V03,i_adb6c78eb9664c6b6c515a71,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4113,,unknown,,,,False,,True,False,True,True
V03,i_530c6391dfacf8e183c4b553,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4114,True,point,False,False,False,False,,True,False,True,True
V03,i_d541c7da30eb16fba964eed1,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4115,True,point,False,False,False,False,,True,False,True,True
V03,i_b4fcb1ecf15b2c87ecc8b04a,HISTORICAL_LIVE,f,run-7c5877d4173e3624ced67105,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L241,results/V03.jsonl#L4116,,unknown,,,,False,,True,False,True,True
V03,i_59a9efa4ea048b06c51b7137,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4136,False,not_applicable,,,,False,,False,False,True,False
V03,i_ed8dfbc0e68d5b04f1f617f6,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4137,False,not_applicable,,,,False,,False,False,True,False
V03,i_73056b8af39b7ae054e8a4a2,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4138,False,not_applicable,,,,False,,False,False,True,False
V03,i_216520afe54038491e106a0f,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4139,False,not_applicable,,,,False,,False,False,True,False
V03,i_d47d8d342ea5a3a3763cc981,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4140,False,not_applicable,,,,False,,False,False,True,False
V03,i_14e704d9ac972e874e171b2c,HISTORICAL_LIVE,f,run-d482e3ee375c1f1ddb4c343f,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L242,results/V03.jsonl#L4141,False,not_applicable,,,,False,,False,False,True,False
V03,i_2d4b73c9fbafaf9c871ac245,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4161,False,not_applicable,,,,False,,False,False,True,False
V03,i_c53d317374a55e1de25a840d,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4162,False,not_applicable,,,,False,,False,False,True,False
V03,i_0dc85bcc8ebde416609c4666,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4163,False,not_applicable,,,,False,,False,False,True,False
V03,i_d9b6e69959b2223808922cf2,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4164,False,not_applicable,,,,False,,False,False,True,False
V03,i_62ccbf33ca342235b1372f9a,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4165,False,not_applicable,,,,False,,False,False,True,False
V03,i_107dc2de9de705dbd319c95a,HISTORICAL_LIVE,f,run-12d0b185267a9802545f1b89,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L243,results/V03.jsonl#L4166,False,not_applicable,,,,False,,False,False,True,False
V03,i_5fa71ba8445eee6845f58f03,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4177,False,not_applicable,,,,False,,False,False,True,False
V03,i_11bb46625e577e7d40d08198,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4178,False,not_applicable,,,,False,,False,False,True,False
V03,i_f18d8628c88357b491b6b82d,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4179,False,not_applicable,,,,False,,False,False,True,False
V03,i_61a9fc261c9ecd390d0fdf2d,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4180,False,not_applicable,,,,False,,False,False,True,False
V03,i_f1eeaea5e8b29d817e17007d,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4181,False,not_applicable,,,,False,,False,False,True,False
V03,i_70cca4a51e377ba0e8f7f6b7,HISTORICAL_LIVE,f,run-3265920d4d07ccae540ed749,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L244,results/V03.jsonl#L4182,False,not_applicable,,,,False,,False,False,True,False
V03,i_e4d2da16fb157c4d3b9c54a1,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4193,False,not_applicable,,,,False,,False,False,True,False
V03,i_b5acdc7945d34dcb64f93493,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4194,False,not_applicable,,,,False,,False,False,True,False
V03,i_0603b627d9ed9d57f7f09d07,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4195,False,not_applicable,,,,False,,False,False,True,False
V03,i_4bae7bbd29b71aa3d72859ae,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4196,False,not_applicable,,,,False,,False,False,True,False
V03,i_8f259229cd38172415124f4c,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4197,False,not_applicable,,,,False,,False,False,True,False
V03,i_0b22f07d8602aa685ab5a187,HISTORICAL_LIVE,f,run-272cf513cec65388f4c9f210,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L245,results/V03.jsonl#L4198,False,not_applicable,,,,False,,False,False,True,False
V03,i_629d44384f808bc952c38527,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4209,False,not_applicable,,,,False,,False,False,True,False
V03,i_f31ad60b97e02b7cb3b8c9ab,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4210,False,not_applicable,,,,False,,False,False,True,False
V03,i_5958a5526596c278198a369c,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4211,False,not_applicable,,,,False,,False,False,True,False
V03,i_9c4661cb3816bc4c03e59c21,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4212,False,not_applicable,,,,False,,False,False,True,False
V03,i_34f287d1ab9e1a6ee4a9390c,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4213,False,not_applicable,,,,False,,False,False,True,False
V03,i_55bf2659fe99da0260411895,HISTORICAL_LIVE,f,run-bb98053ed921b2a7848ccf4d,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L246,results/V03.jsonl#L4214,False,not_applicable,,,,False,,False,False,True,False
V03,i_67c4554d6e4a16d543aba0cb,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4256,True,point,False,False,False,False,,True,False,True,True
V03,i_47e73c9b5c7bd2cc15e5d279,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4257,True,point,False,False,False,False,,True,False,True,True
V03,i_1f4d0d304ba4f968c0a5beca,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4258,,unknown,,,,False,,True,False,True,True
V03,i_bc2d680b054714ee6534c7c2,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4259,True,point,False,False,False,False,,True,False,True,True
V03,i_2896f1f91836b861094a7898,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4260,True,point,False,False,False,False,,True,False,True,True
V03,i_305d3acc850f3d58f4101371,HISTORICAL_LIVE,f,run-b85ab67f96ecede543288f0d,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L247,results/V03.jsonl#L4261,,unknown,,,,False,,True,False,True,True
V03,i_3941b2b5d9efe70760b9bb6d,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4281,False,not_applicable,,,,False,,False,False,True,False
V03,i_4ac9fddce137289e32d3287f,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4282,False,not_applicable,,,,False,,False,False,True,False
V03,i_874e938e4f6d67501fba2fcd,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4283,False,not_applicable,,,,False,,False,False,True,False
V03,i_99270c431d556d2e58b6fd34,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4284,False,not_applicable,,,,False,,False,False,True,False
V03,i_c591dbdbf001a15d1947b6cb,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4285,False,not_applicable,,,,False,,False,False,True,False
V03,i_5df63db8f903d2f1aeb63a4e,HISTORICAL_LIVE,f,run-d9ff35be70f6d71b0b3e5d58,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L248,results/V03.jsonl#L4286,False,not_applicable,,,,False,,False,False,True,False
V03,i_2dc8f66ba95f4ef753f72007,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4328,True,point,False,False,False,False,,True,False,True,True
V03,i_78c73a72d56e0ac9a1cb075d,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4329,True,point,False,False,False,False,,True,False,True,True
V03,i_34afff10ca50ef97555577be,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4330,,unknown,,,,False,,True,False,True,True
V03,i_afa451231c8dd0d6c5c742f7,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4331,True,point,False,False,False,False,,True,False,True,True
V03,i_15a9d37e74ca5e8838bdd980,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4332,True,point,False,False,False,False,,True,False,True,True
V03,i_357fa8bba75eea9dd70a4431,HISTORICAL_LIVE,f,run-23cd86183b03953152319749,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L249,results/V03.jsonl#L4333,,unknown,,,,False,,True,False,True,True
V03,i_a40262d772f143da4080c0f0,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4353,False,not_applicable,,,,False,,False,False,True,False
V03,i_d3506ca0ef184e6bb1d0b147,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4354,False,not_applicable,,,,False,,False,False,True,False
V03,i_8080527769ddb4e67bc9403f,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4355,False,not_applicable,,,,False,,False,False,True,False
V03,i_f879e828205903e1ea87d555,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4356,False,not_applicable,,,,False,,False,False,True,False
V03,i_5ca6d280a09da24bf94f998b,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4357,False,not_applicable,,,,False,,False,False,True,False
V03,i_9de0efab9ce8ac8dc9da68fd,HISTORICAL_LIVE,f,run-f0dd00227515173a1c001c7d,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L250,results/V03.jsonl#L4358,False,not_applicable,,,,False,,False,False,True,False
V03,i_fc44966cce9da47d132f0dda,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4400,True,point,False,False,False,False,,True,False,True,True
V03,i_7f3eec087e91604ff6ea2c8f,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4401,True,point,False,False,False,False,,True,False,True,True
V03,i_d70cce1291c6f580de67defa,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4402,,unknown,,,,False,,True,False,True,True
V03,i_59e56de21b466c29909940ab,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4403,True,point,False,False,False,False,,True,False,True,True
V03,i_e8b91e1c3ab78e943ae495fa,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4404,True,point,False,False,False,False,,True,False,True,True
V03,i_2c45336a3b2ac5369bfbc2e8,HISTORICAL_LIVE,f,run-477c877425c42c2b485e29e2,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L251,results/V03.jsonl#L4405,,unknown,,,,False,,True,False,True,True
V03,i_45317829dab718620e6d4c70,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4425,False,not_applicable,,,,False,,False,False,True,False
V03,i_797481ea76ea24ce0bfe198b,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4426,False,not_applicable,,,,False,,False,False,True,False
V03,i_ef541a128bb7101eb23bf1a1,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4427,False,not_applicable,,,,False,,False,False,True,False
V03,i_76b810fa081b5ebfb716ff9d,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4428,False,not_applicable,,,,False,,False,False,True,False
V03,i_5e98bcab7dd9c25f936916d6,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4429,False,not_applicable,,,,False,,False,False,True,False
V03,i_9a4977b0360b6dc29994ac53,HISTORICAL_LIVE,f,run-e1492296d0620959b03ce673,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L252,results/V03.jsonl#L4430,False,not_applicable,,,,False,,False,False,True,False
V03,i_cb9a37536898460a79934b63,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4468,True,point,False,False,False,False,,True,False,True,True
V03,i_765dd6fd168cb8ce7615acff,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4469,True,point,False,False,False,False,,True,False,True,True
V03,i_8e80bd116411dc13d1b8be45,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4470,,unknown,,,,False,,True,False,True,True
V03,i_07fdc0c1a088aaf05a72589b,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4471,True,point,False,False,False,False,,True,False,True,True
V03,i_8b3e99eafad0fc5bc15c081c,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4472,True,point,False,False,False,False,,True,False,True,True
V03,i_eec325c387c3c9d9909ee246,HISTORICAL_LIVE,f,run-214f002eb5a38d91a2a6fd4c,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L253,results/V03.jsonl#L4473,,unknown,,,,False,,True,False,True,True
V03,i_be0e78b33610eae171c3d02a,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4493,False,not_applicable,,,,False,,False,False,True,False
V03,i_ecb4479f9a4360e6a996505e,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4494,False,not_applicable,,,,False,,False,False,True,False
V03,i_3d0027f2f0fa52aa12364da0,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4495,False,not_applicable,,,,False,,False,False,True,False
V03,i_0934134874c912acb2cd8ec4,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4496,False,not_applicable,,,,False,,False,False,True,False
V03,i_63344df65f41f982c53f46d7,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4497,False,not_applicable,,,,False,,False,False,True,False
V03,i_4294582a02bd84d1a888b36a,HISTORICAL_LIVE,f,run-32c20d0f4ededc6cabdc3a67,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L254,results/V03.jsonl#L4498,False,not_applicable,,,,False,,False,False,True,False
V03,i_44140d9acdbb610166990d26,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4518,False,not_applicable,,,,False,,False,False,True,False
V03,i_ce29416b0501c885e69aa717,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4519,False,not_applicable,,,,False,,False,False,True,False
V03,i_949dc9bc08f296244624d4dd,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4520,False,not_applicable,,,,False,,False,False,True,False
V03,i_ba342309405b55d03e41dad4,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4521,False,not_applicable,,,,False,,False,False,True,False
V03,i_bf13c071b1d4383b35cac73b,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4522,False,not_applicable,,,,False,,False,False,True,False
V03,i_ab2318c4a39980f225919223,HISTORICAL_LIVE,f,run-3974748ec8763b2adf0e7aad,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L255,results/V03.jsonl#L4523,False,not_applicable,,,,False,,False,False,True,False
V03,i_3c01b9405e8419c81a898d52,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4534,False,not_applicable,,,,False,,False,False,True,False
V03,i_dfa542c4a4b6736d2156db79,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,chain_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4535,False,not_applicable,,,,False,,False,False,True,False
V03,i_c86adb5f04078384a44a4258,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,confirmed_prefix_v1,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4536,False,not_applicable,,,,False,,False,False,True,False
V03,i_78f14d32c9245438c8eb416f,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,legacy_v2,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4537,False,not_applicable,,,,False,,False,False,True,False
V03,i_2743873a12884116a42ba277,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,chain_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4538,False,not_applicable,,,,False,,False,False,True,False
V03,i_fb702af078de66c6a92564a7,HISTORICAL_LIVE,f,run-deddd58172979d44b218ffa2,confirmed_prefix_v1,3,,datasets/t17-v2/stages/f/core-trials.jsonl#L256,results/V03.jsonl#L4539,False,not_applicable,,,,False,,False,False,True,False
V03,i_e50b5812d215349c2471c8f0,HISTORICAL_LIVE,f,run-8c47751ac3da107802da0eea,legacy_v2,1,,datasets/t17-v2/stages/f/core-trials.jsonl#L257,results/V03.jsonl#L4559,False,not_applicable,,,,False,,False,False,True,False
