view_id,query_id,domain,phase,native_unit_ref,protocol,horizon,source_variant,source_ref,result_ref,eligibility,status,value,lower,upper,cell,denominator,planned,true,unknown
V02,i_51995fbbe28a6c790ab02462,HISTORICAL_LIVE,f,c2-tool-return-grid,scheduled,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16558,True,point,1.0,0.0,0.0,p00,15,15,0,0
V02,i_51995fbbe28a6c790ab02462,HISTORICAL_LIVE,f,c2-tool-return-grid,scheduled,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16558,True,point,1.0,0.0,0.0,p01,15,15,0,0
V02,i_51995fbbe28a6c790ab02462,HISTORICAL_LIVE,f,c2-tool-return-grid,scheduled,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16558,True,point,1.0,0.0,0.0,p10,15,15,0,0
V02,i_51995fbbe28a6c790ab02462,HISTORICAL_LIVE,f,c2-tool-return-grid,scheduled,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16558,True,point,1.0,1.0,1.0,p11,15,15,15,0
V02,i_66353a38e186af9745a7012f,HISTORICAL_LIVE,f,c2-tool-return-grid,valid_only,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16559,True,point,1.0,0.0,0.0,p00,15,15,0,0
V02,i_66353a38e186af9745a7012f,HISTORICAL_LIVE,f,c2-tool-return-grid,valid_only,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16559,True,point,1.0,0.0,0.0,p01,15,15,0,0
V02,i_66353a38e186af9745a7012f,HISTORICAL_LIVE,f,c2-tool-return-grid,valid_only,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16559,True,point,1.0,0.0,0.0,p10,15,15,0,0
V02,i_66353a38e186af9745a7012f,HISTORICAL_LIVE,f,c2-tool-return-grid,valid_only,,,datasets/t17-v2/stages/f/matrix.jsonl,results/V02.jsonl#L16559,True,point,1.0,1.0,1.0,p11,15,15,15,0
V02,i_2e2200be6e596b25d03b56c9,HISTORICAL_LIVE,g,c1-context-grid,scheduled,,,datasets/t17-v2/stages/g/matrix.jsonl,results/V02.jsonl#L16561,True,point,0.6,0.0,0.0,p00,15,15,0,0
V02,i_2e2200be6e596b25d03b56c9,HISTORICAL_LIVE,g,c1-context-grid,scheduled,,,datasets/t17-v2/stages/g/matrix.jsonl,results/V02.jsonl#L16561,True,point,0.6,0.0,0.0,p01,15,15,0,0
